"","GD_012_matrix_RPP_RRHD_B1","GD_014_matrix_RPP_RRHD_B1","GD_015_matrix_RPP_RRHD_B1","GD_017_matrix_RPP_RRHD_B1","GD_018_matrix_RPP_RRHD_B1","GD_020_matrix_RPP_RRHD_B1","GD_010_NIST_RPP_RRHD_B1","GD_011_NIST_RPP_RRHD_B1","GD_013_NIST_RPP_RRHD_B1","GD_016_NIST_RPP_RRHD_B1","GD_019_NIST_RPP_RRHD_B1"
"group","matrix","matrix","matrix","matrix","matrix","matrix","NIST1950","NIST1950","NIST1950","NIST1950","NIST1950"
"M777.6923T313.243","399.133499569163","255.301151252352","152.752935182355","132.233698051656","74.5371307851747","0","42044.1660529251","41324.7422378173","36460.1939925144","32854.2827306584","28583.9061922033"
"M777.7019T626.956","5090.15706702495","4917.13437576111","4269.1099786194","3229.98404848635","3425.69123508447","3810.96116847739","1662.09290838369","1584.58217360841","1561.80299574853","1921.17447721101","1787.72698937293"
"M778.2296T783.208","3247.82386470569","2730.56116234131","2804.15189909363","2195.1880240395","2968.39213893129","2295.33631687651","3686.8893845978","3536.59603601684","2673.27030546155","2079.60456201553","2466.19664409324"
"M778.2308T646.338","23936.9099677734","19750.4689237249","20739.2256131693","20862.4805376184","20280.3557175806","19726.2242566775","34314.7628173522","32340.7241381552","27960.4723547504","23571.3563852787","20465.3214583782"
"M778.4475T26.174","63.0296399997912","0","77.5377010992777","87.7462792976125","0","87.5162352077467","51091.3628631134","51948.5965235129","48996.9429064234","42605.969737985","37861.8521368526"
"M778.6951T313.243","159.134887268067","66.5105944832709","78.8279989271496","0","0","66.1664463834216","7072.94158040199","6642.41628179227","6055.18614233519","5872.11667118833","5016.61621472619"
"M778.9882T472.061","203.993324681963","79.4989531875721","73.2477974405379","150.608830315915","0","0","3662.91242028236","3063.59049093248","3242.23606816135","3207.08625570857","1838.3566634347"
"M779.2089T722.041","3142.42130493518","2228.13950867806","3039.70151785891","3615.41118418936","2665.723593219","2544.95750848645","1639.67260909526","1483.98135526804","1262.12330611944","1250.94174242134","1113.05108760944"
"M779.2308T646.782","10824.2222689653","9823.89260050689","10217.2784662001","9413.79527562565","10191.747200747","9758.31793725751","15485.7286182976","15374.9537261353","13902.0273724283","11460.2511936326","10182.1554963871"
"M779.5487T524.605","2875.38845791191","2642.7590147912","2301.01580660631","2153.02276649982","1831.12111710637","2151.28910025858","1063.17530517204","1244.48134975586","901.388955160721","1035.09951137696","673.55587271601"
"M779.9863T472.285","79.3927959385922","78.1930968494792","0","72.1070422969448","0","156.964775622822","24337.8707473661","21387.319841566","20690.9993751068","18838.9119214965","14917.2197267616"
"M780.2294T646.339","5279.00987550643","4565.79257059529","5168.28194763406","4279.37419186639","4556.30481002686","5094.4240515295","8157.41438850676","7276.66583626559","6226.15253821403","5354.67002999969","4811.07472279545"
"M780.4447T26.152","61.608907651967","67.0351288701311","0","217.572582153771","150.863757103376","0","103825.327702241","105140.377156314","98214.13962745","87444.7528165388","73658.6079979049"
"M780.5519T689.938","47431.2180198364","38101.9876035958","14343.1486745432","34169.0740754623","10792.6058414671","29890.1751634227","1137934.46004616","1158083.618364","1033320.06651942","974995.087073871","923413.542794415"
"M781.1873T646.776","22172.8814708862","18869.9508365209","21358.2752307034","19818.7943238933","19296.3522632176","18356.6434472137","39364.313186354","33285.3530514503","29213.681139765","23830.4880609569","20656.2681678627"
"M781.2061T722.039","1506.08446998597","1815.38009827879","1727.78099748884","1510.29640843068","1069.1788505208","1614.50325488346","1123.56359473462","1117.8137917181","1170.38696653983","958.529008054285","886.509452725295"
"M782.1878T646.338","16516.2402294807","14090.0792807114","15075.3172015353","14672.423847745","14546.9546344346","13347.3041385864","27342.7603160399","24012.4624631694","21420.0161117978","16825.4234455026","14376.5773720107"
"M782.4419T26.174","0","68.8132767768055","70.0161667961426","84.0132683992626","284.937573655711","81.2616619263276","126866.249472456","127106.84359214","118327.947382661","107590.127251274","93852.0882273255"
"M782.5688T689.942","69404.0476865595","56274.6248158703","16815.3540105961","46963.4649855245","14607.3379152199","43714.1918908603","8542626.65586748","8324568.06534843","7696150.8000039","7561574.77657392","7077949.64862008"
"M782.9661T472.881","155.834862158094","81.0970655835367","0","77.3791668068484","0","168.527341973037","17895.7113970542","17387.9462347176","15150.1250095755","11584.1460308883","11480.9717877674"
"M783.1859T646.77","12920.5597552429","11565.4489557814","12607.8425874711","11716.7184535844","11186.9161142562","11398.5386720338","23064.2289093861","21547.2280954834","17745.9496661713","13822.9827476075","13230.5172212791"
"M783.4415T25.568","109.011982751465","89.8476762771606","132.674800020623","0","0","0","6596.35397520308","5907.40399080404","6218.81516634522","5497.07511945191","5525.93076106262"
"M783.4971T746.871","70766.6538958101","63140.4603964607","60382.8412913087","57166.3192585205","55337.4733838013","54015.6108246821","68410.3562252198","71907.750048865","64692.2484899332","54383.9480704468","51326.4385447667"
"M784.1856T646.77","6597.33747911998","6240.8173755529","6670.54980002407","5605.02790574431","5136.65148646539","5589.78726296718","11363.7874236267","10797.9891973667","8961.42678930161","7464.8873606703","6546.90239787588"
"M784.5004T746.871","36676.9120163682","34851.9169598078","31583.2897574358","31790.6241764654","28770.497497158","28569.2537386281","37397.3664873047","36612.0316820948","33569.0211767858","29694.4376292114","26830.9740035497"
"M784.6354T26.174","252.81013460083","95.276935154965","189.62389660136","0","0","0","15073.1694304199","15635.2031459096","14672.6179968836","10929.7170638911","11092.8312785601"
"M784.9762T485.005","0","0","0","63.3961295997641","102.376781677891","100.780925963235","6990.97422111309","10300.1461930713","6311.98117342454","5617.0479135277","5147.27870931397"
"M785.183T646.337","3401.96547387086","3379.04883040841","2999.26526159456","2842.7884576645","3028.81796346789","2903.76098812254","5544.20667248773","4847.53108297351","4220.6928469971","3513.3934865178","3463.11866530279"
"M785.5034T746.8715","10338.4013039875","9973.02067062526","8043.56511949921","8879.49204002774","8559.59084112879","7729.96713468119","11501.4404222101","10402.8357619263","10072.8886081422","8533.24411216591","6312.57752672887"
"M785.5883T697.21","23188.5004745065","17401.0222274734","5556.75812387362","17202.763165174","4899.32871431274","13052.9420878188","5644341.42233749","5520202.5989306","5056104.75602707","4458463.17754511","4049079.68433531"
"M785.6636T825.601","5093.94125429149","5758.11480883648","4597.03520439829","4763.81388460286","4341.98667247333","3636.58633607483","2763.03812047516","2990.9048832751","2507.58831931788","2074.96334837191","1549.24877126187"
"M786.4362T26.174","0","125.41134387017","60.4404093624295","0","95.753646582918","0","54641.4976477989","53745.6280437683","53390.3002230733","45958.9532672277","40480.840521357"
"M786.6321T26.175","0","160.632970958305","388.283026998287","67.7207824843593","0","65.943933225783","21564.7840517315","21615.4556783244","20356.4314233728","18737.7627250099","14553.2456406518"
"M786.9804T472.3085","154.663164473684","0","153.811275699862","66.8878166805953","63.745416807697","0","14621.1399097643","13293.2112629578","12135.6213525931","11229.2788260466","11231.7682523656"
"M787.2526T764.433","4757.77714337302","4825.88041399729","3884.81092694166","4459.473805418","3249.41840345763","3832.38993624811","8054.59637348233","5938.3761628494","5619.64530388575","5044.3290460139","3876.90216427472"
"M787.4816T472.285","399.41978469785","61.8877845890044","136.879533215736","0","0","0","10947.0533300354","10946.2651924896","10173.9603954891","9504.76068649696","8217.52830693051"
"M787.6045T713.558","25673.0245461931","20565.8388367808","6106.32762906437","17523.3828518815","4844.20060906756","15103.8938224669","5360341.97127778","5212516.0460303","4698805.88150602","4267903.07833032","3916690.03971564"
"M787.6697T740.924","2120.26772652763","2082.75050756774","810.14844500019","2058.55784471787","1109.74334786693","1353.84140436092","804372.864334468","757288.611551454","664512.426004445","557776.614253096","582077.101727623"
"M787.6784T831.656","9020.5963370133","8782.34373482391","8079.08271253661","7747.41811271672","7465.51667345396","6881.87363482548","4835.8998971065","3616.95558008193","3670.95091338537","3078.15384664306","3254.33451448381"
"M788.2513T764.435","4054.69536603839","3686.07945362756","3914.21711854248","3217.49474075318","2822.44047762176","2738.47302838715","7017.01200642117","5098.64597451926","4967.19220917042","3400.61840180139","3639.5292252415"
"M788.6288T26.175","330.009841074943","805.054876512068","299.497601794939","371.910197910589","654.073363176336","372.268429163889","19265.160477356","18785.4757771067","18359.2250790447","14458.3665612358","12355.0512268155"
"M788.6727T740.924","1600.99104229825","1598.30848010821","615.758296491292","1171.25264629466","644.550126561179","1012.96143070703","385218.731270561","355690.981329117","324083.188435115","263937.94094073","232691.358491464"
"M789.6839T748.546","66.1330313059492","560.268341118366","232.068042964416","310.463995794766","190.232807112237","94.6772368230546","8709.46489880163","5564.58021641536","7968.16817054308","8593.59330481536","7582.4761978382"
"M790.2472T691.1505","2095.20540252042","2252.78984800093","1814.17184365603","1636.10347383289","2036.62402409653","1505.56823317869","1409.1817355758","1372.20810302391","1289.76950629245","1115.74736195616","889.718181386668"
"M790.4299T26.13","100.619701160137","0","0","0","0","0","8489.54967458235","8268.76155044376","9821.39451318359","8720.72737413441","8873.56176156616"
"M790.6257T26.1745","61.8655339172363","141.976167894629","197.943314554996","0","71.8812700172479","67.0201524493284","10744.3137491577","10932.5716531677","9692.83981338776","8361.0592335959","7741.00948902245"
"M790.6772T740.924","806.623807207191","1001.8423306286","1254.96156205334","570.256740876838","439.933996564324","697.16516733451","18502.7585957521","19556.9177107398","18121.9841709068","15120.6177519095","11537.0977361084"
"M790.988T496.141","5860.39193218231","5423.85684905198","4976.22573117391","4831.09924249267","4739.50965361328","3608.50105002267","2716.58561467566","2603.43548562587","2121.66759850664","2007.80657717025","1604.79190218502"
"M791.4891T746.872","3975.05920740002","3514.76735484038","4084.37614727436","3846.70145004908","3732.31649628905","3114.33198357955","3746.79448465548","2830.32082151886","3326.27553365818","2930.79886379652","2103.46432585715"
"M791.6018T226.031","328.333739128385","236.748971629207","70.1655340772122","138.947171147046","134.632579089783","370.921575302404","30557.0905799456","20869.5017522049","26129.3239047683","19815.2324660634","18591.0572213745"
"M791.8024T226.0335","411.123242352938","395.1612006849","368.89887727248","395.89803813741","169.579194312198","578.801503523927","63520.8644006043","41482.886527954","52861.9780580063","46851.6164625245","45027.6459889288"
"M791.9866T468.076","123.384126918959","83.1265782482274","128.792566986167","75.0071169000483","74.3401820970618","0","86881.7652258059","86141.2874167823","82297.2735134759","73187.0412942873","60924.2374395586"
"M792.0026T226.031","627.888590300309","389.220606230665","358.067847890926","237.50357681954","65.8713643940558","237.877998455722","71190.5299211761","51732.8728691407","59294.7205134663","53217.5804274019","48522.2153474808"
"M792.4038T226.6345","71.4424813568116","0","63.6208192957006","255.085289147951","138.264296452301","137.61014109714","39747.2143441175","32383.7670119824","40816.3711787397","31820.6729208741","28635.1443711188"
"M792.6039T226.033","616.812655076541","102.345351089016","428.135508864028","79.2380777944972","339.658439341288","154.941397589506","20640.6356354145","16816.3347270179","22590.297433104","18635.3945308211","15029.3766232059"
"M792.9891T468.334","143.211685488954","153.151946211101","353.856266100948","94.5930898103397","254.387284623354","84.5894658797877","39512.8610331795","41544.215300012","34891.2607417121","31409.2961425836","26424.0743324088"
"M793.4098T247.234","456.673254561325","986.367283605505","404.483564066985","863.427003850831","302.854341450075","377.45159026306","10836.9764417322","13614.53698988","10293.2584489716","9819.30575892474","6988.03919663493"
"M793.7435T247.233","910.738823885406","1006.35386611201","338.998262104734","516.467747137944","336.665009036929","370.85412058013","15142.7308378786","14952.1610198027","13936.4796705839","13268.0415998575","11785.2867417521"
"M794.078T247.229","494.625069274268","547.119738529615","141.165885856753","521.939048727897","316.095839374175","332.869659865042","9324.93147126605","10621.973319328","8823.5117474682","8820.61338586428","7933.96093304952"
"M794.4127T247.234","309.179765898811","403.96774732641","315.719449397396","641.836177634269","169.417589187622","0","5225.69620499166","4251.93971501319","6399.27832026368","4496.05413047991","3525.99128838557"
"M794.422T26.174","166.182664371266","73.9710491070582","0","85.2604224079187","0","0","15238.4894885137","16731.4434454549","16810.9163936409","13732.0110847459","11664.9415170479"
"M794.4616T649.733","322.685609936713","572.14348270812","539.082375236748","178.940803900943","136.39156048419","0","7112.73945098875","7611.55866196637","7296.91600988397","4393.56183511289","4747.55677093505"
"M795.468T472.332","1688.36507377892","1932.6622943657","1832.92612689186","1181.87435017156","1541.69136856894","1239.00592678441","13672.657653742","12856.059374342","16152.8333148868","9454.70881406247","8463.8164414629"
"M795.5692T746.872","23887.2839848735","19655.1240610433","19209.6016812309","18454.0303515546","17936.8506238814","17122.9303370761","22700.1623422676","22737.5916076129","21686.4467859363","16941.0193979595","15826.6347350492"
"M796.419T26.174","0","0","76.4417425517575","0","0","0","31101.447923169","31917.0198074757","28793.0014780099","26278.2962423484","21101.6879640282"
"M796.5726T746.871","13062.3495048481","11415.1486743165","10581.6799594324","10397.4313330176","9495.14148730955","9435.19077578542","12186.1741056015","12517.3054955653","12032.8717109647","8150.27152239031","9801.1942631475"
"M796.6939T296.891","259.990010796042","110.930767377218","0","290.116423479199","412.133511791937","0","3605.23696422728","3302.90269047037","2972.26396993764","2583.01724995187","2477.1542130085"
"M796.7395T835.898","3697.54539880981","3533.82491228888","3604.08078407595","3555.62978546142","3787.43769052809","2672.81171283243","2281.2088996976","2312.69775148344","2044.86520330779","1670.55382356048","1550.7230696065"
"M797.5741T746.872","3391.7918826047","3049.90832636142","3065.93800861357","2908.48049895055","2890.91039611815","2784.97046341551","4360.85836686299","4853.62590417801","3641.01032993291","2497.70655828181","3830.73801653803"
"M797.6278T777.1515","6027.7430320245","4652.01941679911","4534.32078292849","4795.10338369845","4662.46030508716","3728.49439231871","2676.01557670615","2984.07892772311","2564.02956440169","2518.16177840144","1663.40117290071"
"M797.663T824.387","5561.69243601073","5598.0905059946","5404.40748178715","4768.15706197228","5145.4259550185","4288.62955574543","3576.73474847948","2705.6393025759","2694.47846688181","2236.83517961025","2704.27484096069"
"M798.4156T26.174","0","91.9980611860752","0","0","0","95.6865157121094","37118.6887258308","37056.7757340989","35833.0285539246","29752.036786281","25718.9206512596"
"M799.4823T468.076","236.747532405854","144.922758283113","0","173.036137702642","414.930266533454","322.467281943924","50750.4045661493","49356.4424749945","47210.7681017621","40921.4809001013","35706.1060151271"
"M799.679T829.842","9901.68142565602","9644.921716028","8189.16080743687","8636.78323156024","6928.84466081097","6978.26866391589","4606.34441362104","4586.40484127208","4396.14307544326","3759.41501098329","3410.2554563181"
"M799.9843T468.2475","218.846574405162","222.984284520743","76.8644750577747","200.567738236295","244.816992040887","129.297316423963","23028.5823220696","25236.0065632422","20950.3913242493","21602.8450553","19357.8073321227"
"M800.2355T764.341","1995.59606249345","2254.99619053203","2003.21607830003","1350.94446306501","1903.46122109021","1269.83870181084","3688.01183665754","2525.13718274478","3305.4584652578","2122.73157936156","2296.19869717597"
"M800.4128T26.174","0","66.2514469146729","80.7217742486202","0","101.755425696858","0","29157.4167652954","32120.5486258255","28353.150628808","24891.3457252121","22104.5337802179"
"M800.4854T468.161","194.637983421326","221.268668937231","304.941463035842","142.559182546033","273.702441314673","78.0671975003733","10783.1380904569","10559.9934534108","7852.59278164785","4927.28175992181","7718.00933929155"
"M800.6721T735.7685","1000.71783477929","793.603737076323","340.213008114492","492.08689573079","448.453493717127","419.565909032222","260387.212127041","243202.249876278","219052.01735028","184720.613076702","162263.215848092"
"M800.6824T830.444","5795.68025054629","5355.53700913442","5284.16006474609","3820.75920320657","3448.02080864751","3968.51250616689","2198.98582312738","2848.44333920289","2292.31131349448","2879.40998092336","2094.17706161656"
"M801.4952T485.597","0","191.07450856115","160.602275955381","0","166.779790289686","198.633094279232","4528.99338775296","3519.67491820335","3977.72831100394","3437.32949957274","2935.08961107212"
"M801.5776T369.5685","3163.18209368025","3383.8193209934","3449.8185949829","3205.34663477899","2818.900788923","2639.76969683646","6511.15109407315","5361.81830354694","5698.12182396955","4540.24893892075","3829.42746552361"
"M801.6942T835.898","11967.6771449323","10591.4202520435","11523.9738614702","10645.0550394252","9376.17500911918","9913.24103042221","5368.86259853514","5131.75505613429","5713.22758984594","4375.10973975044","3515.50195908173"
"M801.9876T467.738","64.5911820922853","0","135.409353039274","0","67.3404015626293","62.5919083409756","17050.2499691117","14232.1712356568","15794.5720020458","14066.6892408085","11527.7964312744"
"M802.4099T26.13","68.7637167071174","0","144.007520649728","0","0","0","18852.2556608702","18135.6618401553","16560.6969162606","15084.9169648473","12299.7103844853"
"M802.4895T468.076","364.820421975403","94.1762060546875","75.0888365665823","147.548053190634","134.373862740397","76.683931836728","10445.5551788899","14098.90211943","13659.166057949","12090.0521752166","12344.7160502761"
"M803.9862T469.699","73.3746506896972","66.5202652171254","0","0","65.7419279584196","65.0633300244436","45452.3253213072","38564.3421957359","40890.0619019821","35213.0116058105","31232.0942811829"
"M804.3814T746.8745","8896.65441352139","7913.82420938115","7779.5459096222","7753.4580116744","6568.60676137993","6213.19296194454","6781.38476128858","7742.31946867257","7131.90327665163","5390.27105372695","4601.14849512411"
"M804.4079T26.1745","72.6743359245887","0","145.152196820575","0","0","75.0019787980642","7257.22212184674","6498.84112006692","7332.14710700683","6175.52613779668","5333.66543918047"
"M804.4859T469.2285","401.158356211613","352.885397575416","301.616017422639","135.926365135728","259.177283517428","86.7636474131263","41670.0241362117","38255.5147446056","36753.0430829616","34898.8621628094","31662.2184148201"
"M804.6931T751.011","594.334099741399","594.68797108533","254.261865893521","460.689017592443","519.967012716376","424.916501372607","5124.26279238128","5062.23583963868","4350.84767850569","3624.27455828493","3599.81488123717"
"M805.3843T746.872","5252.53006474212","5497.35140161063","5181.62379188984","4552.45356855777","4044.17047974222","4146.15478235589","4560.11903067451","4851.75345282117","4553.31692426284","3213.71622847597","3043.30037073034"
"M806.4652T468.161","100.764199968691","274.634434958903","212.516923756985","0","277.223427952716","150.739114259835","27040.3459048829","26715.8689522721","23938.0447412052","20762.6117862794","17081.2497647416"
"M806.6465T751.763","2254.13260104709","1879.99209911935","1150.69227224825","1684.02479998491","1189.57600607164","1018.42586346778","7114.61181144201","7677.80793786622","7069.92898831323","5458.53222942543","5271.99536781554"
"M806.9669T468.133","0","0","106.516165223788","89.1588897705078","151.555560439592","62.4455879400817","61554.162053012","63466.9539371967","55671.5769443447","46633.6373797986","43420.9447162865"
"M807.4685T468.334","77.0282994186047","63.282208617311","376.188677134902","125.433124127953","163.704731851426","90.0425828941015","46919.5655707935","47353.0643500672","40525.518882883","38154.7837337862","33549.1914395225"
"M807.6746T589.409","903.357956542971","836.883263191953","655.457705309428","993.741607840404","1130.70218806795","451.724315934302","8348.22521903025","7322.0480815541","6943.81618656924","6569.96956416185","5483.73218096792"
"M807.969T468.672","309.859698624591","531.253949788133","133.064101053212","169.024679164315","215.817759270062","0","37364.327141567","40752.5507909975","35308.0578657392","29639.3211922452","25863.5735981299"
"M808.4696T468.334","137.232346906951","69.4462999233722","67.0183081717061","294.396479383344","116.507760658522","150.541148167174","22193.7571600906","21095.2515000999","19457.6881502553","16302.3309192105","13723.464598828"
"M808.9685T468.2475","78.575657529391","78.874730162036","0","0","64.3691453306506","0","11945.0304583541","12499.6811548033","14290.7457488005","10550.3983175964","8855.20088604961"
"M809.469T468.334","284.185424952393","84.072149447538","315.956064563189","257.130374754434","0","0","8454.79516852338","7748.5233061687","5616.1907437256","7047.18575236129","4590.90001407439"
"M809.7412T833.777","1699.78389674975","2053.40867568178","1806.19770322216","1226.29303431988","1278.03989346923","1515.82183117334","1055.55876875684","1150.57152992068","1161.53603431877","743.411187472055","723.213439622971"
"M810.1511T740.463","98.7538118347167","0","77.5980744473636","0","77.843050121516","167.231434167922","5430.77669260586","6236.2706456128","4808.61491636107","2878.24222918505","3732.89122526551"
"M811.4237T24.964","0","103.689559464231","73.0007935464216","0","0","76.8003591615707","3392.0684760655","3436.98435357056","3186.5360584586","2750.13943516323","3043.86232309342"
"M811.4816T469.277","466.672354492188","98.6828000941314","0","62.198141134344","0","132.404051012049","23262.1173280973","24640.4878089919","23202.7362757187","19740.521850975","18007.9066931294"
"M811.6041T714.1665","17158.0280070428","9609.47763653303","3077.09724008733","9575.85790122722","2960.38482494852","8760.85742396808","2649043.91447475","2611299.68622548","2427607.20000635","2483662.18980332","2266615.95404201"
"M812.6808T828.0225","3786.06964154845","2946.76382092718","3649.01482543943","2499.876670355","2551.20536188992","2343.8876736779","1888.03744574375","1755.7948499769","1782.98825790044","1284.39086018493","1196.71805735677"
"M813.4438T641.44","79.1539539434264","0","66.6263054455207","219.330228333869","0","0","4814.72373655905","5330.77018617331","3624.72365205944","2925.07411034527","3800.45895906536"
"M813.6949T834.0785","9386.90516788258","9889.86644281689","7336.26573697427","7914.3883213433","7322.92016364655","6273.50318918426","3837.92908603387","4495.31833718347","3179.74822358756","3492.27089081286","2072.56869124467"
"M813.9867T468.729","171.762974638939","71.1725698127896","0","0","131.50295386315","0","6776.55307886648","6226.53952217103","5947.6870630842","6488.29677861269","5274.43388694762"
"M815.2131T777.1525","3931.63528651713","3067.42109186551","2527.55957543477","1273.58067186279","3043.72471942258","3030.01745799066","6132.03912744652","4064.0137435214","4296.92331435647","3525.36095287474","3134.44844919433"
"M815.213T671.166","3609.84883559591","3711.56448347769","3777.62307389589","3429.08690433352","2545.58241796638","3383.24390777468","4064.17376386716","3566.56239835653","3354.50689078295","2480.61312178386","2227.37228141345"
"M815.7003T760.347","1974.26109572121","1940.54922932568","861.489385264891","1352.90994781173","975.014595923635","920.308805158483","189702.913601259","176551.254520786","160328.732480852","130047.874632773","121094.037896269"
"M815.7096T839.53","10672.3786504802","10716.0103905579","9261.82213815912","9171.90582418257","10386.0646106076","7676.68228684112","4911.14411342592","4916.18827785709","3453.0780354641","3447.08314780356","3352.60765408325"
"M816.2139T671.166","3182.43784816485","2727.73935600972","3064.53637554378","2576.82289439851","2619.31135386002","2849.67517629298","3391.61994735426","2972.49847848743","2734.20540356304","1963.50131392032","1955.46581433853"
"M816.2997T776.5445","1176.63059073385","804.691723685246","1275.66069519644","923.852618608624","993.711125013936","868.62297226204","1910.50532923006","1437.98303487691","1211.88848466185","1169.82638824766","1066.65501997376"
"M816.4708T641.025","240.304337609187","321.862455089266","148.908565482849","89.0329178490987","161.512255673297","155.723834678065","9648.7023936343","9155.43990390527","6991.76789428716","5077.17611529347","5615.75866386331"
"M816.7034T759.853","1433.79956987354","1474.72176594934","1490.16435596393","466.563413731521","555.830691377333","497.129549675388","95462.9529802335","89883.6317145643","81995.5395238226","70246.9979404019","62471.1790309481"
"M816.7131T839.532","6302.37623622493","5312.16342343675","5641.84976113303","5250.28107330103","4825.26399108413","4192.30912551413","2974.61569233947","2655.11411244324","2441.73941992571","1979.43311623273","1982.72581536867"
"M817.2126T777.152","2596.82375852109","1769.9906388672","1769.98910689291","2113.81542652385","2386.61967395106","1963.53359664831","3651.56307518988","2951.37645661356","3245.32628552698","2349.07378608192","2506.92701088258"
"M817.5506T746.872","10587.8602023316","10858.8005400038","9789.7247090076","8788.90460332702","9093.86029120161","8501.69257343399","8762.13535954645","11285.7015444919","9523.90736701596","7903.97291208229","8524.20905256697"
"M817.6942T742.146","387.317554733276","315.311314300314","168.663441822224","220.897911242297","238.818132554239","172.674540032633","7583.04734948887","7311.28802330021","4965.37474890139","4942.2053527171","5415.27294526366"
"M817.7066T760.182","1080.91545456369","697.053234829634","503.256643733741","724.280048142653","715.339076903416","676.281070845667","27340.6723926481","25320.7595169372","24024.9146417305","19017.235009603","16719.9040959382"
"M818.2781T714.166","3794.72292284488","3318.15004359759","3142.18069318236","2491.0127772206","3209.79416971358","3287.69549792261","1126.02818982169","1667.10854387625","987.362411521375","1218.0870918704","1021.88940909714"
"M818.4328T746.8715","5279.70014794324","4176.73078910906","4829.97586638182","4538.82008928578","5048.71329579815","3413.19731891743","5250.07625863637","4261.97036961722","4869.98791052211","3459.7765484531","2961.63429156134"
"M818.4638T468.503","149.389734807015","188.08549705918","177.43491322035","275.827902584181","66.9313704613887","72.7583639750568","15011.998985682","15685.9277412946","13261.1483209992","12225.5113922607","9414.93656626418"
"M818.5539T746.872","7410.05328892195","5326.64135290001","5658.80101049863","5317.97623495992","5258.52378812373","4455.43441180352","7820.12502355928","7298.86784095378","6205.5384186043","4283.53056650164","5325.6440954869"
"M818.5848T369.566","524.826043710712","599.606918411271","691.516774374177","501.118052645004","587.322257054504","501.7728866752","9264.29084504245","7409.21366458467","7385.62483858113","5845.04765172955","5314.77560462645"
"M818.71T759.757","870.718460800171","881.879485015411","982.409802347422","598.822375753429","593.692593463018","620.556480018502","6424.92623982449","5619.03186618923","4854.10204399112","4001.94812761543","4428.14986723245"
"M818.919T226.637","0","127.067517778953","0","152.272511198915","124.35622379049","0","13633.6269973537","7956.8629815449","11563.4239318848","9509.28384180094","8591.56031813258"
"M818.9661T469.334","105.490292552807","65.4072265625","0","0","77.0284097923259","0","29893.6557388224","29117.7809298576","26306.7824262876","23708.9262798162","21814.2760973729"
"M819.1692T226.638","149.499907212757","248.933635094824","0","95.2197839639016","0","117.721374912287","26859.2436366826","23110.6214350962","21784.4468806937","17515.0431563447","19095.6334653863"
"M819.4678T469.277","243.371584874934","95.455378445712","0","0","174.668267964851","153.399551464075","23233.0145745353","23998.2378041576","18196.370365584","17362.5776774057","15399.2063436604"
"M819.5302T746.872","83187.2571414098","76852.1659020507","72540.1789903413","69204.1629065894","67788.8990796124","62610.1479779652","86251.6724316651","87048.2287331252","74726.3306821196","69806.2350269998","62222.3824016815"
"M819.5889T370.171","46886.011340952","47621.0840270511","47603.4013128417","40919.5519693092","38622.4622755733","37637.5948315964","94722.2461803958","82362.6102598208","80426.4480922648","62626.3855579935","53943.8742786782"
"M819.6706T226.637","308.00645264667","263.913885042061","211.793662777509","201.370234815303","139.901895655076","82.6638377785845","17752.9244939658","7232.46098168946","16084.4213779338","15926.0851497631","13901.3235271782"
"M819.7492T626.35","1988.87286758425","1691.31666237387","1567.63481809829","1318.08553692628","1793.36303027344","1658.37087619019","683.618072280195","590.320131464861","712.268873278052","819.466242977817","905.797541096807"
"M820.469T469.334","144.912843315125","308.627991142035","299.18998094393","125.874832943892","0","0","11540.239746797","9511.39392348566","10322.4891331729","7991.52705473127","6009.7437377014"
"M820.5334T746.872","44886.704499035","41063.7803424186","39233.8154860572","38034.2787745295","35609.4144894776","33258.7280014228","45104.7694930204","47970.49185971","42154.6446749303","34710.3709309473","32913.7401998049"
"M820.5919T370.171","23176.8172444637","25027.4966955275","25663.1926149901","22493.5232640122","21769.9313041992","19087.366099429","49509.3144536801","42383.1334286581","38462.5719803331","31480.4547398437","27537.5791186279"
"M820.7401T832.2715","3209.90890254721","2930.56731730956","3466.83864661217","2711.22973080168","2439.05446881424","2385.4582850596","2345.36171749758","2529.4762174959","2183.39593064016","1801.98272072426","1539.55895830622"
"M820.9677T469.4295","260.648673291207","85.6475656628609","84.5101143380161","0","82.3162288256572","62.3832314531028","9363.51995559429","8455.00792769117","6366.19376176698","5769.51949779509","5276.65179365752"
"M821.5362T746.872","14313.4024815559","12577.6798797331","11075.0726610565","11207.8736401733","10269.5551374165","9998.50170720575","13182.5188490982","14135.6228590977","12650.9668539743","11210.2337375794","10525.3297147508"
"M821.5959T583.3475","2723.3023529175","2195.64104994619","2634.59107944431","1953.27474667301","2420.03734886406","1738.20305289333","1708.91274676176","1174.71674225039","1429.76165946598","974.920621492434","1031.81213024673"
"M822.0053T524.562","0","82.6041492793871","0","0","0","0","4369.42135213767","4108.26624480926","3004.98681415659","3254.27288559398","3167.37709110259"
"M822.6003T715.408","1598.86250626165","1045.12190349894","635.307889230973","641.834483115623","669.562251777896","634.535677309741","73567.4737427619","44153.4246876146","70631.5341248704","57434.7391313078","52671.9476650323"
"M822.7555T838.224","3729.8302678585","3648.89329450637","3266.38081975488","2679.27182999441","3496.71771914006","2473.15063510171","2718.72009888762","3023.33303007602","2681.56427871813","2196.23137141227","1630.42043397384"
