"","GD_012_matrix_RPP_RRHD_B1","GD_014_matrix_RPP_RRHD_B1","GD_015_matrix_RPP_RRHD_B1","GD_017_matrix_RPP_RRHD_B1","GD_018_matrix_RPP_RRHD_B1","GD_020_matrix_RPP_RRHD_B1","GD_010_NIST_RPP_RRHD_B1","GD_011_NIST_RPP_RRHD_B1","GD_013_NIST_RPP_RRHD_B1","GD_016_NIST_RPP_RRHD_B1","GD_019_NIST_RPP_RRHD_B1"
"group","matrix","matrix","matrix","matrix","matrix","matrix","NIST1950","NIST1950","NIST1950","NIST1950","NIST1950"
"M823.1609T742.146","146.914837884521","62.0186653314158","74.6431241041049","65.3427755865268","64.055945747594","91.4668928302825","20916.6776153011","20657.3101050924","19821.7547772649","15570.0970434667","14054.8723591327"
"M823.4813T469.334","70.8148881578949","90.4828078535778","230.876741451211","64.2680549366694","185.761527254099","0","9170.54670120749","10199.5421677535","9983.62516985895","10319.4464428352","7827.07722589109"
"M823.6665T750.562","567.568589605971","1160.93639972309","394.906316859725","438.206269919433","538.744599221895","651.708111978239","78124.926853065","77820.6499404978","68151.4704494627","56538.6037555475","65495.9803926411"
"M823.6788T826.813","4113.79142966383","3382.23790778794","3604.10035073089","3232.71619288943","2611.10910436074","2393.95987003519","3169.47535656233","3404.76623776689","2759.41866113667","2588.55792296404","1852.0494630307"
"M825.6947T832.262","10554.9770249306","9686.20685044395","10534.4989505798","8676.18174966436","7415.93757132927","7813.58789917496","7226.34920622821","7847.64823845404","6696.56463555332","6151.50461325077","5243.13470841707"
"M825.773T843.769","1958.99816924028","1607.76175479125","1794.22443456477","2052.64800460013","1535.80647686809","1273.40810138226","1268.39123957382","1274.88987070437","919.111576969891","1213.63637689415","971.672899110359"
"M826.6664T747.92","1046.32420431805","993.713339180031","1038.81400199638","844.077128230972","358.89834749671","741.718792979053","30597.3445234433","30817.9531000043","26102.6986079469","22875.263296421","18420.4646739772"
"M826.6974T832.265","5888.03044494923","6245.12098139154","5414.92542106188","4496.24908048099","5092.38070800168","4583.61750747382","4533.41521089206","4331.37337807043","4080.1960224876","3832.57078428268","3024.91616293333"
"M827.698T748.546","581.157472020079","535.159494535765","518.805813494747","860.273187198676","402.702805429357","448.66899297304","47862.0134469815","44971.1369813774","41537.3009329256","36136.0773929217","33010.7588114548"
"M828.1468T211.501","166.094985278321","78.5354161802014","257.716891112505","70.9604467749596","76.6495595889255","67.934954643104","3822.51270859458","3988.34199984325","3889.31550165667","2557.62321194579","3401.93574868509"
"M828.7021T748.546","1228.33583583356","455.462653853465","582.755022400835","620.465670925487","538.338610617444","484.088432158654","25335.7926303222","24860.2491159023","21856.8818924617","18873.8764447403","17980.452306731"
"M828.713T837.716","6450.25602930215","5578.32972613757","5246.94041432192","5218.67318478581","5382.55350219726","4173.90929812501","4040.08521245296","4561.97543578377","3647.61659151788","4121.39128954233","3472.20513479882"
"M829.7251T843.167","12761.2707414019","10605.0663312057","11639.9907952507","8191.3469475809","8757.90821521099","8944.29976037144","5435.23690644938","4849.34576372048","4093.56081468484","4350.18610773285","3506.54232539585"
"M830.1386T741.686","0","88.036577116747","0","0","189.422617456876","0","6463.87007583622","7938.60468911155","7470.47440646868","6193.59619338551","4200.55610394289"
"M830.7286T843.1665","5937.16127479042","5252.50248155208","6338.66142744726","4297.47429591296","4391.66955815163","5131.12844485477","2936.78164818765","3697.50090294665","2696.31083387419","2808.07981694788","1515.41560443034"
"M830.9652T468.8425","159.107349792481","80.6880062903677","127.588662267518","0","157.540965138447","79.0370864938457","16382.937419014","15653.9868010785","13447.3796878779","12659.8339264298","11016.4900820618"
"M831.4364T747.475","3714.74962839965","2253.96930945398","2459.18614125567","1808.55569684949","2802.25236340464","2300.30969004729","2614.00315129278","2340.9420129243","1897.94823693704","1934.81662261331","2001.92984995206"
"M831.9682T469.277","0","132.993748578211","64.2222148849195","92.9089085851186","0","142.754978787475","10598.9170688176","11775.1772706838","9361.19250085894","7377.98927436172","6706.28391624615"
"M832.2404T777.151","170108.027836878","151632.361305583","148870.028795039","136616.012036978","126033.250675937","115094.899455553","246944.018970165","197774.824011423","192034.461348045","160646.806159174","138251.651813034"
"M832.6632T753.187","987.116208837897","197.530928954501","404.404344643652","140.69453037858","512.064486366063","406.526235501319","16202.1907852008","8392.91740505223","11796.2352509867","11126.5019530547","9715.51931221923"
"M832.6972T732.43","249.292647236162","147.460331485177","250.76407264936","187.840970634125","146.79136470648","291.498627789247","7373.63954381603","7146.29041279149","5701.16724251726","5077.41800512699","4404.43390740383"
"M833.2411T777.151","131505.831833168","117778.361859113","114860.995101563","109197.702298886","103976.080175457","94396.1309122449","200201.984403459","155415.075981958","150741.397673125","125370.593012641","113103.449911205"
"M834.2396T777.151","113973.219971286","102405.157286493","96628.3429861742","93353.5700892732","86376.7145929646","79286.3142229418","170815.63669877","132347.746923978","132611.515587975","106903.387079541","93917.3231298171"
"M834.6774T768.65","713.046681279867","520.710459242043","360.70342765988","367.702615574002","297.017234237399","494.859461830929","6287.34309440393","4902.61974688168","4510.78899701579","4118.32804030829","3892.37700321044"
"M835.2199T719.0115","10485.1878022072","10291.1154717911","11109.3372870143","11987.7734774363","10846.2578572708","11471.2342172751","2273.72893492218","2397.25062300282","2643.6339521116","2187.63990121794","2923.02654681983"
"M835.2392T777.151","60246.4139840143","53932.6337610108","51072.261421821","47913.0215400805","45879.8129371887","41839.6850470337","83344.0452623906","68105.9433451214","67819.1097582571","55566.449800198","49188.0703987597"
"M835.525T746.978","25628.0925547028","21335.0395428693","21184.0473127083","19729.2365775148","17868.6956944531","18528.8827700363","25824.8489758509","28454.5125882569","25180.1398982598","20108.7178373722","19261.3660983434"
"M836.2183T719.0125","8860.63362293858","8540.70089842228","10875.3205499309","11332.1130504987","8618.81615974986","9901.2327824849","3564.79934808494","3041.66694445085","3713.73421042485","2692.06285117593","2307.24969165041"
"M836.2377T777.151","29572.9109854624","26671.9368031887","25705.0207945332","24898.5168131796","22247.9398784812","20893.5466453857","41561.9212983069","34661.9607005451","33006.3610263951","28520.6760791403","25775.5072129274"
"M836.406T26.1745","85.4048852826287","138.820676743996","0","0","0","69.308714691434","8918.74022507901","9363.47350809478","8973.06758695984","7661.83816812852","6500.1564610672"
"M836.5284T746.872","13072.9039287475","11527.338843861","10127.8167946875","10553.4449389744","10691.0869275897","9727.30317926511","14174.9521020079","15147.4483676626","11254.3168440628","12915.1384103554","10579.7142773345"
"M837.1972T777.151","64492.6177704854","59419.6790088892","54021.806568986","51284.9295243917","47520.0424883148","42938.8572375592","89519.9131087425","70016.0748858847","69366.6174125065","56430.1168085613","49181.0800161907"
"M837.2179T719.0125","5086.30087861937","4521.31768740508","4508.41263302376","5812.42512188746","5139.21560987392","5319.6188979647","2191.90605038724","2056.12818976878","2256.48276019283","2803.53413657869","2338.85895136868"
"M837.6184T369.567","3738.44791165354","4216.14486030576","4194.61063851167","3957.26565052988","3585.96798112912","3664.2159750509","8661.68366532901","7676.57604601037","7892.62250518804","5304.34870749578","4838.7830414666"
"M837.6951T830.447","2216.9232859274","2763.30642889125","2165.90204918858","2197.88837153765","2279.40924768619","2170.61814067382","1246.64969559889","1651.5678220973","1564.1200395741","1327.58199582187","1328.77510406543"
"M838.197T777.151","51332.7909670234","45798.9992011928","44991.9154625925","41292.722490692","38014.3174410504","33671.7463329219","72923.8676359165","57066.5647292492","55440.1112004397","45659.4163092589","39646.3735801161"
"M838.2168T719.0105","2248.93146184287","1663.92761890183","2647.6020540931","2631.62732538396","2120.54196749225","2669.25689738589","1632.60853395394","1829.96670849091","1610.95948287483","1493.01877652605","1354.43012833685"
"M838.403T26.174","73.4436595982143","0","0","0","0","73.4206025825125","19642.6929396681","18884.2169617724","18201.146789093","14992.4338233582","13219.9658478863"
"M838.621T369.564","1397.01286734445","1574.35264428193","1322.21054236048","540.173995519005","1000.52391957026","974.041187016227","2900.64641422019","2515.49112846853","1929.3734015751","1638.41956298828","1766.00051778317"
"M838.6852T759.853","2542.85859173529","1949.2782480678","1572.93922918682","1688.06285916897","1398.41828654148","1600.1658464002","55965.8949707199","50816.1537252369","49553.6764233224","40837.7387431913","36271.0726694701"
"M839.1947T777.151","42432.6212226743","38521.9577397412","39146.5800038912","35029.8323907913","33095.1098383791","29992.0731927108","62200.221651829","47596.3513559001","47005.9516009379","38998.3322326112","34143.2554108696"
"M839.6885T759.757","826.26263235421","1002.22748439823","684.256494953072","811.889369228598","1137.10848596813","631.532600143491","15938.4104098277","18343.4160030786","15331.3076122037","12498.8051001272","12054.294499054"
"M839.7099T835.898","7215.51295424657","6108.78387854515","6998.04183496704","5651.64380862235","6105.07884368418","5406.30579664706","2766.38772600385","2866.77719036257","2217.99447118028","2510.44637079645","1789.79656105424"
"M840.1945T777.1515","23482.4273418828","20392.4325220641","18592.1900407149","18035.0139188217","16776.4688765509","15180.7999356873","34505.0877405104","26814.7462469191","24858.119751379","19896.4588728909","18868.3492599975"
"M840.4T26.1745","80.6338476998465","0","76.4941151701357","0","0","0","25328.4800887561","23849.4739549707","22766.3053119394","19771.8516119492","17331.2524803101"
"M840.5658T369.569","421.943519239428","443.687996427499","323.815816123621","507.200262438913","301.880261962826","361.030154870474","4751.71715119427","4755.95154045952","3932.28933952334","3475.88349701943","2510.02402903092"
"M840.5948T26.4065","0","99.8467446114148","0","70.6691283918838","0","140.016777416366","6928.00161126099","6253.93370239563","5905.63272750261","5161.91659427712","4615.09656305511"
"M840.6909T760.194","1011.20542700019","1192.75596710984","410.406648064301","840.922147335449","560.940995676389","673.3177433769","3080.18507761233","3936.25705430771","3590.32986445372","2265.57348726805","2679.80299029189"
"M841.1736T719.6185","5263.44991537419","5295.41158080175","5506.74865576741","5763.84609871985","4921.14134473038","5374.42358331528","4387.835232219","3698.77784373787","2842.0237587062","2519.07247270894","2740.76535970461"
"M841.1929T777.151","10825.5380523452","10135.8490135452","10529.2206451782","9983.09331654792","8505.21710440641","8462.55363305807","16545.8640772604","13125.1093188192","12081.6070751095","10398.621714738","8529.81566217904"
"M841.5572T26.175","62.8277206377302","0","214.181679047447","0","0","0","7251.48744494847","7844.82142148862","6894.51223897705","5388.07078246519","4942.92805070144"
"M841.5701T370.17","25093.2522105908","25348.6531845474","25233.9821736089","22492.206322546","21526.225165376","20471.3126194596","49572.1045432069","44096.9356853193","42858.8616240098","36746.5309106632","30568.645584676"
"M841.7253T841.3465","7092.2256682552","7839.35454935072","6272.34086991763","5750.00547381587","6621.40284696673","4775.42585608265","2068.07171962392","1830.30438284911","2788.02869443969","1830.18509131949","2067.93202464953"
"M842.1924T777.153","3926.15910502882","4178.15050640577","3787.81876373293","3871.58963379775","3015.97749278462","2772.4470151026","6839.0114350304","5106.11064789907","5451.53296895477","3983.87062809792","3458.97630457732"
"M842.397T26.174","0","78.1436634857052","0","71.898211155209","113.810485142739","0","21423.1238572455","21755.3058383274","20267.0501935673","17244.7765224732","14726.1844067993"
"M842.5734T370.167","13565.0015576006","13473.4939118411","13447.8427666792","13052.1421771657","11586.935122172","10451.8417461819","24897.1538957795","23456.4420246526","20552.8547812821","18739.7223735994","15364.1708334239"
"M842.5932T26.174","399.547236649555","297.302764301329","357.374591385559","232.611538048174","0","0","21654.573977578","21442.6157640201","20884.2050020203","17101.0134414482","14822.8712891176"
"M843.5516T370.17","12624.1794912354","12688.4115151756","11961.4021665483","10721.9374666957","10821.0046705461","9321.50176401365","12506.7291842037","11481.9380597874","10138.0009162122","8824.32310455774","8218.41690369413"
"M844.3939T26.171","0","0","0","84.3103103101769","0","0","14442.3187375285","13502.5599529549","12312.5783137321","11223.7133411408","9768.73445878809"
"M844.5518T370.165","6140.31750061038","6086.30564300541","6045.20132464708","6324.74774152863","5268.4832804077","5578.33413417561","6334.18101121108","5349.61373579236","4864.31845479331","4313.81891280108","3672.69066845584"
"M844.5903T26.175","66.7443232888615","65.1308824219013","250.233616294204","0","161.707991167718","130.470213563618","36608.1820852539","34085.0419387117","31875.2385862507","28783.8607576976","25564.9773650757"
