"","mz","rt","neg-Exp1-Blatt_K-1_1-B,1_01_8102","neg-Exp1-Blatt_K-2_1-B,2_01_8104","neg-Exp1-Blatt_K-3_1-B,3_01_8107","neg-Exp1-Blatt_K-4_1-B,4_01_8109","neg-Exp1-Blatt_K-5_1-B,5_01_8111","neg-Exp2-Blatt_K-1_1-D,1_01_8113","neg-Exp2-Blatt_K-2_1-D,2_01_8115","neg-Exp2-Blatt_K-3_1-D,3_01_8117","neg-Exp1-Blatt_P-1_1-C,1_01_8103","neg-Exp1-Blatt_P-2_1-C,2_01_8105","neg-Exp1-Blatt_P-3_1-C,3_01_8108","neg-Exp1-Blatt_P-4_1-C,4_01_8110","neg-Exp1-Blatt_P-5_1-C,5_01_8112","neg-Exp2-Blatt_P-1_1-E,1_01_8114","neg-Exp2-Blatt_P-2_1-E,2_01_8116","neg-Exp2-Blatt_P-3_1-E,3_01_8118","neg-Exp2-Blatt_P-4_1-E,4_01_8121","neg-Exp2-Blatt_P-5_1-E,5_01_8122"
"group","mz","rt","control_Exp1","control_Exp1","control_Exp1","control_Exp1","control_Exp1","+P.indica_Exp1","+P.indica_Exp1","+P.indica_Exp1","+P.indica_Exp1","+P.indica_Exp1","control_Exp2","control_Exp2","control_Exp2","+P.indica_Exp2","+P.indica_Exp2","+P.indica_Exp2","+P.indica_Exp2","+P.indica_Exp2"
"M739.0816T287","739.0816","286.95187","4282.2233","5015.697","5186.885","5774.0616","5979.8316","5974.09","5414.3813","5321.529","4144.2915","4144.1717","3342.8884","3682.7299","4845.428","5173.8102","5003.2732","4482.9767","5509.0025","4460.7744"
"M739.2095T232.1","739.2095","232.12514","148507.1165","98331.1711","81905.82","94687.32","70117.3824","105190.3","95186.5002","72513.57","231138.6864","207244.7388","152129.2939","84131.1297","108671.5592","109489.8936","167940.6624","211018.4565","98250.0421","131793.1463"
"M739.2101T274.6","739.2101","274.56317","6882.598","5780.5749","4819.186","6404.5741","5013.301","5387.405","6483.2684","4127.539","8910.115","9417.9844","8519.591","5230.7732","7627.2037","5693.9768","7275.7767","6611.5255","5512.7862","6660.5608"
"M740.2129T232.1","740.2129","232.12514","54631.9242","36021.3536","30341.73","34947.2953","25498.3824","39063.26","35659.4422","26786.95","86461.2888","75643.8032","55545.692","30732.4274","39910.6817","40141.98","61506.8031","77861.5774","35901.7601","48284.8345"
"M740.6353T26.1","740.6353","26.11753","1092.7793","2786.1001","2032.694","2517.0855","1418.2694","1441.588","2220.6433","2641.126","1212.2388","535.4701","1155.2371","2237.7789","1702.2569","2400.533","1292.0752","1104.0993","1655.2317","1237.2437"
"M740.8761T27","740.8761","26.99307","1040.381","2508.6469","2540.611","2700.803","2421.6976","2277.482","2082.7137","1763.66","2325.5384","1573.1516","1855.7463","2158.4039","2388.1855","2221.0275","1611.1385","2090.975","1832.9202","1605.8674"
"M741.2148T232.1","741.2148","232.12514","15664.9688","10122.4519","8624.523","10102.7186","7394.5776","10947.83","9815.9579","7855.268","24204.5066","21857.2284","16184.9808","9274.8659","11844.6284","11915.3616","17275.2921","21558.2885","10352.8657","13727.6975"
"M741.6346T25.5","741.6346","25.54471","743.0352","1042.9465","984.5679","1163.6904","815.4157","659.1883","729.7975","927.1377","1207.0483","347.683","876.8946","1407.0391","1157.3659","1103.739","687.3435","1073.203","1130.7769","986.4566"
"M742.2168T232.1","742.2168","232.12629","3408.606","2117.3915","1435.287","2191.8764","1574.592","2584.932","2273.8443","1802.181","4875.8457","4624.2382","3548.5607","1801.6303","2320.1451","2385.2726","4056.1444","4613.9123","2123.9705","3068.0978"
"M742.6324T25.7","742.6324","25.72454","617.9662","1465.9666","525.7131","1439.3262","1394.8856","1159.446","1587.5684","1322.26","614.1395","324.356","836.9732","905.509","890.7761","1151.5755","1194.7598","915.129","959.7554","978.1528"
"M743.1233T37.2","743.1233","37.18917","1189.5655","1194.3104","1468.676","1657.6373","1145.0428","1259.968","911.7396","749.0442","2271.1336","1085.8793","3227.8497","3569.6865","3650.1684","2399.8516","2985.9483","2208.7883","2627.5254","2447.5565"
"M743.6303T25.6","743.6303","25.5975","698.8886","877.1096","476.8174","855.4787","549.1575","507.9227","669.6226","756.9453","985.8047","874.5831","904.6193","1347.973","1051.7981","1017.5982","806.6881","670.4934","893.2038","851.3744"
"M744.126T37.1","744.126","37.11915","575.1818","556.4029","558.9919","624.1783","537.2665","495.2456","390.2324","473.9071","726.7751","335.1752","1167.5201","1096.7312","1238.7544","566.7375","978.6129","709.599","983.0637","867.8435"
"M745.0963T287.6","745.0963","287.61082","4833.0341","3828.006","6413.982","6559.498","7005.2171","6607.352","4820.2607","6174.935","3214.9068","4475.9116","4643.2876","4252.0464","5134.9805","5724.4608","5707.5917","4332.3229","5836.5135","5321.8151"
"M745.1197T37.1","745.1197","37.13029","296.6667","514.731","591.1869","542.7752","429.5131","362.1796","274.136","351.4753","608.7921","399.2504","731.5674","895.5891","1126.8076","565.1787","815.8274","618.8933","709.691","538.9802"
"M748.0566T339.6","748.0566","339.59668","2122.443","2175.8042","2075.948","2159.2782","1948.1902","2068.094","2251.2414","1456.641","1855.3814","1888.7415","1693.3283","1929.2376","1558.4642","2250.2853","2540.4184","2075.7929","2115.7636","1656.3709"
"M749.0118T250.2","749.0118","250.19175","980.8208","1254.3105","1138.398","883.1208","1034.0801","629.2336","902.3969","1035.029","1387.1249","1128.7247","1553.6864","1399.5248","919.8075","1372.2153","933.6133","1010.6456","644.7728","1077.421"
"M749.1292T323.6","749.1292","323.55363","2841.4426","1404.1579","1454.692","1697.5939","1190.9285","1476.501","1581.6927","1284.642","6661.306","6553.3902","5096.547","4589.2948","3974.7007","3510.6831","4663.5979","4806.5146","3272.0034","3542.2657"
"M749.1811T234.8","749.1811","234.79649","2616.1898","2739.7025","1630.787","1924.8689","1911.9929","530.3333","1182.8145","594.605","2263.6431","2419.6008","1690.5915","1445.7958","1729.3458","650.3133","536.8926","847.757","430.1989","630.0674"
"M750.0072T295.3","750.0072","295.28033","883.51","880.0688","360.5567","719.9697","569.4472","524.1048","767.9668","788.2994","836.9709","733.2081","653.4571","628.6475","614.8423","811.4771","780.7661","634.0394","907.3855","513.6054"
"M750.1321T323.5","750.1321","323.53098","402.0503","516.1474","578.9808","571.4966","345.8543","524.618","582.1799","460.2497","2136.9109","1954.6435","1702.0075","1196.6698","1255.0991","945.6034","1080.2654","1401.7328","721.1188","1210.9385"
"M750.1891T234.8","750.1891","234.80184","634.0107","849.8329","354.9105","749.0089","409.5906","322.7312","316.455","452.6409","738.101","824.425","606.5886","680.6327","408.4871","331.0946","286.7584","267.0825","296.4993","210.7185"
"M755.2036T257.5","755.2036","257.4516","6396.0865","3473.7719","3286.418","4025.1839","3223.0014","3712.06","3958.6393","3635.347","6464.0164","6306.1515","5045.1972","3144.969","3611.597","3777.5154","4706.839","5049.1608","3279.4261","3749.8327"
"M755.2036T220.8","755.2036","220.78313","5263.754","3273.4397","2856.527","3664.0271","2864.4526","3094.081","3721.369","2992.38","7769.7655","7060.9602","7162.0325","2978.822","3902.9136","3378.2983","5155.4726","6186.3333","3062.7492","5201.3734"
"M755.3702T427.3","755.3702","427.26797","1609.5399","2121.7423","1692.655","2497.1347","1048.7205","565.7798","308.0924","452.2659","983.8634","916.2559","439.9689","939.8719","617.5097","168.7659","360.2118","611.3594","280.4389","206.7882"
"M756.1872T284.1","756.1872","284.11952","1610.0109","854.6673","454.9281","718.359","639.7094","719.2646","678.6106","636.6276","826.1652","1152.576","706.6441","629.5851","877.423","847.1395","941.5725","583.0848","746.3547","733.0055"
"M756.2076T220.8","756.2076","220.8194","1976.5849","1343.9474","1255.359","1162.0732","1019.5095","923.4761","1225.35","1068.272","2717.9344","2525.5114","2849.4288","1001.1828","1533.1788","1375.6518","1722.0062","2240.1093","1354.4739","1676.7199"
"M756.2065T257.4","756.2065","257.37884","1844.3515","1419.8792","1253.708","1178.5183","1390.1186","1025.394","1423.4066","1251.265","2676.8038","2012.7587","1913.9315","721.8338","1156.1289","1299.9944","1667.2174","1894.947","1244.5084","1448.2583"
"M759.2681T283.7","759.2681","283.74257","706.1677","1302.8854","732.0325","1029.181","722.4043","500.0727","374.0748","589.6667","544.1088","896.2652","495.5513","498.8262","610.0081","370.7408","420.7508","581.2446","613.1226","263.7827"
"M761.0627T288.3","761.0627","288.26555","929.7131","1192.5563","1532.916","1689.7432","1862.8911","1679.254","1550.5426","1487.825","1009.7164","890.7557","1148.6489","1170.7429","1211.8774","1493.727","1218.3605","1168.6821","1318.3901","1234.1709"
"M764.0234T339.8","764.0234","339.76217","2128.2694","2279.8487","2252.751","2385.3153","1905.4412","1660.607","2329.7235","1904.19","2186.3905","1934.6769","2011.2179","2022.5311","1773.3967","2662.6462","2372.5394","2636.7639","2608.08","1866.4976"
"M764.0501T190.5","764.0501","190.4612","1183.9757","599.7866","905.9117","855.094","689.6236","774.258","1031.046","518.1813","1554.8773","1264.3527","1530.6394","1385.9438","1400.1566","1872.6889","1592.5324","1231.5796","1129.9197","1552.3527"
"M764.9788T212.2","764.9788","212.16077","1134.5361","760.9709","1462.026","1514.4417","1062.2143","1073.433","1280.832","1131.217","1695.2903","1585.459","1774.1734","1662.4321","1529.6275","1345.0509","1025.3942","1585.8781","1455.1254","1573.478"
"M764.9796T250.5","764.9796","250.46876","1329.0463","1331.8331","1174.037","1163.7211","851.3971","756.2846","1151.8256","1141.733","1427.2244","1166.4555","1750.5415","1616.2087","1482.741","1297.3706","1291.4948","715.7217","1219.1524","1353.575"
"M767.1769T376.5","767.1769","376.54443","290.3696","489.794","473.5984","440.887","384.0998","322.6667","429.1716","492.06","728.631","462.4805","391.4703","521.1613","621.5109","576.9204","480.5941","405.6667","735.9613","374.4338"
"M768.6524T26.1","768.6524","26.14894","2285.9621","3044.8203","2256.326","2929.7893","2310.8411","1978.499","2698.6074","2700.792","1882.2635","1401.2242","1294.8917","2872.3193","1913.7619","2556.8999","1288.0481","1821.4522","1621.724","1568.0334"
"M770.6534T26.1","770.6534","26.06256","979.8193","1871.5917","1138.569","1596.4371","1332.8367","989.9881","1737.4308","1338.227","1169.7602","583.3333","1100.2964","1517.7051","999.4995","1622.0488","1251.7113","1218.135","830.865","1050.7873"
"M771.2342T220.3","771.2342","220.3132","8490.9846","8192.0653","6749.563","3975.1743","6630.2271","4664.277","6224.3245","5447.455","5440.1264","5711.8088","5923.2656","3010.1476","2778.055","2534.6063","2250.1206","1708.2644","2454.2569","2706.3701"
"M771.3053T225.8","771.3053","225.80787","3392.6987","3051.6557","1942.886","2487.1463","2699.4513","3131.985","3680.4716","2541.705","4555.5657","5188.8153","4340.2693","3970.6539","5073.9827","3159.1488","3443.1334","2453.7504","4923.6095","3686.953"
"M772.2065T346.9","772.2065","346.86734","1583.5612","1180.1857","507.6318","425.1314","630.0193","612.7367","676.8744","761.2663","1639.3877","1135.2156","1292.4553","1139.0384","881.2875","819.4224","878.8298","643.9885","737.9912","907.2202"
"M772.2387T220.4","772.2387","220.37318","3096.2649","3132.6886","2551.687","1368.9404","2404.9252","1780.49","2305.3248","1916.968","2087.7938","2125.7274","2133.696","1158.6016","1232.969","911.343","971.0938","662.6004","771.4185","1270.8255"
"M772.3108T225.8","772.3108","225.77813","1025.4615","988.32","1176.274","1054.7985","927.1136","1209.532","1269.7475","873.9395","1726.2706","2170.5482","1873.3716","1446.6226","1863.5651","1378.7688","1437.1488","1300.3203","1682.6784","947.8354"
"M773.1972T376.8","773.1972","376.81945","623.7034","757.6364","543.6928","713.1452","644.0271","634.4378","485.576","662.331","654.177","402.3333","750.0865","625.7711","773.0966","423.9209","702.2457","683.7775","803.8877","745.596"
"M773.3201T226.7","773.3201","226.67079","2456.5262","1878.8968","2283.452","1706.0303","1424.2585","1726.023","2210.3207","1485.839","2562.3894","3120.2667","2288.8868","1137.1668","1769.0779","1977.655","1864.0113","1996.3179","2913.0502","2301.8053"
"M774.1238T37.1","774.1238","37.12379","218.3606","227.0284","109.0553","123.6821","241.5427","201.508","193.6909","197.1","951.1654","1051.6337","629.8466","753.1845","704.8076","469.5398","372.9963","347.507","516.1474","649.5541"
"M775.1855T232.2","775.1855","232.20374","1115.8193","821.3612","381.7659","494.0061","567.4143","817.2451","855.198","596.8048","1940.8885","1714.7694","1197.2839","769.6026","752.9462","732.5315","1161.5308","1434.8114","853","753.8174"
"M778.1665T284.4","778.1665","284.44174","7439.2875","5956.9944","4837.703","6218.4876","4696.9103","5584.447","7613.5938","2327.566","4033.0346","3390.1861","3441.0113","4229.5124","4301.1495","5788.3585","5263.4053","4270.9515","5131.7955","3442.2954"
"M779.1694T284.4","779.1694","284.4123","2299.8047","2257.3114","1736.731","2286.9342","1860.3427","1691.338","2289.9283","1642.084","1119.2543","1054.7388","956.1732","1626.0893","1570.8321","1935.9855","1820.9833","1462.0014","1809.6332","1216.4753"
"M780.0177T190.6","780.0177","190.64977","977.5288","1061.879","1145.661","947.5353","965.4063","1171.347","963.5564","868.873","1488.6547","1946.306","1725.4551","1600.91","1152.2771","1814.4988","1651.6205","1499.3762","1406.2162","1559.0209"
"M780.1659T284.4","780.1659","284.4123","1208.608","1178.127","759.9895","1117.9758","875.5342","912.3492","1389.9685","476.3029","825.8103","596.5321","686.2888","700.5228","675.7394","1087.3805","913.5708","420.776","1005.0183","751.3505"
"M781.0793T37.1","781.0793","37.13209","564.7373","806.7675","1196.712","912.3341","825.7522","677.9433","646.99","423.8458","1139.5934","646.972","1630.5635","1772.7709","1473.4449","1005.9131","1116.0571","1025.6263","1123.2314","1128.9232"
"M784.1492T187.5","784.1492","187.4668","6142.695","5175.2366","4998.403","4780.8328","4085.5029","4624.271","4655.7158","3943.183","6642.5057","5958.3015","5333.0664","5596.5486","5212.9176","4777.6716","6287.6491","5270.6931","5181.9671","4931.5782"
"M785.1525T187.4","785.1525","187.4439","2109.3875","1119.8906","1530.865","1571.2708","1555.8134","1453.65","1219.4222","1405.416","2122.2949","2109.3875","2142.8702","2088.7914","1384.9436","1784.6862","1971.0608","2107.7375","1861.3737","1763.8815"
"M785.2142T248.5","785.2142","248.50156","1244.7066","1049.0617","1113.853","983.1311","836.9057","986.8265","750.6881","929.882","1325.4637","1548.9288","1230.0724","801.5502","941.7838","998.1195","1146.4189","1103.3153","976.862","859.5911"
"M789.2596T370.1","789.2596","370.14778","2478.7568","1475.7549","1049.559","1253.3341","769.5844","1221.236","1734.3733","2015.126","4550.7209","3340.1357","11372.6182","3039.4876","3270.301","1781.4976","2939.9062","1949.1664","1041.6804","2067.8268"
"M789.3544T594.7","789.3544","594.67576","1666.3746","465.8205","1113.223","827.6229","982.4013","1027.914","900.9369","1801.162","3992.944","0","3210.1545","2097.6061","2688.8159","1755.819","2931.7985","2237.3173","2512.3463","1739.9532"
"M791.3139T344.9","791.3139","344.85018","1377.8389","1524.6706","1402.283","2057.028","884.9763","712.2848","1968.1139","1739.044","1408.5504","3692.2303","3801.2502","2938.3817","2769.1321","886.3621","3690.1086","3314.0745","5192.0634","3473.3888"
"M792.3142T344.8","792.3142","344.76468","584.8275","725.7178","707.7835","982.555","500.8214","551.5037","571.1631","874.1409","681.8216","1401.9739","1360.7687","1380.78","1522.6908","427.4554","1878.3736","1601.0135","2116.654","1503.7695"
"M793.2176T220.3","793.2176","220.32287","5197.9395","4732.6851","4811.653","3139.3924","4807.0152","3354.251","4634.9194","4265.409","3761.8897","3606.3634","4072.943","2857.4829","2373.5926","2497.4317","2327.8861","1663.5003","2215.6329","2640.1257"
"M793.4028T725","793.4028","725.04916","1282.4931","668.5344","746.2632","558.3551","356.6184","454.4343","434.0347","868.0694","2991.1877","0","2293.8418","1767.6399","1684.6667","1123.7405","3009.5426","3466.7609","1549.5211","1786.19"
"M794.2203T220.3","794.2203","220.32687","1986.1168","2145.9463","1995.544","1210.605","1621.9355","1282.166","1856.325","1677.501","1389.7776","1304.123","1622.0467","1070.9976","979.8965","951.809","875.9469","770.2563","819.1374","997.6824"
"M795.2323T241.5","795.2323","241.49516","1255.3692","808.8587","790.4914","794.431","789.4182","565.7291","720.3032","663.1326","1860.884","1236.0875","1644.6118","1211.1764","1075.5375","1014.5058","798.5614","1164.5662","936.2127","626.5403"
"M797.1133T265.6","797.1133","265.64187","1484.2581","1063.9106","1066.115","1525.4642","808.6376","1529.234","1613.8899","937.4253","2674.67","2954.3499","2267.5733","1364.6493","1620.1804","1454.116","2095.7471","2736.2864","1189.005","1634.3855"
"M797.3248T276.3","797.3248","276.26896","11044.4019","10018.3366","8771.626","9569.3016","8171.8394","8037.053","9860.3069","8725.605","11144.0907","13228.8986","11285.3162","12223.1418","11616.1088","8806.6421","10857.4733","9754.5415","13064.1792","10485.3999"
"M798.1135T265.4","798.1135","265.44949","557.8618","405.935","481.574","492.9675","349.508","566.88","406.2842","377.5171","808.232","730.7792","709.7506","330.0502","419.8513","491.014","947.6026","860.1825","347.5125","731.2193"
"M798.3275T276.4","798.3275","276.39859","5089.2105","4514.9902","3909.72","3961.181","3748.7932","3253.903","4353.4073","3969.998","4194.5326","6221.0587","5163.2969","5664.8248","4868.808","3905.6185","4925.0395","4923.291","5827.1291","4546.5585"
"M799.3293T276.2","799.3293","276.19435","1394.5449","1531.8964","1019.867","1199.8235","1180.6989","1131.278","1060.0199","1294.677","1390.7782","1833.2447","1567.2611","1629.6749","1346.0511","1185.7796","1318.4793","1360.0444","1601.3209","1335.8469"
"M801.2011T234.8","801.2011","234.81697","3043.971","2541.0312","2039.556","2440.8856","2122.3648","1009.535","1264.1721","705.6216","2320.8538","2434.6543","1696.7141","1479.8161","2172.3906","949.2847","559.2185","868.9352","688.7887","905.1461"
"M805.474T886.5","805.474","886.47795","11230.8596","5014.3416","1336.24","2235.6386","269.0769","2343.135","1721.1583","6617.657","23013.3567","0","13227.9784","6014.3123","4255.68","3858.0672","15681.469","15698.9901","6600.6096","4360.9123"
"M806.1312T187.5","806.1312","187.51783","1525.6233","1535.5373","1102.598","1032.0551","1098.0129","1209.981","1475.404","1174.221","1465.9781","1502.7626","1130.4972","1448.3747","1354.0838","1289.8373","1418.3147","1348.409","1226.8345","1420.4171"
"M806.4781T886.7","806.4781","886.67506","5108.4836","2227.4465","718.3331","491.9559","245.07","1187.333","901","3185.423","11030.2056","0","6828.0985","2937.5057","2188.3333","2030.7382","7737.9335","7085.7207","3308.1575","1901.7312"
"M807.1951T232.1","807.1951","232.09962","23877.7746","16115.8702","14801.99","16176.977","12761.868","19748.4","17722.1277","13699.93","33832.3259","31782.6453","25980.3219","14481.5658","18145.3096","20939.187","29667.8254","36303.9577","18086.9221","23143.2312"
