"","mz","rt","pos_Exp1-K1_2-C,1_01_7443.d","pos_Exp1-K2_2-C,3_01_7445.d","pos_Exp1-K3_2-C,5_01_7447.d","pos_Exp1-K4_2-C,7_01_7449.d","pos_Exp1-K5_2-D,1_01_7451.d","pos_Exp2-K1_2-E,1_01_7454.d","pos_Exp2-K2_2-E,3_01_7456.d","pos_Exp2-K2_2-E,3_01_7460.d","pos_Exp2-K3_2-E,5_01_7458.d","pos_Exp2-K3_2-E,5_01_7462.d","pos_Exp1-P1_2-C,2_01_7444.d","pos_Exp1-P2_2-C,4_01_7446.d","pos_Exp1-P3_2-C,6_01_7448.d","pos_Exp1-P4_2-C,8_01_7450.d","pos_Exp1-P5_2-D,2_01_7452.d","pos_Exp2-P1_2-E,2_01_7455.d","pos_Exp2-P2_2-E,4_01_7457.d","pos_Exp2-P3_2-E,6_01_7459.d","pos_Exp2-P4_2-E,7_01_7461.d","pos_Exp2-P5_2-E,8_01_7463.d"
"group","mz","rt","control_Exp1","control_Exp1","control_Exp1","control_Exp1","control_Exp1","+P.indica_Exp1","+P.indica_Exp1","+P.indica_Exp1","+P.indica_Exp1","+P.indica_Exp1","control_Exp2","control_Exp2","control_Exp2","control_Exp2","control_Exp2","+P.indica_Exp2","+P.indica_Exp2","+P.indica_Exp2","+P.indica_Exp2","+P.indica_Exp2"
"M223.0074T167.7","223.0074","167.700589","5402.986","5764.91","3319.221","4610.018","3440.261","5855.944","6138.072","6060.689","5784.624","6311.188","1275.431","773.1965","697.7052","494.0832","709.8675","2646.032","1972.577","2013.248","1130.073","568.8519"
"M223.1168T60.4","223.1168","60.434464","11823.93","11657.67","12623.8","11137.1","3447.256","13009.44","16955.94","16917.74","9392.508","9097.532","50716.9","32871.53","38092.67","27872.12","41563.14","11114.99","14800.09","10986.12","11779.38","7145.184"
"M223.5662T483.7","223.5662","483.697107","3831.709","1436.06","3471.754","2477.585","733.3675","2579.641","2654.834","2356.06","1239.108","1489.985","2776.987","1534.341","2829.946","4097.609","3615.321","2558.672","4193.046","2542.032","3730.874","3849.744"
"M223.8757T25","223.8757","25.022311","5490.507","6795.15","5885.166","6743.361","4665.816","5636.865","6096.892","6266.156","6312.379","6031.066","2826.034","1968.98","2024.625","2281.788","1628.635","3508.928","3245.115","3232.223","2514.266","1397.309"
"M223.993T21.6","223.993","21.57334","1662.075","1373.267","1120.894","1074.148","337.9108","1202.793","2687.736","2270.987","1297.014","978.8704","1393.34","562.8844","670.0094","643.4648","1049.839","977.2863","665.3773","1885.105","709.1176","970.9797"
"M224.026T167.8","224.026","167.772637","47051.69","46743.36","42439.68","44698.73","30164.92","52350.98","55380.59","55588.88","48341.31","50218.5","5280.888","4249.394","5362.398","5265.306","4497.171","24222.37","21550.38","16126.7","18184.38","9116.464"
"M224.0637T195.2","224.0637","195.226623","3107.934","2211.991","1807.472","3480.345","1827.949","1336.602","2058.878","2567.923","1427.38","1217.338","3937.825","5282.055","4150.641","4677.739","4745.35","7528.38","6725.407","4856.062","5071.721","4573.068"
"M224.0855T209.6","224.0855","209.618405","12117.79","9602.994","7160.39","9255.821","4286.059","7420.598","7743.523","8059.811","6233.618","4942.357","4687.273","5989.097","4699.127","3848.15","5239.188","2126.047","4362.834","4742.458","3418.78","2011.91"
"M224.1072T324.8","224.1072","324.772926","125567.4","104527.8","142168.5","112659.7","62384.32","112268.6","155206.9","154439.5","97519.14","97993.24","213050.6","213612.5","194261.1","245654.5","214231.9","221996.5","249724.5","261237.6","331528","355103.5"
"M224.1077T190.1","224.1077","190.095671","17852.87","14057.93","13525.98","12103.57","7006.222","14445.75","11972.47","11998.47","14372.16","14458.09","39804.45","37654.63","36709.68","31309.01","25889","28467.42","30132.67","28724.97","31913.88","30834.8"
"M224.1077T619.1","224.1077","619.080786","29787.58","26641.08","32780.94","28199.5","18273.48","33436.23","30744.71","32935.41","18740.35","19172.6","26382.79","25302.23","27488.99","32515.82","27899.95","32808.78","39192.37","30628.15","31149.79","33810.83"
"M224.1076T397.3","224.1076","397.31413","14294.08","15453.23","20097.47","18182.99","7630.852","15904.91","22144.33","22666.05","12997.06","14162.2","5640.175","4278.852","4611.612","5398.354","4796.82","7908.337","7524.463","7102.04","7960.303","7119.765"
"M224.5283T167.8","224.5283","167.824569","8033.198","7323.199","6823.696","7784.018","5162.005","9115.258","9344.803","10132.7","8847.483","8957.636","446.2838","443.3544","1263.627","981.6589","429.3886","3969.804","4131.946","2354.587","3055.462","1498.014"
"M225.0753T272.3","225.0753","272.319633","7799.12","4654.34","6884.19","6776.142","2281.824","5066.809","4348.344","4905.266","3038.973","3330.347","16742.73","12253.8","18482.02","16040.26","17696.12","7981.224","11593.79","5449.473","11433.13","11175.02"
"M225.0754T220.9","225.0754","220.949669","34623.9","30811.48","38362","31681.65","13777.6","22535.99","25412.37","25393.3","13928.26","14437.13","87555.52","75654.68","86513.45","67663.92","75069.42","29155.7","39755.16","35154.78","51954.99","51748.86"
"M225.0532T210.9","225.0532","210.898658","8110.653","7002.598","6924.535","6713.594","4048.714","6728.378","7426.271","6483.516","5109.281","5783.118","7933.482","5727.12","6902.874","6032.323","5738.315","7528.714","6286.574","6679.673","6816.81","5232.974"
"M225.0722T298.9","225.0722","298.93894","3272.794","2375.566","3126.123","2132.038","1147.663","1983.586","2122.765","1637.285","2264.66","1545.467","4854.75","2591.226","4336.115","4141.471","3517.476","2354.549","3464.669","1665.179","3082.295","2626.958"
"M225.11T324.8","225.11","324.772926","14421.82","12156.45","16665.32","12930.37","6390.718","13609.6","18251.02","18256.65","11737.89","11428.42","25469.09","25063.69","22889.15","29035.34","24758.5","26883.19","29849.11","32445.31","39386.47","43686"
"M225.1093T189.6","225.1093","189.630401","1096.855","1839.954","656.1912","1608.115","1103.899","1426.807","1592.269","1618.798","1266.705","1629.115","4173.503","3489.644","2871.984","1682.585","2808.572","3800.371","2934.151","3397.179","3557.839","2470.542"
"M225.5292T197.9","225.5292","197.892159","696.337","615.3998","976.6538","1307.241","311.3349","558.5589","483.0528","440.286","454.0296","405.0511","1840.647","2695.093","3446.374","1904.54","2130.703","939.4176","1316.79","1989.822","1750.032","1765.618"
"M225.874T24.9","225.874","24.932103","1373.895","1705.977","1004.608","1288.363","1016.861","859.02","1498.369","1292.54","1119.452","911.2685","451.3963","417.9151","368.9948","521.3315","357.6192","810.5155","737.8151","707.8317","346.5481","305.9112"
"M226.0114T42.9","226.0114","42.926914","2032.174","974.7348","2187.75","2039.796","883.2565","1027.751","772.1047","1007.974","1520.346","1267.4","4145.411","2111.314","1475.082","2811.027","2312.063","2135.301","2155.158","1393.406","1786.52","1384.63"
"M226.0318T163.8","226.0318","163.83503","3051.295","2263.179","640.7175","2305.741","2226.542","1449.492","1626.405","1681.966","2092.339","1623.876","6326.735","6407.17","4313.761","4045.272","4286.193","5320.759","3811.073","5426.887","4822.144","4353.213"
"M226.0705T65.9","226.0705","65.913696","42075.37","38441.58","35729.89","36159.08","20206.02","24924.86","33490.28","32792.92","25025.62","25109.18","74102.88","51564.2","84819.69","89392.38","72944.85","34801.15","41635.76","36293.13","41382.54","32545.43"
"M226.056T307.4","226.056","307.370162","2890.578","1753.699","2263.318","2693.25","1147.104","1576.743","1271.818","1935.576","1517.298","1971.045","3181.305","2845.274","3707.63","4987.998","5415.556","1974.073","1082.615","1594.759","3295.485","2669.962"
"M226.0559T346.2","226.0559","346.166739","3494.698","2422.451","3150.415","3787.048","1196.612","2608.579","3437.171","3803.466","1686.045","1032.492","2139.017","1806.986","1969.064","4166.223","3562.559","3135.112","2495.273","3879.48","2698.126","6091.49"
"M226.0676T139.9","226.0676","139.863725","5359.222","3950.267","3852.729","557.9616","2162.812","3476.004","3863.072","3868.905","3027.142","2777.361","4065.16","2659.809","2603.415","3071.207","1842.137","2342.044","2628.772","2337.288","2619.433","1797.116"
"M226.0757T172.2","226.0757","172.176407","3090.528","2393.225","1122.023","2518.394","1145.711","1568.213","1806.61","1346.227","1424.838","1686.538","480.528","314.824","945.8623","540.0984","783.3113","977.448","659.4194","708.3124","847.296","522.5351"
"M226.0783T220.9","226.0783","220.921276","3910.737","4299.824","4937.947","4286.616","1436.845","2625.137","3146.105","3226.66","1822.641","1636.852","11233.02","10260.78","11666.76","9846.749","9589.388","4122.645","5660.209","4820.138","8195.937","8758.583"
"M226.0674T267.3","226.0674","267.347136","1034.726","992.3494","1212.848","655.8576","533.6183","290.8992","1440.56","1485.922","946.8277","764.465","969.4416","891.0553","1036.694","1493.769","795.8962","1267.346","982.7856","1283.511","1579.127","1869.581"
"M226.0834T488.7","226.0834","488.70514","7117.356","9593.984","9914.539","7612.328","2329.909","7076.868","7311.153","7722.335","5214.892","5593.782","4947.176","4168.935","4097.195","5400.307","4353.97","6529.019","7922.809","4489.704","8191.188","8788.512"
"M226.1043T324.8","226.1043","324.83501","6064.302","5161.49","7145.138","5456.846","2911.445","4828.157","7934.818","7506.729","4124.534","4676.296","10364.13","9575.768","9455.584","13088.13","11245.69","11429.6","11863.37","12930.24","16634.41","17442.1"
"M226.1278T39.3","226.1278","39.292949","2851.312","2280.417","2073.813","2607.271","459.1253","3481.013","5000.608","5333.911","2093.752","2551.154","4330.168","2828.261","2957.744","3531.031","2929.679","1741.444","895.3593","900.7574","576.3344","494.4397"
"M226.1228T451.3","226.1228","451.315721","1146.841","4400.539","1709.582","1108.687","296.3095","8552.347","1174.815","945.918","1177.403","1077.279","2967.633","4651.719","2782.78","2493.51","4956.314","2548.704","5110.418","3102.425","5858.455","596.8999"
"M226.1062T251.1","226.1062","251.106623","658.2914","837.091","1686.21","1620.8","1697.023","1104.55","1372.254","1307.045","1225.864","1604.898","1769.935","1454.3","917.7336","1365.485","1666.508","763.715","1250.04","1548.238","1349.425","1274.714"
"M226.5469T238.8","226.5469","238.761544","1887.304","3380.702","3580.852","2717.595","2315.612","3017.67","3191.222","3039.803","3428.726","3105.513","458.0762","468.218","409.3272","561.2745","433.3854","1743.669","1849.145","2452.313","1735.813","1534.705"
"M226.5643T195","226.5643","195.009849","10196.4","7782.478","9474.24","12290.17","5301.699","9318.906","7288.086","8150.353","8939.121","8532.846","18077.16","21381.09","20503.97","20168.88","20810.31","25687.06","24946.61","21490.12","23094.79","22854.18"
"M227.0497T164.1","227.0497","164.135229","9847.171","8110.191","8285.911","8638.388","5097.521","7550.854","7387.832","8078.357","6995.859","8013.151","27285.74","27632.89","23101.8","20272.92","18555.28","23039.46","20955.35","25954.41","24572.39","20495.13"
"M227.0792T486.2","227.0792","486.230327","1653.186","1266.058","3264.598","2125.851","1214.448","2826.985","3423.349","2271.149","1186.615","2636.107","985.0086","1396.011","2119.52","3072.01","3266.019","3929.885","6193.541","4872.53","6521.849","7808.407"
"M227.0657T194.9","227.0657","194.914985","3083.465","2773.378","2066.045","3065.007","1546.879","1604.567","1893.107","2372.295","2327.496","1935.53","4507.278","4702.759","4316.096","5034.849","4920.146","6458.074","5539.64","4420.2","4628.006","4500.938"
"M227.5508T164.5","227.5508","164.468989","1990.322","1261.594","1976.176","1908.986","1308.815","1778.443","2073.267","1759.456","1025.563","989.989","4969.684","4405.805","3839.126","3688.685","2782.943","3951.894","2959.458","4340.007","3732.679","3265.086"
"M228.0486T377","228.0486","377.048139","5016.064","2971.709","3867.481","2761.324","1791.421","2593.709","3262.375","3270.75","1812.115","1738.723","3549.238","3207.204","4348.393","4382.128","4400.246","2217.983","3989.5","2173.27","3264.4","2854.615"
"M228.0637T509.8","228.0637","509.78593","1566.586","1312.165","2256.324","1505.077","409.3272","1012.264","1165.913","1227.758","574.8445","688.7981","1804.92","1577.754","1805.968","2775.76","1801.916","642.0038","661.0777","578.2192","588.8796","1811.052"
"M228.5578T346","228.5578","345.98091","2755.753","2408.047","3100.139","3339.892","1146.233","2000.382","3324.297","3222.365","1806.564","1495.932","2480.595","1852.601","2039.035","4200.436","3234.876","2710.135","2590.435","3524.011","4721.046","6045.331"
"M228.5699T386.7","228.5699","386.74583","238.8146","273.2886","264.9975","267.9531","74.08457","204.2331","252.9825","336.6024","101.748","119.8034","2352.325","1759.008","2414.251","372.6603","1571.397","1689.668","3305.223","1110.097","3028.013","3024.253"
"M229.0463T204.5","229.0463","204.535506","2190.418","1816.955","1287.719","1690.455","926.7408","1336.078","1596.984","1246.156","1500.659","1155.751","775.8525","412.6014","483.72","624.0792","685.8122","505.7376","446.4803","613.0343","532.4256","360.054"
"M229.0551T282.4","229.0551","282.379895","64953.97","41940.25","61864.78","60325.01","33648.98","47937.23","45009.64","44779.02","36212.34","35563.44","86426.79","89071.69","97758.43","94660.31","95085.03","49748.76","70993.95","53318.32","69717.08","67872.92"
"M229.055T272.2","229.055","272.164805","52287.37","35031.02","48906.19","46629.05","25819.19","37985.61","36338.91","37674.97","27649.74","28625.61","49402.45","47586.37","53551.08","62189.64","53436.05","29284.99","35014.97","24203.7","38987.9","32982.14"
"M229.0673T148.2","229.0673","148.161122","7235.837","4713.768","3449.603","4639.836","1290.064","1702.215","4602.164","4053.896","1897.361","2416.776","1891.021","596.596","1037.359","1449.296","960.0398","1863.657","1372.894","1356.316","1595.244","877.4523"
"M229.0868T216.4","229.0868","216.408626","5737.99","3842.29","4465.404","4708.116","1010.808","3511.253","4487.463","3871.559","2368.669","2437.588","2224.578","731.3827","1349.715","1833.564","1024.255","1534.199","1561.449","1375.845","1504.202","1094.602"
"M229.0845T250","229.0845","250.045587","1264.811","649.9989","923.8422","701.9687","389.601","769.1951","822.6576","730.1683","644.0524","253.4824","5097.633","3063.406","3511.225","2043.301","2941.296","1643.986","2450.366","1598.945","3046.59","4814.849"
"M229.1333T375.9","229.1333","375.940884","3857.579","3603.463","3585.421","3299.486","3521.131","3257.194","3372.85","3515.791","3351.679","3249.772","3815.971","4059.389","3586.534","3494.828","3548.292","3376.521","3274.559","3506.52","3738.82","3635.808"
"M229.1401T318.5","229.1401","318.534717","2848.846","3016.465","2790.275","2872.431","2364.142","2235.803","2101.713","2175.797","1751.811","1611.874","5050.827","3187.904","4916.031","3118.313","4594.054","2181.24","3858.796","2721.909","3419.312","5004.334"
"M229.1544T48.3","229.1544","48.320231","21986.37","11671.73","17046.33","10796.4","5488.984","10609.05","12016.34","11829.65","8409.214","8079.961","6384.885","3581.343","4733.919","5184.689","4713.776","6069.381","5366.667","5371.997","4652.716","3715.294"
"M229.2157T828.5","229.2157","828.485793","6526.9","5846.016","4873.48","4986.96","4293.026","5709.815","5561.718","5110.038","4734.76","5346.18","6310.849","5291.064","4848.667","6332.875","5750.93","5680.831","5274.624","5195.691","4710.214","5309.489"
"M229.5561T282.4","229.5561","282.386866","13748.03","8135.543","12811","11580.7","6639.749","10260.66","9634.089","9544.371","7675.12","7479.369","18033.68","18868.78","20794.32","18464.83","19550.28","10877.4","16239.75","11934.21","15609.78","15368.81"
"M230.0333T221.6","230.0333","221.589019","4746.505","3331.243","5858.121","2471.976","2554.958","3692.24","3002.536","3237.254","2282.806","2928.424","9059.163","10007.33","11315.25","8750.586","10049.64","3836.713","5413.32","3857.417","6928.094","7685.026"
"M230.0593T493.1","230.0593","493.057672","7289.515","4964.242","5680.93","5854.751","4628.591","4940.522","5040.173","4976.555","2930.261","2821.152","1845.731","1946.278","2061.885","3849.646","2783.683","2492.993","3723.38","1691.465","1687.148","2135.133"
"M230.2473T513","230.2473","513.013542","10543.11","22909.6","10724.59","5430.446","14555.31","5702.933","14506.85","16385.28","4993.882","4901.661","4347.037","2811.687","9581.391","2059.685","2183.746","2117.845","4593.255","16599.48","7077.534","3469.108"
"M230.9904T37.6","230.9904","37.635225","21077.39","17973.92","16670.77","13341","13283.11","12356.01","16224.42","15658.31","13786.77","13493.81","49258.54","15910.58","13520.38","30059.72","9063.22","33781","32163.49","46405.27","15022.4","9803.509"
"M231.0517T202.6","231.0517","202.615257","11653.97","7978.971","9975.259","9278.167","6042.945","8964.205","7831.052","8323.121","6742.588","6546.781","13018.91","12010.04","14817.35","12718.38","15147.74","6973.768","9292.916","5875.538","11487.34","11404.69"
"M231.0494T234.4","231.0494","234.435835","28429.04","25361.08","19148.6","21612.26","9814.519","8028.306","10330.92","10099.42","8313.979","8315.129","14894.29","17324.3","16749.87","12063.31","16288.53","7864.286","5994.858","7629.21","5589.468","7451.11"
"M231.0282T176.2","231.0282","176.174846","581.8731","768.1774","901.26","1130.689","564.2303","895.7403","947.947","979.6453","682.8792","1050.716","6184.833","1419.834","4541.403","4932.876","5006.775","988.4568","2917.047","2461.951","3257.549","2811.194"
"M231.0491T167.5","231.0491","167.489182","9629.294","9001.941","7316.454","9080.717","4338.507","18506.57","10966.78","11426.59","15849.37","14629.81","6137.906","4367.636","5307.905","4035.042","3957.811","6109.681","5791.938","5720.011","5297.553","3807.084"
