"","mz","rt","pos-Exp1-Blatt_K-1_1-B,1_01_8080","pos-Exp1-Blatt_K-2_1-B,2_01_8082","pos-Exp1-Blatt_K-3_1-B,3_01_8084","pos-Exp1-Blatt_K-4_1-B,4_01_8086","pos-Exp1-Blatt_K-5_1-B,5_01_8088","pos-Exp2-Blatt_K-1_1-D,1_01_8091","pos-Exp2-Blatt_K-2_1-D,2_01_8093","pos-Exp2-Blatt_K-3_1-D,3_01_8095","pos-Exp1-Blatt_P-1_1-C,1_01_8081","pos-Exp1-Blatt_P-2_1-C,2_01_8083","pos-Exp1-Blatt_P-3_1-C,3_01_8085","pos-Exp1-Blatt_P-4_1-C,4_01_8087","pos-Exp1-Blatt_P-5_1-C,5_01_8089","pos-Exp2-Blatt_P-1_1-E,1_01_8092","pos-Exp2-Blatt_P-2_1-E,2_01_8094","pos-Exp2-Blatt_P-3_1-E,3_01_8096","pos-Exp2-Blatt_P-4_1-E,4_01_8099","pos-Exp2-Blatt_P-5_1-E,5_01_8100"
"group","mz","rt","control_Exp1","control_Exp1","control_Exp1","control_Exp1","control_Exp1","+P.indica_Exp1","+P.indica_Exp1","+P.indica_Exp1","+P.indica_Exp1","+P.indica_Exp1","control_Exp2","control_Exp2","control_Exp2","+P.indica_Exp2","+P.indica_Exp2","+P.indica_Exp2","+P.indica_Exp2","+P.indica_Exp2"
"M186.9563T17.6","186.9563","17.627246","6946.6851","7834.0358","7514.6016","6804.2367","8047.96665","6757.0321","7182.34311","7008.1792","9364.276","8812.087","8787.3658","8100.51559","7293.84508","7939.40491","8521.26579","7250.7569","4801.45436","7289.8272"
"M187.067T376.8","187.067","376.81251","3333.2973","3336.1339","3267.897","3137.02","2665.995","2712.1369","3081.21791","3066.3683","3160.86","2951.026","3003.24794","2769.11714","2884.9728","2791.44971","3112.52756","3308.9153","3726.63114","2324.43709"
"M187.0862T486","187.0862","486.040233","2953.3608","2360.8872","1516.0082","2158.2831","1009.66749","1046.7855","1292.58929","2779.6061","5200.905","4523.955","9282.17115","2201.25775","1461.94965","2464.80098","1944.05369","2261.3238","2269.77236","3229.13776"
"M187.5791T376.9","187.5791","376.852472","2548.1017","2189.6789","1854.5367","2465.76","2510.84728","1740.527","1998.74738","1862.0376","2568.844","1903.378","2418.9336","1427.808","1583.19082","2368.42923","1949.39194","2005.7535","2724.04813","2668.4664"
"M188.0525T291.2","188.0525","291.206038","1612.956","1190.82","851.2294","909.5631","555.2768","726.9961","793.21162","369.9208","3374.721","6164.104","5483.24714","1019.23132","5703.2256","721.5768","1645.86021","2085.7801","1251.3336","3603.35632"
"M188.0705T148.6","188.0705","148.595541","12646.65","6886.9471","10671.5304","7175.4024","6224.31749","11200.1677","8618.7569","8352.2323","16392.48","16384.13","16034.81121","17554.87067","18585.09171","8831.33647","21451.1431","7330.0457","9840.7254","8117.8224"
"M188.1093T268","188.1093","268.011039","1447.6206","1350.4434","1293.1347","820.8669","909.13786","1460.8344","1252.3761","1252.4368","1792.901","2347.011","2056.78288","1417.4664","1167.3992","1177.68946","640.96086","1094.6452","1214.486","1737.01909"
"M189.1257T312.2","189.1257","312.210292","1329.0185","1356.9464","1688.9541","1227.8998","989.53689","1607.1619","1490.8584","1695.9899","1602.137","1889.794","1614.15843","1161.17079","1197.59803","1037.69133","1406.23396","1219.3491","1681.88515","1180.55984"
"M189.1268T278.6","189.1268","278.601267","6832.5517","7447.4147","5270.0361","5281.493","6263.83802","5941.9044","6484.72231","6746.8422","3166.302","4108.284","3136.80033","2581.59884","2968.03912","4359.21443","3841.18483","3864.6897","5780.81942","4752.44856"
"M189.1593T22.8","189.1593","22.829701","4584.0564","4536.911","3054.9428","3405.3831","1764.19578","1161.8041","3500.55955","2875.2297","3251.453","3579.919","3417.09788","3184.46256","3776.7742","3125.2285","3703.78092","3740.8695","3473.48556","4002.75815"
"M190.0208T287.4","190.0208","287.429235","3625.9557","3722.8826","2482.139","3432.9727","3341.54483","3317.7162","3422.964","3152.5774","3113.734","2007.005","3510.05188","3554.11589","3005.66933","3864.0888","2443.82929","3228.7959","3115.69901","2864.55035"
"M190.0495T235.1","190.0495","235.088015","45071.9131","44432.4462","34113.3139","37957.8683","36714.348","21681.9937","24777.06264","23852.4955","39698.71","39172.47","32919.83916","33396.28597","34442.8656","21718.13942","16403.674","22326.0454","16961.14898","22040.37029"
"M190.039T371.5","190.039","371.451711","4033.8912","3553.3512","2478.8418","2928.446","3170.2968","3046.6457","3277.20905","2819.4798","4202.855","4393.174","3169.10388","3337.18904","4367.07213","2878.4093","4473.58073","4057.8777","4121.55","2535.98182"
"M190.5513T235.1","190.5513","235.064772","6953.892","6489.1872","5046.9678","5914.2799","5356.6152","3268.5334","3845.00596","3425.8246","6023.268","5489.007","4212.98055","4812.18","4678.37329","2572.64748","2181.46371","3248.7306","2592.84966","3203.68817"
"M191.0468T266","191.0468","265.99014","3907.4568","3574.8812","2176.8413","1668.8579","2863.55984","2497.3296","2444.804","2777.1802","3224.463","2649.368","2185.13934","2660.39078","2747.62653","2523.58926","1990.61343","2040.5597","2540.63276","1591.272"
"M191.0572T153.1","191.0572","153.134943","9135.6534","7767.089","6328.8662","7981.2323","6402.90357","7100.8532","8111.92362","6085.7463","11771.58","13287.21","10065.83267","13184.05508","10997.24791","7882.78966","9346.8048","10086.9381","10826.95164","9944.25392"
"M191.142T371.9","191.142","371.929798","3490.5393","2667.8494","2138.5432","1996.4334","2392.9704","2739.0753","2566.57712","2714.0594","4260.25","3676.175","2869.715","2844.17467","3522.76185","2320.188","1637.4659","2312.8488","3126.1656","2255.68909"
"M191.1424T297.8","191.1424","297.796987","6319.43","5847.6744","3658.0603","3694.62","4809.26808","3955.8288","5153.46677","5046.3981","4673.336","4123.63","3803.12929","3580.91067","3988.71933","4035.80948","3472.00647","3608.4494","3976.37449","3800.29073"
"M191.5336T532.8","191.5336","532.80411","4393.4819","4435.1987","4020.1581","4221.3571","4108.5661","3807.0432","4112.77533","3967.2678","5090.468","5579.46","4854.79346","4184.27996","3673.09169","3473.22307","4892.9112","4986.63","4284.36639","4210.206"
"M191.5448T207.1","191.5448","207.067758","2914.9848","2682.6493","1854.2938","2219.1206","1874.08362","1965.6794","2469.94166","2757.4425","811.1205","705.6849","825.05463","614.1576","736.98551","872.0304","796.3032","1192.8243","851.5386","499.78897"
"M192.0511T322.4","192.0511","322.446249","1481.8512","976.7808","1787.0952","869.4217","1218.31203","1298.9271","1029.05317","1828.917","2591.763","2485.157","2686.41742","2175.25829","2881.872","1546.39575","2367.26217","2262.1053","3205.66536","3513.4752"
"M192.0476T158.2","192.0476","158.213857","1304.0424","1142.6089","1073.6384","821.3232","968.63433","1710.3672","1619.63704","1109.9859","2804.311","2844.653","2511.17247","1261.14141","2061.4708","721.04363","1077.1944","1088.4207","400.9872","1248.79691"
"M192.1412T139.6","192.1412","139.605704","7977.6482","9413.5087","9728.7768","5497.7158","8522.45319","11157.7669","7192.93344","6944.4044","18510.26","23647.63","32824.3397","19350.1344","17673.4608","12407.32601","13891.21067","11002.0428","13143.85573","16122.91862"
"M192.5343T153.9","192.5343","153.88043","1233.0021","1333.1798","1394.557","1877.3939","1437.03642","1497.864","1896.516","986.6523","3546.209","2870.865","2560.7136","2273.8176","2750.12511","999.132","2355.42499","2189.2864","2176.55695","2130.21312"
"M193.0494T240.7","193.0494","240.651462","13091.1509","8428.7537","4776.2648","6225.8354","5237.09182","6887.9328","5498.59143","5790.8856","19014.83","16618.01","8209.53712","6908.01142","7816.80313","11655.64777","13699.96229","17182.068","9649.04663","13393.04715"
"M193.1259T229","193.1259","229.039257","1794.6335","1136.2416","1145.1575","1136.4676","1100.64537","1368.7608","838.52527","1276.2848","2605.75","2397.779","2428.60555","2456.1792","2434.71702","1810.39765","1293.19971","923.5492","2395.6788","1541.484"
"M193.1443T139.5","193.1443","139.528327","779.1561","1072.8576","1097.3645","494.573","736.82259","1067.6402","780.08433","803.3088","2312.659","3010.674","3835.26045","1658.3256","2310.55773","1054.053","1478.21045","963.307","1091.02292","2001.75071"
"M193.569T235.1","193.569","235.10204","14105.6088","12529.8164","10261.6211","10672.5406","10515.4056","6022.2253","7702.06675","6665.8024","11875.03","11464.75","9810.82869","10168.43336","10529.4168","5317.58975","4926.20204","6566.49","4654.47213","6022.3059"
"M194.0662T196.4","194.0662","196.410238","3530.6152","3358.6029","1359.8857","2733.653","2415.94517","1773.7512","3020.97438","1599.2831","2033.292","2847.007","1367.22221","2699.93765","2526.524","2782.62432","2801.13167","2859.9528","2879.09723","2758.5384"
"M194.0695T235.1","194.0695","235.107558","3639.576","3996.8616","2873.3955","3503.4672","3316.6512","1728.566","2338.8696","1722.152","3553.813","3687.963","2777.0076","2611.79163","2593.6679","1743.88401","849.01826","1058.3013","1039.76469","1987.75903"
"M194.0837T39.9","194.0837","39.86559","4331.2948","4611.6984","2854.4955","3424.2723","3859.374","2592.1421","3573.5232","2094.7092","2214.339","1471.211","1673.1495","1442.77282","1326.65488","486.11083","970.13914","1231.9445","1377.58079","1087.17574"
"M194.5499T158.4","194.5499","158.363764","3659.592","1966.3287","3241.8244","3257.2031","1930.3674","5078.6794","5620.58038","2448.4325","9744.252","8785.101","9602.50837","5863.02331","8740.35235","3499.61451","4173.336","3712.2102","3529.8204","2917.12096"
"M194.5764T153","194.5764","152.961404","860.688","744.1338","690.79","674.4459","688.45514","587.4696","545.7696","606.7365","938.9305","1150.123","519.37","1266.02862","1248.6648","553.24332","899.052","886.0416","535.04375","624.8328"
"M195.0446T159.7","195.0446","159.709569","3351.05","2657.2847","2225.7488","2470.7523","2327.99233","1067.8536","1168.59046","1700.6928","1782.078","1476.397","1598.81408","1750.29043","1815.76217","743.15797","1420.72428","1070.7058","1735.94186","1115.37909"
"M197.0187T271.5","197.0187","271.536688","2128.368","2874.3962","2834.2476","2945.0208","2469.9744","2035.497","2435.34453","2437.7661","2525.541","1446.92","1624.81394","2815.34286","2425.39786","2076.52295","2150.72191","2421.3604","2628.20929","1827.9636"
"M197.0473T37.2","197.0473","37.208426","1260.6435","1691.8925","1684.9523","1736.3198","1652.07209","2024.5761","1687.06577","1599.46","1790.705","1337.197","1158.71796","871.57691","1154.37867","1191.4313","1533.5592","1007.5138","897.44453","1150.91713"
"M197.0673T228.9","197.0673","228.923922","1021.4832","915.732","645.7648","482.5952","991.57125","741.4261","1012.92257","886.0416","1239.437","1461.158","1248.3312","1756.36836","1639.8406","897.87173","709.01591","706.215","767.8437","764.80766"
"M197.0582T291.4","197.0582","291.398733","5191.0386","2540.987","2236.93","2084.6606","2445.443","1752.9003","1504.2024","2163.8824","7997.726","16032.7","15998.97211","3239.00312","15082.77735","2396.5824","3944.85979","5995.4592","5138.64585","10538.28466"
"M198.036T264.8","198.036","264.82893","3406.75","3331.6632","2015.8244","2444.2872","2476.71952","1555.443","2320.86766","3203.2272","2394.7","2258.806","1570.76535","1981.99654","2352.2136","1850.53708","2055.74569","1996.3277","2336.42736","1798.3196"
"M198.0723T376.9","198.0723","376.852472","874.8959","1825.9673","1328.9943","1693.8257","1754.753","1822.6407","1917.40996","1595.2603","1796.77","1359.42","1179.03276","1899.03095","1465.99901","1846.66667","1190.88607","1669.7931","1900.36547","1699.0248"
"M198.9403T21","198.9403","20.959232","5015.418","3902.241","5893.2367","6004.3557","5352.70491","4196.195","5278.5528","5084.679","4925.486","5338.334","5986.47375","5046.85208","5403.72365","4814.50881","3110.886","3814.7065","4271.4144","4066.30879"
"M199.0262T287.3","199.0262","287.32273","6464.5422","5564.5307","6046.4153","6594.7027","5042.36169","6390.4416","5971.1431","5965.1256","5819.959","5294.232","5484.2009","6371.78451","6309.34988","6750.41947","6007.4688","6587.2012","7188.95756","6309.15848"
"M199.0442T371.1","199.0442","371.105751","4062.4559","3658.0158","2621.619","3223.1095","2735.04198","2463.2332","3161.5272","2675.0536","4379.063","4652.386","3645.5808","3578.355","3748.25527","3432.64784","3754.77985","3771.0487","4199.86032","4113.80795"
"M199.0549T235.1","199.0549","235.121503","12803.2344","13285.7017","9709.1256","10857.4016","10486.716","6033.1234","7091.3352","6423.8053","12764.4","10927.08","9545.964","9926.81631","9843.8688","6349.49813","4618.692","6073.9585","6450.82724","7423.20411"
"M199.0599T143.9","199.0599","143.88716","1942.4306","2514.1873","1663.2809","1059.9901","1038.8525","1622.8104","1292.40937","1484.3135","2030.12","1517.115","1971.91371","1147.9176","1482.89931","905.0568","1598.02763","1103.6488","1653.07903","1782.892"
"M199.1325T470.6","199.1325","470.59733","12432.2712","8489.1991","6092.3788","6536.4618","6450.34368","8528.512","7194.58165","6451.6741","12476.75","10253.71","8414.3928","7241.7888","7097.44904","9590.89757","9508.95125","8012.314","7382.2548","8005.61215"
"M200.0174T262.7","200.0174","262.722888","33404.6778","23660.6479","37871.1334","22457.952","25512.78973","23478.3904","18680.30769","31245.2297","80528.04","72049.09","69398.808","68669.892","73553.33622","48290.172","60495.6024","60363.2339","66428.7672","75605.13964"
"M200.0511T181.2","200.0511","181.240254","1351.049","706.1405","927.4079","915.563","894.7152","941.917","460.80518","846.2378","2120.605","2285.72","8861.72457","1258.50086","2007.76643","1464.74002","1738.93169","1280.8344","1199.17847","2171.15831"
"M200.068T212.4","200.068","212.376355","8999.7592","7995.988","7260.4704","6183.5965","6291.696","6367.0896","7706.8272","5638.7134","13980.42","13129.83","13686.7624","11115.12622","11817.62965","9727.36462","10590.27771","10620.7319","9288.7548","10396.80533"
"M200.067T249.7","200.067","249.69408","1673.9633","923.5086","1004.3633","907.0584","1020.25673","608.82","545.66053","948.0912","1660.994","1022.225","1206.205","1612.08698","1250.89134","1416.57762","796.796","392.0885","685.71614","966.58405"
"M200.1358T470.6","200.1358","470.628353","1361.5505","810.345","642.9081","711.4372","496.62","778.2888","829.42283","620.6448","1559.904","409.4405","741.31717","496.0632","1010.32248","831.2244","1239.26895","607.3567","896.68549","868.22235"
"M200.2011T633.9","200.2011","633.921963","1952.1794","1568.1234","1752.855","1903.188","2189.7504","2093.3947","2016.94936","2200.6733","1939.292","1943.489","2074.6584","1892.53691","1634.84356","2072.9904","1797.86444","1999.1506","1892.5128","1580.60817"
"M200.5393T532.8","200.5393","532.794937","5488.0603","4833.486","5337.332","4394.1442","4630.29557","4908.5771","3974.30367","4076.4708","6096.54","6098.253","5293.57757","5039.36367","4839.86998","4398.92741","4946.72713","5114.8238","6273.77957","5870.31508"
"M200.5763T291.3","200.5763","291.336632","1927.5086","790.9367","709.4396","737.3823","828.3288","484.3872","409.92736","354.2832","1965.757","5427.136","5674.42583","1100.682","5136.84086","1022.484","1338.22001","1533.0532","1332.85711","3409.0584"
"M200.973T20.9","200.973","20.857485","3068.4184","2534.872","3099.1651","2958.9597","2820.74778","3013.3708","2679.48748","2183.1066","3361.976","3605.081","3441.29625","3618.2256","3821.03424","3157.578","2334.332","2914.6691","2984.92051","2615.67231"
"M201.0196T262.8","201.0196","262.756011","2857.4817","1788.8317","2599.8557","1400.6289","2027.77203","1642.1023","1083.8664","2439.1324","6621.327","5630.453","5561.68762","5340.6024","6451.1568","3465.54778","5279.8872","5052.0384","5885.66031","6175.45666"
"M201.034T23","201.034","22.964639","1805.4973","1862.914","1689.8498","1840.8624","2155.19577","1428.4229","1852.60613","1550.5728","1025.349","1862.248","1011.75508","857.32479","1735.56471","1745.95307","820.5822","1853.5771","603.18948","2450.53701"
"M201.5577T235.1","201.5577","235.064772","33249.912","32064.4146","24885.5592","28207.8816","25447.64793","15208.5928","17590.61035","16536.9807","29926.43","27665.22","23279.49142","23199.29916","23826.02566","14032.2168","11139.5712","15145.1395","11897.97743","14890.52349"
"M202.0138T262.7","202.0138","262.722888","3005.6276","1774.2069","3363.5476","2192.5552","2099.6784","1977.7527","1447.2532","2703.0587","6874.366","5945.753","5686.8792","5901.41973","6688.68","4365.79985","5462.20875","5378.2992","6248.14936","6741.88433"
"M202.0593T234.9","202.0593","234.88694","5220.1728","6012.6084","4449.5869","4598.0088","3986.1864","2800.9939","2849.73123","2456.6649","319.9863","475.7671","2000.70787","4153.00391","631.04507","2098.24272","1817.7864","1439.1963","1318.7208","2263.7132"
"M202.1259T325.5","202.1259","325.464273","6708.2552","7459.6364","9104.9484","5264.1566","6688.12469","8375.6952","7551.04107","7270.9627","13843.58","17527.68","17797.51093","11250.7422","10031.97343","10971.84536","10109.08696","10230.5311","13450.53746","12895.6416"
"M202.1256T191","202.1256","190.974371","5759.3204","5357.2824","4957.9698","4870.8104","4877.232","4858.2168","5257.8696","4060.6423","12196.65","12364.88","9610.96611","10159.75086","9207.20829","9272.7456","10523.09571","7938.012","9912.11664","10096.66234"
"M202.1797T38.2","202.1797","38.222919","2498.2691","1492.7611","3671.4722","2007.5851","3227.58939","1679.3424","1717.09291","1519.3935","3237.556","2098.344","3745.9944","1413.30073","2313.98411","1180.51267","1389.82107","1303.1197","2249.247","1513.77866"
