"","mz","rt","POS_SF.100109.114720","POS_SF.100109.121711","POS_SF.100109.124896","POS_SF.100109.124904","POS_SF.100109.130034","POS_SF.100109.169058","POS_SF.100109.199550","POS_SF.100109.227718","POS_SF.100109.231142","POS_SF.100109.239012","POS_SF.100109.244079","POS_SF.100109.255622","POS_SF.100109.259700","POS_SF.120831.00062","POS_SF.100109.142930","POS_SF.100109.146730","POS_SF.100109.199546","POS_SF.100109.225118","POS_SF.100109.252159","POS_SF.110121.00073","POS_SF.110908.00016"
"group","mz","rt","Normal","Normal","Normal","Normal","Normal","Normal","Normal","Adenocarcinoma, NOS","Adenocarcinoma, NOS","Adenocarcinoma, NOS","Adenocarcinoma, NOS","Adenocarcinoma, NOS","Adenocarcinoma, NOS","Adenocarcinoma, NOS","Small cell carcinoma, NOS","Small cell carcinoma","Small cell carcinoma, NOS","Small cell carcinoma, NOS","Small cell carcinoma, NOS","Combined small cell carcinoma","Small cell carcinoma, NOS"
"M237.1187T721.5","237.1186851","721.5160002","3933.569802","3917.079372","4828.68965","3537.161916","3035.15573","3576.971279","3563.612417","7268.363755","3770.181853","3257.240889","3530.660499","2852.823716","3152.591358","2430.837927","4249.871204","2862.831061","6468.740677","5522.051145","5283.717399","6373.39585","4526.190465"
"M434.2389T244","434.2388536","243.99799998","1196.527132","1242.030261","1833.966029","2093.964417","1493.43737","1384.154523","1409.70472","1670.131271","5336.670993","1704.339103","2636.464974","2289.829942","2473.800978","3369.567694","2536.497404","2816.515846","2100.264086","1652.568294","991.3347627","1223.98953","2512.823934"
"M319.5135T277.6","319.5135451","277.64599998","3078.24083","1815.007323","3063.24322","1185.834925","2309.707321","1963.696173","1165.062698","0","76.82258883","830.7809599","212.8150966","1118.31346","0","545.3733281","360.9912241","927.3295693","228.0376506","97.55264422","0","485.6095284","839.3285381"
"M428.0371T94","428.0371486","94.02100002","5089.133235","7838.766824","5243.437637","4482.474935","4177.735289","6988.811448","13925.00743","11132.2195","3446.747836","3750.055117","10962.2542","11300.23492","14047.11706","3272.925837","12349.7136","10527.10931","6178.620764","15005.1676","57891.64476","13041.40311","17418.6306"
"M159.0262T82.7","159.0261728","82.69000002","4429.844815","4256.155857","5065.915553","2932.384183","3309.314555","4378.179185","3657.761015","5935.874055","4151.849908","5354.977153","3410.316139","3928.541102","4129.036163","2905.871749","5539.539754","3536.209334","6553.50339","6449.89718","4973.049245","9680.110813","4286.341498"
"M398.3276T805.2","398.3275716","805.2130002","39478.82508","307867.5192","67782.71008","211517.6851","85045.9593","190586.6866","156038.1378","344785.5927","76939.74961","103203.5213","92296.09061","180608.4032","166864.4249","288773.7456","16898.45843","112282.2679","57560.06112","98169.75304","47185.65268","32114.02562","113960.9171"
"M429.5288T233.7","429.5287657","233.682","541.1775901","543.8669196","294.837059","1058.125053","825.4422528","431.4031965","655.0603848","696.011394","1450.545371","1065.853661","1049.990623","861.1907493","1397.56709","1254.360693","1604.616932","1285.415189","1111.92892","916.3707736","486.0112794","438.9786087","1498.667565"
"M277.2135T832.8","277.213522","832.7950002","33390.43299","3990.647072","25380.8429","3042.579531","14914.44487","9778.272301","4444.175133","6106.672281","3896.893294","4620.239875","3782.374711","4034.322086","4926.116151","2460.042411","5132.074657","3246.590048","7373.697289","8668.215186","10279.30674","11934.21715","4603.41406"
"M416.859T279.7","416.859013","279.67399998","1776.206363","1447.279847","1793.147041","1258.74898","1823.69269","2067.451808","1871.672109","114.1988737","582.2404265","1123.725486","684.671059","1537.066341","442.6456334","1153.360025","1149.34067","1306.882716","663.3302563","554.0714035","145.6176474","1744.34788","1036.507051"
"M405.5104T271.6","405.5104188","271.55899998","4245.298019","4827.159421","845.5052783","748.4842627","1364.106597","1929.475878","895.5404665","143.5752862","413.2548663","756.874986","430.4741577","440.6719133","264.0276487","648.0285612","845.7217499","727.6243844","1157.837606","185.6632477","35.79040879","0","344.4822294"
"M298.9966T108.2","298.9966407","108.222","1533.550665","1228.314978","1567.677561","587.2077683","1137.192913","943.1445458","1120.20061","2895.554231","785.3534801","1563.870044","1009.292272","937.615144","740.5879752","741.933778","1737.116851","906.1070471","1962.099417","2883.325418","3031.916561","2817.638927","1523.893535"
"M349.7094T167.4","349.7093618","167.40199998","5528.312701","5443.867231","11311.28718","7998.046158","4159.541829","5242.002565","3200.048222","1304.442068","2695.122619","3797.895083","2785.953976","3593.996069","1258.340202","4721.066663","3676.400784","4908.784916","2802.347728","1107.415509","53.7029479","666.1309404","2614.211982"
"M318.6654T214.4","318.6654383","214.40800002","736.743831","576.4315249","564.8555638","1447.914187","977.166004","692.5847542","893.3314178","1094.923962","1353.358113","899.2697251","2600.421377","1170.466596","2811.288888","2111.058566","746.787939","1949.724097","1457.917203","1368.454126","391.6629909","815.1205491","902.3653388"
"M353.0401T161.3","353.0401361","161.31499998","681.9501862","641.4855835","643.6635349","987.670128","569.1059734","845.640557","1070.25784","1266.063533","1037.174189","853.5609935","1336.819578","750.5380171","1404.88532","983.6625988","819.8681896","805.0146873","1246.469856","1070.089129","1017.206358","2043.579883","1051.733269"
"M335.7098T109.2","335.7097627","109.23700002","3331.698888","2145.941912","2188.950927","2506.880671","4686.731009","2032.505876","2818.197841","67.12748918","270.9907106","951.7609803","237.7605233","1378.128346","0","834.3575288","1631.474039","1307.667062","778.4713501","84.85952917","0","85.3038292","199.9927132"
"M442.88T242","442.8800099","241.96900002","134.2955064","370.420756","0.279018438","2863.353667","164.6713635","94.44230937","348.1474053","366.3915365","1199.914441","1757.621346","3520.269221","2174.237745","491.1177843","3098.665739","846.0379094","3533.589412","1296.763763","1030.663157","176.6808021","189.8980919","1471.270957"
"M424.3435T820.4","424.3435173","820.4419998","47603.88543","534222.1674","71098.20355","312938.8853","64292.21057","235041.5122","235054.7989","914191.5388","119963.261","168018.9267","104823.3415","259811.3495","230502.581","698861.8143","12648.92916","115044.1877","119391.9609","143446.4504","37174.09279","49118.00145","151343.2389"
"M167.0571T178.6","167.0571075","178.56","1385.847714","865.0671298","846.8981064","653.2119638","1003.545649","686.5159212","1001.769098","3273.537413","1404.301077","1117.210106","1076.095903","929.3247269","1563.396756","1001.179948","1378.748812","1017.656558","1529.612566","1278.372872","1539.933745","1244.47216","1302.880724"
"M277.1798T795.9","277.1797546","795.9109998","2093.648947","1808.822218","2665.639915","1768.590332","1597.032113","1767.964684","1713.412609","3694.126814","1966.57658","1908.360548","2155.969727","1557.804002","1926.851356","1347.695058","2493.520722","1384.906256","3484.093092","2842.801366","3166.041672","4064.652075","2097.854298"
"M325.5188T277.6","325.5187623","277.64599998","15440.07852","9493.409185","15215.91844","6148.514172","10622.4624","7554.541826","4127.472423","149.7388625","499.5345448","3758.555608","900.4613263","4962.931066","222.3458418","2383.314842","1374.691372","4974.29466","1081.563799","576.2580059","0","1790.499582","4359.506876"
"M260.1955T102.1","260.1955118","102.13600002","1626.441922","1250.039549","1344.386549","1656.202966","2247.021445","1423.060547","1988.385084","650.3693317","14321.09067","1192.908165","3525.411686","1943.80948","5665.610714","5575.207178","3019.099733","1247.845776","846.7246364","246.2033081","2735.913879","276.6290778","355.8604959"
"M192.9816T81.7","192.9816368","81.67600002","2917.265945","2539.267643","2788.933862","1860.824589","2132.996515","2428.25051","2297.69119","4599.439278","2644.02911","3667.36466","2418.169566","2270.204325","2778.934735","2145.284684","3187.422911","2102.486297","4000.182903","4510.236754","3073.371833","6402.312253","2900.584987"
"M427.0964T97.1","427.0963726","97.06399998","2899.229477","2626.917239","3904.120233","2678.705331","2498.513759","2241.215543","1461.663716","1478.877562","497.8289999","6418.012606","581.4608106","1468.778938","615.57098","936.1135711","422.0124874","876.415239","687.8236574","1334.245638","294.0263921","4072.975496","817.5513428"
"M206.0478T103.2","206.0478288","103.15000002","885.191136","940.4512914","1331.994032","1416.644974","914.871378","1532.903356","847.6534103","6992.235916","5972.022097","3141.698444","1402.426806","955.8858775","1590.633189","1484.018395","1303.956123","1533.416841","1810.659413","3528.625793","2470.519666","4283.756966","1422.033202"
"M430.7022T244","430.7022174","243.99799998","2755.796848","795.102661","2959.636084","955.9021985","1483.146729","2568.163128","1475.141954","177.0503883","989.9761189","1026.490877","832.9708924","1064.197263","357.8248351","1296.857675","908.0426237","986.6334666","502.135638","185.5679155","10.2711934","741.351763","722.4035233"
"M192.2449T248.1","192.2448704","248.05600002","4533.075797","3632.343346","2969.786331","4106.83356","3875.580497","3273.71044","2348.261506","6326.053474","3364.901036","5815.537068","3222.718117","3207.571722","4699.370792","2848.119658","6106.572797","3300.328308","9343.862805","4446.652312","5058.716343","6012.722071","4476.636185"
"M384.3044T781.7","384.304369","781.7089998","1559.642215","4790.009531","2342.46799","4301.718873","3574.460599","3630.409203","3947.186089","5041.838355","1789.748049","1399.444022","1377.883578","2750.860307","1683.882618","3797.275438","768.0785087","1750.279852","1953.109896","1913.345929","1026.677628","1684.291945","3190.583954"
"M267.1334T191.9","267.1333647","191.919","1197.662293","790.4482699","993.2747554","879.0708287","932.8532921","765.0144189","1060.531622","866.481525","4584.34694","849.5851167","2766.611334","1103.731143","2826.685684","2923.740372","1329.351664","1029.737192","984.0187946","1075.151237","2608.816638","726.4771379","710.7491271"
"M115.0079T137.8","115.0078898","137.81200002","505.778127","614.2360019","645.3638988","586.143432","552.3679771","709.1457395","375.3390773","1164.260887","608.2758201","669.6595969","720.272007","712.9112768","673.5214327","494.7067517","529.8736254","722.9948333","630.5655968","897.3670128","1128.225078","1606.308173","768.4070044"
"M491.586T206.1","491.5860375","206.121","1753.913367","1162.675805","1338.055182","2595.978717","842.0078213","1480.215224","1300.973311","6095.616552","3857.474034","4051.621176","4172.69512","3081.761664","4565.369895","1991.405438","343.2534338","3188.718896","4501.273729","10485.14916","2566.039957","5702.752594","4541.362534"
"M219.2085T832.8","219.2084524","832.7950002","6734.239026","737.9812167","4961.980125","588.7890738","3030.910339","1975.278375","848.3652751","1072.311661","639.6296624","851.6532879","662.9348838","779.4576807","824.5633753","475.5302651","590.0628327","381.6231502","1340.379979","1784.345641","1907.382356","1936.840114","888.2575329"
"M278.5716T97.1","278.5716174","97.06399998","4579.912396","4727.806714","6419.512455","3968.356244","4054.454026","4207.506431","2324.289338","1917.560621","236.7520506","9627.985751","549.999607","2443.662926","657.7359904","1168.180235","647.7259379","1190.295914","1030.648535","1398.802714","69.05735732","6762.213616","1114.537721"
"M382.5411T204.1","382.5410664","204.09199998","2933.937707","1711.637074","2441.472105","2387.857756","2647.986603","2255.477553","2458.163069","206.979333","1021.082231","1763.408295","532.2598311","1145.278129","293.3138828","1159.830388","1436.857118","1441.105315","688.5198489","278.832711","1.300031135","461.6397975","422.3562683"
"M428.3743T869.5","428.374321","869.4850002","25050.93582","148109.9345","50697.2871","168862.0862","45147.20001","105225.7827","76911.91974","554958.6362","172310.0264","158161.9826","147578.0331","154956.4928","230643.1814","304201.8774","12845.31845","128599.6738","126955.9651","150851.2195","163342.4097","46195.13292","274238.3048"
"M291.4909T183.8","291.4909283","183.804","695.2698194","804.2050405","636.9295613","537.5412031","1121.030148","1045.786973","1132.447175","0","117.1588235","358.4480301","222.6230405","505.9546568","114.1275938","297.0175195","211.368879","271.9046054","311.0527269","182.2975166","108.3923892","1015.535535","399.7708716"
"M192.0649T199","192.0649131","199.02","2173.365765","2753.175493","1818.474046","627.099027","2179.905732","4749.543908","991.5127556","2296.364062","447.0657058","816.8301953","3133.657753","1060.297508","2099.551439","482.2363366","908.8664016","7433.737649","1394.402118","15437.35615","12044.04312","3051.134966","3896.050132"
"M314.8488T142.9","314.8488067","142.884","1645.690119","704.0616836","994.837969","1373.233983","941.5828926","1085.338401","455.5422055","0","112.6091878","493.650419","404.1622116","1662.393842","17.16173431","446.850509","585.1523565","655.9838398","163.4330626","15.95178341","24.58319851","28.67598981","62.89939759"
"M285.6687T167.4","285.6687254","167.40199998","2748.352062","2694.104957","3058.488543","4313.881654","3609.892175","2988.780127","2706.18527","335.643029","1162.311595","1859.531835","1246.618547","2453.374047","452.3354132","2527.949881","3195.079013","2653.936974","1766.946348","460.903122","60.12525903","760.2319915","1050.555256"
"M325.2354T894","325.2353592","894.003","29312.5237","29679.22539","37681.24275","22571.29494","25428.13943","28103.64156","24889.04547","65648.36066","40122.98967","40283.91981","34514.1449","35130.8311","45774.15363","25226.82819","23213.99522","34592.06277","40724.5585","62060.86199","55829.28571","34314.36725","44193.58517"
"M338.5016T277.6","338.501557","277.64599998","2022.389549","1164.581587","2669.008518","1124.942701","1693.204551","1205.356896","644.412071","20.37986119","109.9076008","805.2591177","199.0670085","1049.285566","26.37666738","550.4565506","468.962304","946.9128172","169.7708867","85.6901529","0","352.0145145","797.9192226"
"M143.1172T246","143.1171734","246.027","995.8335494","728.8971889","941.0195539","1688.788215","2022.754318","937.3676441","1826.879582","306.580658","540.5097609","698.3684583","602.2540463","970.8912193","300.6779995","822.3082979","1965.497201","999.0676133","506.8822769","311.4281249","78.9414346","188.8766653","702.1971699"
"M425.8795T191.9","425.8794622","191.919","745.6571107","1192.132247","372.9901901","341.2874299","361.5636954","596.7137176","391.8775702","409.9929423","544.195081","301.4962004","310.7067761","579.0478929","903.7937512","333.389293","5585.064236","665.3864046","1756.250863","620.7868226","1050.964243","540.4980887","608.1026985"
"M264.2679T802.2","264.2679066","802.1689998","1121.611737","1690.440107","1175.346915","3828.468721","1290.448095","1882.453827","2391.458395","2002.893571","1328.380554","639.9693191","1467.39275","1136.750378","1641.898168","872.0422232","30.68550972","1659.958725","1330.095964","1033.282585","250.5881239","111.061057","1531.849875"
"M215.6177T214.4","215.6176691","214.40800002","9489.166167","4244.842531","7617.810502","6544.315946","10388.05229","8556.947153","4811.454887","139.3491887","161.0422173","3584.356418","418.5073134","4093.888272","165.6942101","1548.144999","468.6720018","4642.337623","959.3067499","593.0720779","0","7579.490574","4785.646418"
"M419.2353T224.6","419.2352872","224.55199998","4117.037097","3742.349334","4024.836899","3947.062011","4451.870268","3471.109739","3994.165635","4065.81922","3558.285113","3753.835808","3594.339872","3761.592295","3534.220503","3722.759735","5031.942578","3818.909528","3994.165682","4114.765974","3247.988798","4169.04892","3512.724117"
"M237.0869T199","237.0868934","199.02","2848.723486","3394.029407","2300.744491","750.300171","2908.220699","6427.339599","1278.450722","2556.380125","349.9414026","899.9431987","3921.479853","1324.520816","2562.955059","620.6960124","1052.545909","9855.828236","1532.885722","20819.58255","15858.16355","3434.176966","4843.439072"
"M352.0564T156.2","352.0564078","156.243","1689.097478","1743.092617","3363.865556","1701.524457","2135.357828","1821.526687","2046.783161","4528.685608","1015.441579","2688.094995","1720.274516","2603.830557","1969.814421","1560.683199","3101.586577","1739.566779","4740.487533","4360.388721","4244.62736","4878.498982","2149.574011"
"M343.2216T224.6","343.2216","224.55199998","1032.984157","1422.734649","718.0664729","1532.974414","1371.704354","2190.326954","2931.147616","767.3480684","1075.061058","1125.93602","1185.648871","1234.060626","843.0247997","1085.017682","1008.48609","1410.609673","1212.787902","802.5757866","476.6584998","700.2225934","816.5146131"
"M215.6172T263.3","215.6172379","263.27200002","2482.982276","1298.420104","2054.280523","1372.341112","2335.925143","2048.337862","1938.406077","0","177.19902","843.7308846","262.889213","1444.864342","144.0981531","846.9586418","221.9594483","849.2502572","183.0968151","90.44052198","0","679.5080804","593.4892344"
"M472.2505T291.8","472.2504877","291.84700002","6880.789529","7440.69204","5408.603018","7768.766892","9505.328948","7559.139767","7489.179376","2364.811831","6673.035669","4827.421642","7526.933006","5778.100953","7016.690199","10230.41334","6553.863887","6390.541834","6117.82645","3775.201226","2157.94042","3100.008084","3683.819657"
"M203.0229T115.3","203.0228508","115.323","257.7164767","686.1128598","1459.633748","1144.422483","1398.201052","4536.101674","825.0080302","3659.503964","646.1588006","1264.854078","2696.115732","2074.96204","819.3284456","1000.765232","1068.541577","246.3657905","326.4536113","265.7714823","1692.158564","517.8664776","316.9904739"
"M333.1623T720.5","333.162282","720.501","6503.455295","6118.34608","7584.797685","5113.411006","5059.015316","6002.953872","5545.019657","10415.73983","5239.371916","4404.84721","4635.76823","4039.337785","4622.27359","3944.805259","5471.260738","3650.30625","9173.118679","7556.334978","6907.106983","8434.110291","6658.087974"
"M231.0837T239.9","231.0837359","239.94","1122.352801","1029.060107","825.2133063","820.9820314","1023.774719","1084.611557","911.5483747","4625.11028","687.4118736","4162.90365","3435.267439","3208.52588","5462.206849","850.9640005","1791.496979","1675.053558","552.3254128","3517.882061","4436.02479","4604.895706","982.0898593"
"M137.1722T160.3","137.1721942","160.30099998","1239.611907","1294.305694","446.4939585","1296.933223","1454.373324","1083.88364","1218.2486","2692.654447","2009.131423","1951.526405","1811.373088","972.0647231","3080.957646","2403.594364","2154.941877","862.2306408","3503.086858","1041.752615","1661.463671","1039.744369","1246.919844"
"M268.9613T75.6","268.9612795","75.58900002","1844.877866","1627.290178","2089.686602","1066.206285","1017.799387","1611.592747","1140.89185","1697.287455","1251.90635","1640.209261","678.7803061","1146.797326","1129.022671","1157.087648","1569.024426","1227.677782","1593.195353","2233.940102","1618.514589","3056.072865","1498.742239"
"M426.3592T844","426.3591624","843.9529998","145452.536","898599.6707","319123.7502","667190.3137","263856.216","676370.425","543585.1507","1357914.325","379564.5602","528436.5006","401520.5444","772531.943","1068752.325","1200787.468","70655.3964","539111.2487","325872.0226","529188.645","302574.6263","143831.0858","495713.9132"
"M354.285T796.9","354.2850348","796.9249998","6663.839295","6691.517422","7974.816185","5606.615272","5268.723326","6273.975615","6019.898226","12709.55334","6545.404734","5495.004439","5859.604254","4459.744587","5581.645297","4542.053037","7028.415595","4107.343468","11107.22564","9235.497184","7749.843798","10244.88955","8560.520599"
