"","mz","rt","neg_Exp1-K1_2-C,1_01_7421.d","neg_Exp1-K2_2-C,3_01_7423.d","neg_Exp1-K3_2-C,5_01_7425.d","neg_Exp1-K4_2-C,7_01_7427.d","neg_Exp1-K5_2-D,1_01_7429.d","neg_Exp2-K1_2-E,1_01_7432.d","neg_Exp2-K2_2-E,3_01_7434.d","neg_Exp2-K2_2-E,3_01_7438.d","neg_Exp2-K3_2-E,5_01_7436.d","neg_Exp2-K3_2-E,5_01_7440.d","neg_Exp1-P1_2-C,2_01_7422.d","neg_Exp1-P2_2-C,4_01_7424.d","neg_Exp1-P3_2-C,6_01_7426.d","neg_Exp1-P4_2-C,8_01_7428.d","neg_Exp1-P5_2-D,2_01_7430.d","neg_Exp2-P1_2-E,2_01_7433.d","neg_Exp2-P2_2-E,4_01_7435.d","neg_Exp2-P3_2-E,6_01_7437.d","neg_Exp2-P4_2-E,7_01_7439.d","neg_Exp2-P5_2-E,8_01_7441.d"
"group","mz","rt","control_Exp1","control_Exp1","control_Exp1","control_Exp1","control_Exp1","+P.indica_Exp1","+P.indica_Exp1","+P.indica_Exp1","+P.indica_Exp1","+P.indica_Exp1","control_Exp2","control_Exp2","control_Exp2","control_Exp2","control_Exp2","+P.indica_Exp2","+P.indica_Exp2","+P.indica_Exp2","+P.indica_Exp2","+P.indica_Exp2"
"M216.1601T200.6","216.16006","200.60307","151.1048","56.35023","62.3568","51.0153","33.01941","64.34393","17.66843","44.69294","45.67902","66.7","1348.304","1431.321","1722.194","1082.626","1204.993","1760.996","2143.8023","1751.236","1230.902","1413.655"
"M217.0125T132.5","217.01249","132.5348","747.7698","2001.237","2638.887","2402.612","1058.096","1698.785","1742.12","1843.082","1222.496","1138.646","10732.94","6426.887","14158.56","14958.3","13687.32","3402.536","4865.1814","4463.348","4361.323","2430.85"
"M217.0313T24.1","217.03134","24.11286","4867.496","3398.888","3484.986","3131.528","2896.113","3066.136","4457.023","3790.167","3224.437","2918.475","5045.441","3929.924","5224.653","8234.313","4368.14","5177.478","4334.532","4230.37","4742.926","4702.919"
"M217.1441T433.3","217.14406","433.27514","190.3904","167.4672","239.8344","122.7183","122.4067","134.0402","222.7182","303.8489","158.746","164.1001","6139.148","3201.308","4844.289","462.472","4429.836","1627.325","3267.1376","2650.854","2763.019","4939.95"
"M217.9921T34.9","217.99205","34.92489","2344.03","2991.256","2442.521","2453.9","2260.779","2300.136","2598.242","2458.236","2293.486","2368.154","3406.015","2588.406","2078.707","3044.503","2833.476","2319.334","1741.7511","3144.914","1036.162","421.1925"
"M218.1034T93.2","218.10341","93.18247","38411.39","31080.39","27561.19","31273.45","12630.61","23960.89","26350.89","26870.85","20203.6","19969.11","22351.47","16550.44","21171.8","23123.48","17403.84","18520.26","15590.8673","18053.68","16465.55","10392.28"
"M218.8781T22.9","218.87806","22.91786","3954.992","4392.201","4611.023","4845.166","5943.698","5209.632","4942.47","4649.617","5409.036","5198.373","2008.884","1441.353","1262.768","1545.21","1317.007","3331.786","2746.706","2925.559","2778.889","2312.801"
"M219.0267T271.5","219.0267","271.507","5017.4","3849.594","5455.211","4515.44","2210.35","4453.744","3098.286","4006.874","3902.533","3648.078","4074.125","4126.342","3964.072","5459.213","3931.846","3928.298","2534.8447","2574.799","4180.852","3126.477"
"M219.1046T298.4","219.10457","298.3671","394.197","1839.453","518.6459","449.6422","398.4608","379.2122","648.1015","757.1514","538.1537","525.961","3129.894","2027.579","1391.438","3399.013","1838.034","719.693","693.5552","1485.186","1322.575","2255.283"
"M220.8761T22.8","220.87612","22.78162","980.3127","745.6592","976.2011","813.0282","1175.399","799.2717","977.8161","725.7949","1167.805","1054.157","507.7621","300.7286","404.4166","364.3114","393.4144","606.8184","574.0086","583.7764","716.8014","359.5821"
"M221.0454T185.3","221.04539","185.31794","2043.799","1012.595","2057.346","2284.101","1124.656","1910.879","2893.179","2822","920.8625","1571.948","433.8717","369.8414","536.7886","757.8153","817.2525","1128.946","731.3456","706.5957","868.9149","461.7024"
"M221.0667T147.3","221.06668","147.34603","29182.97","21966.15","20744.39","21397.98","8165.704","17266.59","22768.32","23172.31","15743.15","15942.63","20301.81","8978.574","12315.15","10503.58","7981.594","17072.86","14359.5095","14863.71","14617.33","15189.84"
"M221.0455T217.9","221.04553","217.89601","2554.457","952.2856","1482.336","1935.756","549.3451","1266.129","1112.264","1097.403","787.6933","866.8779","10340.62","6337.179","12593.78","13054.35","11449.13","4889.429","5236.676","3700.629","5586.373","3355.919"
"M221.1032T158.3","221.10322","158.29106","7670.333","6067.761","6973.273","5567.608","1478.284","5456.132","10062.54","9199.516","4721.682","4522.174","30762.37","18915.94","27704.09","15003.25","23343.66","8058.471","8908.0241","6250.922","7283.781","8737.513"
"M221.1187T474.4","221.11872","474.42624","5668.225","5244.414","5269.984","5072.108","5596.753","5550.982","5812.223","5880.522","5755.585","3825.714","6498.247","5631","5144.401","6071.741","5513.676","5741.938","5044.6891","5559.778","5750.863","5253.253"
"M222.071T147.3","222.071","147.30956","2753.592","2415.077","1753.952","1145.196","804.4701","1482.852","1886.005","1549.172","1185.847","995.9188","1939.345","968.6722","1287.233","757.4199","920.322","892.4995","1385.067","892.0255","804.0203","948.9987"
"M223.0246T136.6","223.02457","136.57251","2105.284","3890.523","1232.032","1279.059","209.4279","1107.898","836.4746","768.6357","178.7474","136.0772","7325.64","4452.447","4587.529","6705.199","4875.275","4244.249","5603.5459","7672.652","5694.047","1368.017"
"M223.061T283.5","223.061","283.53549","67122.53","123020.6","65412.62","34171.87","15469.47","15657.88","56437.2","57549.51","1135.877","1095.524","194187.1","120552.4","29354.57","51532.25","38259.6","71021.79","93439.363","116845.1","111679.2","112811.4"
"M223.0616T226.5","223.06162","226.54446","2954.7","3140.879","2953.479","2645.414","1284.687","2089.377","2513.213","2426.88","1721.215","1043.596","8055.992","7452.466","9130.349","10406.85","7361.452","5730.52","5779.1462","6227.083","7372.435","3794.897"
"M224.0569T66.4","224.05689","66.36788","25643.42","20986.57","18420.42","19511.16","7593.462","14056.14","17779.89","18439.18","12317.32","12263.83","36807.24","21143.23","40828.58","43733.41","34402.81","18973.8","19914.2414","19001.76","20584.28","13408.82"
"M224.0639T283.5","224.06388","283.53199","8191.936","14428.75","7696.682","3551.562","1078.408","2334.192","6474.4","6790.167","270.1577","227.7668","24022","14125.94","3039.502","5555.443","4570.001","8689.155","11454.1457","14032.48","13739","13376.21"
"M225.0612T282.3","225.0612","282.34389","23391.02","13985.92","23594.67","21166.12","8812.681","15243.95","14617.15","15125.24","10312.55","9957.978","59597.91","54102.12","69521.05","59417.42","63753.07","20863.64","35840.8422","25069.28","36663.55","33461.37"
"M225.0625T23.3","225.06251","23.25573","5499.015","5672.362","5590.617","5808.382","8680.073","6786.754","5953.976","6303.039","7351.411","6657.893","9382.274","11513.31","10804.73","8343.624","10290.95","12362.27","10542.9465","10947.94","11333.61","13321.32"
"M226.0643T282.4","226.0643","282.43836","1784.816","1309.812","1520.427","1406.783","492.2914","954.4361","1242.768","914.2041","550.4764","922.2381","4337.716","4485.828","5492.176","4863.764","5312.875","1274.922","2802.6576","2269.588","1878.04","2589.139"
"M226.9669T20.9","226.96695","20.92462","3684.224","2561.308","3721.523","3784.223","2511.941","4205.466","3025.112","3668.164","3317.284","3257.915","4607.039","4228.626","3732.223","4400.212","4292.524","3078.562","3222.7354","3928.382","4158.078","3413.793"
"M229.0229T23.2","229.02287","23.23186","1430.944","1319.32","1509.392","1352.596","2459.667","1064.667","940.4184","1157.578","1185.051","1271.294","2098.401","3715.559","2861.538","2105.254","3613.723","1424.6","2223.3285","2557.536","2881.441","2834.325"
"M229.0122T176.3","229.01221","176.28975","3479.753","2152.948","2886.577","2775.146","1462.154","1973.789","1702.486","1908.684","546.6667","1458.791","19604.46","12470.82","19632.34","18282.41","17583.09","7583.547","10546.851","8286.074","11652.79","9827.942"
"M230.0437T69.3","230.04374","69.25935","5917.807","5649.244","5518.838","4367.408","2946.926","2438.885","4245.057","3850.23","3378.372","3333.466","15031.95","11627.23","25741.33","27941.75","23335.75","6439.394","7686.1363","8000.441","8860.564","7770.158"
"M230.9881T186.2","230.98806","186.22832","1054.179","986.0817","1166.867","1218.179","564.9336","1324.939","1806.826","1904.786","1408.037","1629.686","171.7389","128.0539","108.7021","185.1305","167.3721","637.0554","562.6234","415.5082","415.7629","286.2017"
"M231.1604T487.4","231.16042","487.40808","17.342","8.004","17.67815","32.0112","16.6725","17.342","14.34265","28.0098","15.341","29.3414","12315.77","5786.559","9398.296","201.7373","8737.805","1987.053","8020.9506","7635.895","8653.695","11625.08"
"M232.8861T23.2","232.88609","23.17302","16973.04","16431.98","20696.04","18509.54","11082.05","18737.33","19443.16","18995.81","18593.1","17919.42","5463.561","5166.089","3424.311","5695.726","2876.909","6158.938","5878.7621","7705.63","6710.6","5902.613"
"M233.0443T250.9","233.04431","250.87711","490.1568","107.4063","363.1597","452.5934","131.0576","245.3824","351.1544","291.5664","274.7216","170.7827","2786.308","2330.865","3571.494","2859.238","2328.553","916.5166","1604.4084","1542.393","909.5347","1560.247"
"M234.0768T346","234.07681","346.04661","2331.748","1688.717","1910.002","2355.231","415.083","1432.383","2146.245","1153.429","563.212","920.1014","2786.601","1659.234","1739.478","3189.736","1806.23","2005.336","1259.0044","1980.766","3508.345","4310.565"
"M234.1164T155.9","234.11642","155.89893","3956.146","2770.969","3447.056","3657.886","1020.587","1493.578","2302.405","2451.745","1165.167","1434.019","1073.577","497.6983","520.6274","515.9526","603.5692","1420.671","740.7518","1076.068","664.0347","597.3799"
"M234.1165T217.1","234.11647","217.11328","181.3925","107.0278","136.0444","134.0951","36.67863","76.72074","84.36884","95.34638","47.01534","55.69538","2973.738","2750.786","2028.78","728.9735","2659.093","1387.62","2878.7214","953.4525","3055.063","3011.634"
"M234.8821T22.8","234.88211","22.77512","2496.765","3321","3441.202","3006.308","2166.113","3116.017","3317.542","3472.845","2908.667","3311.956","1151.55","749.4877","1008.711","1031.807","750.8213","1204.506","1164.5976","1139.054","1533.456","982.7453"
"M235.1183T234.5","235.1183","234.54177","39846.91","35935.79","28135.02","31248.61","15693.84","11693.64","14332.9","15438.72","12663.7","12091.14","12291.81","23929.5","17863.59","17943.47","21673.98","10427.25","7793.6631","9484.59","7326.093","8423.247"
"M236.0563T197.8","236.05634","197.82839","368.4954","826.3177","978.6229","1055.131","433.8575","535.2354","547.5742","587.216","498.7784","569.2504","15620.33","4621.873","7043.52","2717.618","3928.374","32159.73","46282.68","69609.83","27181.29","17383.27"
"M236.1219T234.5","236.12192","234.49418","4679.26","3907.416","3139.997","3102.085","1480.503","1521.974","1623.948","1861.626","1296.959","1307.707","1175.465","2827.085","1828.93","1528.115","2549.073","1113.923","1098.4623","1262.669","848.3922","894.8869"
"M237.0403T282.9","237.04033","282.86519","9153.853","12512.41","9849.594","9361.341","2225.257","4809.76","7070.973","6626.758","5994.463","5610.711","37934.35","17613.5","14643.12","12291.62","11342.48","28941.98","36145.7666","38246.08","34022.94","31582.77"
"M238.043T282.9","238.04297","282.86498","1786.893","1401.824","1778.889","1080.549","531.3452","1064.372","896.3808","904.4103","309.4323","1142.238","3224.549","2121.933","1996.408","1488.411","1291.765","3878.888","3980.7435","4635.849","4444.703","3339.224"
"M238.0701T216.5","238.07012","216.5339","20559.33","16911.45","20197.71","20381.85","8565.447","15803.56","16489.1","16184.26","11778.34","12752.77","12750.92","8045.298","10609.67","10927.99","10494.34","9321.389","9641.898","8823.675","9462.601","8410.276"
"M239.0589T38.1","239.05889","38.05011","7634.775","4979.516","7170.408","8004.166","4615.385","10551.17","10688.55","10467.67","9217.299","10011.8","1065.802","899.3879","1598.941","1043.204","1864.82","3399.083","3423.7213","2004.575","4333.499","1789.673"
"M239.8943T319.3","239.89428","319.27922","1496.031","805.7546","642.5319","1233.226","630.294","965.5147","803.4818","807.3766","746.3481","604.2819","6293.748","4554.064","5215.572","3557.578","2972.015","6095.681","4490.7614","2654.603","3316.162","1673.026"
"M241.0453T38","241.04529","38.00185","2233.798","2518.641","2537.328","3092.194","1786.771","1675.236","2525.55","2513.521","2613.979","1984.461","2209.122","17673.98","2027.704","2230.304","1608.201","2214.753","1311.8013","27070.51","2062.525","1897.098"
"M242.0456T346","242.04565","346.00233","3232.278","3122.614","2390.53","3122.172","876.4005","1956.591","3475.326","3546.637","1987.738","1750.833","4445.688","1490.298","2595.108","4984.614","4395.025","3518.467","3276.184","4045.822","6483.929","7646.48"
"M242.0548T26.1","242.05476","26.09869","104434.3","86011.18","94846.52","89003.03","46966.53","102320.4","88662.51","60913.99","87686.57","81074.85","52734.27","61082.48","67395.86","40822.66","54240.18","97084.22","88474.6112","66827.42","74465.45","50734.24"
"M242.1761T432.7","242.17606","432.70273","2400.793","3385.612","1391.218","1575.918","1587.179","2910.75","2731.751","1396.604","1530.006","1335.001","4161.144","2148.571","2060.091","3053.153","1901.443","1378.839","848.6667","1446.032","2217.628","1222.565"
"M243.0523T346","243.05226","345.99758","6269.342","2931.359","4315.233","5296.663","1201.295","3722.258","4675.474","5078.563","2131.796","1337.851","6808.798","4525.789","3347.254","7055.713","6723.784","4239.728","4783.6209","6523.717","8602.632","10256.42"
"M244.0592T346.2","244.05922","346.20457","2517.635","1368.759","1438.986","2160.531","468.118","605.3479","1691.994","1401.399","947.0367","904.0199","3460.73","1472.296","1528.681","3484.41","2732.798","1586.009","2186.5899","2547.646","3396.012","4564.854"
"M244.0608T256.4","244.06081","256.44871","1307.303","1259.992","1236.788","1499.326","427.1571","932.8107","1315.434","1186.022","713.9807","783.678","2970.112","3053.752","1636.053","5464.947","2775.459","2224.064","2516.6212","5250.809","4979.688","7852.663"
"M245.1389T299.1","245.13888","299.09889","239.435","153.7054","107.3688","177.4613","45.356","192.7756","197.3985","169.0591","104.3596","74.04183","2688.563","2043.232","4208.576","764.372","2131.631","347.1735","726.1166","1688.627","1113.112","1118.522"
"M246.0146T24.9","246.01462","24.92304","1665.833","1597","1808.811","924.924","2105.597","1025.358","1290","1257.082","1412","1402.81","3110.238","2607.972","2018.465","1888.364","2672.321","1258.163","1624.8242","1837.658","2122.055","1667.567"
"M246.0382T66.1","246.03818","66.07153","9113.358","7937.601","7125.376","7283.773","3451.348","5603.126","5584.004","5807.221","288.0779","5408.222","15756.78","11509.03","19232.02","20255.88","17951.57","8228.773","7914.7473","8920.243","9474.046","7308.505"
"M247.0589T234.6","247.05888","234.62344","879.5902","544.9623","642.682","462.9178","408.45","729.302","956.3961","1025.556","764.9835","702.8674","347.4772","1594.805","729.5417","1616.238","1213.315","1761.283","2167.5643","2219.643","1844.76","1792.025"
"M248.1331T167.3","248.13308","167.29794","1079.909","1186.27","1195.277","830.4506","933.8789","917.5835","548.5869","850.7904","514.0748","906.7618","9544.682","6010.871","8046.894","5470.243","6175.959","4947.637","4401.045","5085.472","5669.645","7488.409"
"M248.8984T22.2","248.89839","22.1992","1877.83","2145.429","1973.707","2070.796","1293.313","1609.085","1519.42","1750.541","2089.378","1938.129","899.686","945.9125","1037.921","1134.523","1007.595","1572.27","1116.4923","1313.433","1204.18","626.7271"
"M249.061T238.6","249.06099","238.56164","2894.16","3736.374","4027.236","3206.916","1863.294","1509.206","2513.647","1752.613","3363.749","3146.023","530.4768","318.7065","458.8879","940.5878","558.7172","2563.358","2232.4464","2749.708","2123.095","1706.003"
"M249.0982T191.5","249.09824","191.49418","2673.759","2791.938","2090.229","2951.727","1043.997","1165.433","2082.467","2064.558","1982.251","1103.844","1147.809","908.7264","736.4493","1123.927","1015.478","1414.95","569.0828","1160.667","1051.389","865.0666"
"M249.117T271.1","249.11701","271.11656","329.8117","161.0515","263.5124","200.3734","146.7488","183.0366","209.3752","205.7325","166.7","142.7808","2833.467","971.6667","2126.062","1473.675","1330.93","1520.411","2178.7555","1417.878","2143.662","1624.632"
"M249.1331T290.3","249.13311","290.34987","3062.614","1958.773","1043.947","1099.508","890.3306","1203.987","1189.673","1112.973","715.286","999.6279","23508.42","28850.63","61375.26","13804.06","39370.5","4882.64","9525.5367","12638.52","10828.12","19376.08"
