"","mz","rt","af9","af10","af11","af12","af13","af14","af15","af16","af17","af18","af19","af20","af21","af22","af23","af24","af25","af26","af27","af28","af29","af30","af31","af32","af33","af34","af35","af36","af37","af38","af39","af40","af41","af42","af43","af44","af45","af46","af47","af48","af49","af50","FA2","FA3","FA4","FA6","FA7","FA9","FA12","FA13","FC2","FC9","FC10","FC12","FC13","FC14","FC16","FC17","FC29"
"group","mz","rt","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C"
"M426.3702T667.2","426.37019","667.2","61113.63827","83955.84675","370393.892","238271.4943","114.7888144","44931.65489","19139.00853","134.020333","247934.8311","67071.18664","32274.41298","111.9499821","112.1947397","80636.31656","114.0367196","96833.90943","278577.3469","197.1688992","388.4657099","14514.33658","97101.43573","6780.974195","8130.969893","9878.047615","84922.47841","192.032143","823.2483887","134.8068614","131732.3525","18135.87435","121542.7451","38028.19219","21954.40598","4057.869775","16599.85851","23751.34946","114.7376724","814.6522973","6033.941695","1325.694735","180.1272215","27101.50132","125.2133876","168.3414698","154.3982464","153.7360227","202.3292608","204.5822646","386.430568","192.6627019","608.2100644","122.9920642","122.0368985","148.9439593","121.2056819","125.9441221","163.6878172","147.3279292","250.0861688"
"M470.233T291.4","470.23303","291.42","417.0966673","348537.241","782.5428507","2187.852189","55115.40797","499.7611997","349.5554293","1075.082687","846.3978612","149122.2404","307580.8288","202097.8832","232883.7468","3980.773351","2686.086565","1938.502741","313036.2764","228861.5139","21708.42903","410.8719682","459.7571506","668.6327734","1737.374724","335.2537195","166415.6476","28521.16274","103259.8363","3862.303827","35467.79217","58831.97015","2173.676226","16688.46526","367394.2397","3060.2509","1623.988425","112617.0145","38905.20331","2831.364722","1082.21231","186141.4279","5417.869647","3179.110031","53052.35549","233697.2764","46353.78482","368308.6027","73450.39172","53988.23705","281501.0437","176884.1379","120120.6876","2014.344352","360478.8713","26862.20975","21169.23441","148762.9717","4332.020178","54058.12021","1135.144539"
"M439.2693T433.7","439.26933","433.74","1273.256368","72730.81063","27060.1369","1431.978624","1219.92834","1470.926991","635.814727","21519.63178","39823.67892","71111.62427","204530.9036","228996.3487","112862.9392","1120.241585","3007.464873","44058.32038","367219.6629","162292.9905","55610.10452","1476.724808","20183.80987","70695.4849","76750.22318","45493.84679","70884.28733","45345.39869","8676.291472","13395.6051","49191.80054","25665.92051","17583.8087","639.8201245","6252.616856","6871.144991","28982.76259","1234.860188","25546.52728","12734.04914","1975.21401","4632.70101","125304.9777","54730.64576","121584.9265","150595.3566","15600.00308","139300.6059","42152.01727","33042.03721","30678.92716","53083.54597","338903.2994","21606.79802","25742.51037","101844.6715","858.8476049","225681.5556","49676.62778","76104.42131","25234.42729"
"M456.2139T306.3","456.2139","306.3","348.0996009","369.3651766","320.6029171","212.4547697","8830.805338","213.29962","255.7950617","360.6120751","214.5510299","2911.723453","212.4151937","211.0761248","217.8848308","214.5078245","7150.021083","268.4631533","210.1063967","309.9005793","238.5798712","260.9892059","205.0963677","331.1943253","207.7541283","221.6785552","304.3324669","315.4585369","219.2722185","257.2159111","5165.756167","75999.88127","440.0005538","19458.00406","1227.666323","247.0526696","367.9041777","211.2347555","239.5387598","2273.441644","213.4359658","268.0210419","212.6055571","217.9533516","1494.022247","267.5039366","262.1551786","366653.3334","387.0987111","226.6066254","264.3930843","224.5786665","416.9844366","1689.459273","430.9280176","226.867519","4829.295935","226.4461453","2429.19296","465.5164986","279.7285933"
"M510.4639T985.3","510.46388","985.26","280.8197323","148.4606392","156.5310708","277.3377338","149.1525042","213.9492717","154.9106621","1559.803781","152.2676971","148.8456428","192.7410523","154.6957661","150.1277152","154.6011003","151.1386336","211.596244","152.2718981","148.663182","151.5300869","251.0793672","212.4026486","149.806023","148.7420415","151.4087079","153.9044239","180.4796707","152.3420784","152.9319016","155.7971253","411.7334551","157.8454813","153.1490387","373.1244943","149.8636732","153.491235","153.9422186","155.1422552","152.4188878","272.1145545","155.0388202","153.4152642","901.3858104","43345.19475","276704.6899","70862.21494","18658.21855","26760.41806","34622.83966","151146.1481","25266.46978","52544.13892","25391.26251","366420.5234","18342.78178","157175.23","9426.576621","49754.17802","81888.90878","121843.4622"
"M667.0661T630.5","667.06612","630.48","492.5748213","1782.347693","4159.73725","682.6213668","223.0872164","50015.27773","17775.9224","214.7247053","444.6688509","3614.921915","218.3160405","2090.078554","1147.680758","8805.834784","462.1484716","8601.868201","214.9088325","379.0569309","265.5931771","216.4358984","578.8600144","220.9547495","219.520538","221.3109395","216.7202846","220.9826718","221.0951534","218.8596256","215.4423862","216.2953332","1434.42083","218.8807197","218.5580646","219.850724","219.9126355","221.6861813","215.7380771","221.8606479","216.2800368","217.8083327","218.3242345","221.3419363","1630.673852","343.5316932","3707.042259","393.1256563","234.9704563","230.667042","235.228293","318.3520809","231.8403287","929.3561841","406.5725363","233.8165445","274.6271963","232.8182363","668.700837","233.6544476","1488.06286"
"M356.3284T836.7","356.32835","836.7","522.3001463","666.2384054","705.5859045","39749.0164","348.0005259","214655.3792","247.4202547","261.1167234","281.1507625","319.5411755","253.3096101","1861.780154","292.3129805","524.6586968","1590.345343","9227.465133","90728.59794","1235.987643","687.019603","347.3665307","424.4908084","399.672718","875.6670768","172.0717984","3042.366784","14704.97237","908.1586435","1018.122466","1222.282775","171.1759998","87583.8474","283.4850154","513.4027487","436.2874729","360773.0192","19980.91095","1879.561778","228844.2043","610.884056","99339.92836","310.2562695","5203.394149","25353.92341","274.1239568","160497.6441","194.9301064","18110.37402","8450.273842","17596.1315","46602.41084","183.8570926","29221.73088","17068.87607","176.6950191","178.4640348","176.3158766","14897.86037","9834.999371","21777.51154"
"M536.316T384.3","536.31602","384.3","3281.189751","1167.138124","176.6848961","846.9695314","2479.178192","16297.44632","321.6654972","6267.64247","162.2825439","505.484306","158.6353094","160.396855","216.1684593","1671.812978","161.149912","11850.06708","762.535287","1066.42923","3354.189562","1976.990214","2281.075333","1640.643943","278.0426452","627.219511","582.1918693","3104.981553","262.6898866","1396.834276","1735.094826","718.8877762","2192.984273","399.7108484","159.2727732","2465.815121","10118.64","1361.367246","530.6283782","332.4830539","1067.541572","799.5717998","11468.49411","8941.866122","2821.131696","38568.5752","8998.631987","2269.1284","18281.97578","103869.9239","9331.25613","66079.19779","236292.6176","83381.18872","360186.5477","3877.290127","6943.293003","197292.9354","6732.659495","7918.848447","6264.014338"
"M437.1502T273.5","437.15019","273.54","144.5424665","447.97902","142.1879982","142.5973983","143.5430861","143.0763213","142.1790163","143.4566029","145.2492208","249.5445765","140.513215","144.2142855","142.4360949","193.3052561","145.0491501","360072.8635","139.6932261","144.683278","141.9535816","146.072021","141.0277692","205.4366937","140.1069221","141.7440032","148.6044298","95903.71713","144.565508","142.184802","144.5584827","143.8997955","144.2161932","36952.17006","149.3582587","145.589041","145.1263241","171.8282878","143.3973631","144.0572547","63572.45857","2620.21578","147.605333","142.3906305","450.9563176","151.5031272","151.023419","152.1405572","156.9962395","190.7766265","157.3436174","151.9746066","89000.77531","155.8497409","208.5271419","249.4674943","151.6133726","458.6099028","152.8341206","246.9394361","180.5161223"
"M634.4249T1009.1","634.42488","1009.14","939.4459324","772.5785836","1784.54859","805.4543158","769.156987","993.7170856","925.3295221","789.0228496","773.8062549","757.945385","1344.420729","775.6312479","768.2728096","1269.043217","768.5477091","772.8026515","1561.857026","765.0553828","930.9589723","779.9276423","1094.061044","1029.132867","780.9290261","796.8519159","1367.629886","792.3035534","789.2853031","807.7049693","1417.628403","1221.09032","799.0324308","779.0525385","806.6222095","771.909063","818.1899509","1133.046735","798.4109237","805.2981586","799.597961","773.4318486","804.2304956","813.5539166","1116.084625","845.7997695","869.37082","989.5331358","5854.967456","6913.158232","54567.80764","19275.01987","1222.81373","55680.98968","359118.665","832.5988692","15038.19365","835.2327601","85838.18665","1215.424489","862.7916565"
"M170.0216T89.8","170.02156","89.76","149.1911619","147.3836047","147.4504497","148.3346481","145.849584","147.9411092","1951.297139","270.2187361","315.7645793","259.59552","144.1131399","745.3439374","143.9471963","2801.143499","146.2763957","146.5116267","144.4753739","3907.845931","883.5454565","144.1269562","145.94045","536.0998005","222.5398985","187.3293338","143.7875816","371.0106589","144.3319048","146.4914819","304.9485513","148.6075574","146.6629829","1746.495021","416.9729443","144.9968619","146.0920898","3657.957139","143.0283309","146.1813125","144.2662568","198.6551994","622.5240814","145.1525491","49865.94078","5249.964728","358949.4065","363.0517505","208.4325679","455.4098447","268.9381058","154.9398334","21571.11099","2602.05853","540.0860326","247263.0702","49304.60257","5423.313557","421.3012354","3721.724035","157.1507578"
"M470.3389T530.3","470.3389","530.28","20764.89427","462.2716074","2777.488557","8943.856719","124.2540566","702.7746127","15401.20023","2434.122143","31558.29001","2295.352603","191.6341404","875.5582677","383.5124514","730.0111413","444.4155207","12403.74216","20630.09306","247.0362359","47093.54975","213.918278","29437.48593","4217.990661","7824.828692","819.674213","147.2533705","122.6357409","321307.7695","42892.35753","198380.2904","125.6291838","114122.3035","189.7364625","958.5202177","124.7199202","3575.195908","957.7995314","2683.095664","1054.687851","16481.37391","303.2885203","196451.4209","13674.49803","11302.50454","13777.70597","73121.36617","5181.190327","2404.047077","145024.4453","236527.9806","3378.281746","8029.596038","6515.523917","296799.6009","3854.589422","686.1268226","358515.4834","122896.9274","49948.4009","75639.45137"
"M338.3179T844.1","338.31793","844.08","380.3675422","274.1333966","546.8813044","282.8928761","272.9170487","426.6470435","275.904085","275.6450321","368.0804182","276.3455292","277.8413899","286.7900142","1037.327206","282.0072761","1317.108086","1717.429653","558.8004709","280.9966584","275.8265031","279.2730524","273.9013181","276.8737317","282.9188195","282.3389586","653.4640936","2809.739034","285.8303577","282.4472804","277.5101435","1488.931856","823.2372646","280.443082","276.2747407","290.3284896","286.2866568","275.6159636","285.1189651","349.321822","276.1313983","278.946827","282.9111782","367.5814395","57109.35491","291.1694204","356209.9653","326.9037908","39870.62562","17079.40422","36207.13847","105692.3433","295.4676139","64646.09149","37063.02616","283.8871414","353.859706","284.2016666","32718.97429","21976.70266","51095.30906"
"M272.235T453.8","272.23495","453.84","14993.62217","148058.5776","72126.31639","125804.8525","6021.272174","12435.39424","130946.0436","60073.01546","13093.09561","65470.71835","13179.3634","49500.54686","97589.78494","44078.13113","41776.06762","51170.31765","182993.1719","19116.506","26497.17442","37710.78254","17061.41914","24762.74624","110941.1003","5700.434653","288973.6676","124141.0951","59157.90747","24847.96024","167093.0032","32012.01924","17961.58294","143898.2985","19506.48053","16822.35834","355431.5385","110088.1112","18820.69437","9104.444972","146269.7729","34430.42339","227564.6579","12485.4203","41412.60583","315905.2582","260325.05","254041.9142","4745.609338","45722.88114","29932.76369","20163.86896","173154.9297","75505.54202","115813.694","40821.90468","56038.04991","80209.14713","4299.455128","44105.97286","9761.652485"
"M466.3112T609.1","466.31118","609.12","9143.40494","71076.0703","16998.73029","2234.302835","1077.370068","2732.099526","1979.556142","337.5682718","1648.152334","1378.413963","918.067855","1334.63448","215.5412232","442.5280162","1136.364857","1977.111123","2881.896994","588.5033352","1024.992065","362.5094126","261.0920115","306.133477","4280.679729","1237.286665","289.9879725","1613.864209","164.7867309","769.4868558","1130.369542","656.7721881","295.4151316","1022.626697","399.6097141","791.0317216","443.7477398","676.6077712","194.204632","115.7624551","470.5367861","215.5081065","1100.763658","820.5986361","355.4062878","254.8545283","122.1152537","1483.452062","816.2749748","268.1508871","207.7702369","449.1910834","143.2303547","122.036478","217.1251515","174.7817354","194.910787","157.9634949","179.6663668","184.6769958","393.0048157"
"M390.2762T390.3","390.27623","390.3","115894.0969","31144.91834","49810.7818","6260.812192","81353.73458","20800.50838","14730.21691","79744.3575","16987.57709","37229.33702","38035.95229","42833.89655","63109.57652","1221.362719","15318.60076","58740.10529","12795.88781","8190.399235","136276.4685","6451.956786","352954.2176","57454.26556","237654.5538","10453.08541","61008.2074","122282.5285","2979.328572","108790.7038","51273.01099","23024.56281","67552.32637","7961.434627","65673.09914","97398.26118","35683.12505","860.3477589","84695.26371","15154.88771","19289.30838","30026.65832","125060.8517","225838.4278","54445.02084","7261.935119","191435.8903","3106.749201","119107.0566","87221.30171","56810.85402","83772.30279","6810.416557","36345.90901","35143.68409","66145.63893","11705.66865","18345.54647","27915.95409","162132.1454","132475.167"
"M481.3162T546.4","481.31619","546.42","8377.752408","31440.72408","26046.01472","25243.91714","1079.509164","1970.491302","48453.83724","70741.11372","22616.18679","17900.84526","46975.74693","58133.74697","17498.84208","30785.35071","12368.21994","41331.67457","20844.19842","81682.99247","28755.8375","5553.673448","6625.699168","13032.38604","8661.010297","6264.320808","68007.30804","36871.48112","5046.944641","15402.04795","46401.0417","8543.985185","15556.66073","80088.88428","53289.7348","19362.12012","7418.566134","31747.95645","46482.93378","3969.872612","52502.21299","106852.047","7123.211522","16641.72054","176720.9739","42096.92223","35303.83023","23587.78009","39905.50256","44050.81776","12566.17537","18183.2504","75186.45129","250432.7967","83526.50933","350886.319","2403.626717","246102.0357","82667.61415","95956.87451","38091.14619"
