"","mz","rt","pos-Exp1_K-1-24_1-E,1_01_55180","pos-Exp1_K-25-48_1-E,3_01_55183","pos-Exp1_K-49-72_1-E,5_01_55186","pos-Exp1_K-73-96_1-E,7_01_55189","pos-Exp1_K-97-120_1-F,1_01_55192","pos_Exp2_K01_1-C,1_01_365","pos_Exp2_K02_1-C,5_01_370","pos_Exp2_K03_1-D,1_01_375","pos_Exp2_K04_1-D,5_01_381","pos-Exp1_P-1-24_1-E,2_01_55181","pos-Exp1_P-25-48_1-E,4_01_55184","pos-Exp1_P-49-72_1-E,6_01_55187","pos-Exp1_P-73-96_1-E,8_01_55190","pos-Exp1_P-97-120_1-F,2_01_55193","pos_Exp2_P1_1-C,2_01_366","pos_Exp2_P2_1-C,6_01_371","pos_Exp2_P3_1-D,2_01_376","pos_Exp2_P4_1-D,6_01_382","pos_Exp2_P5_1-E,1_01_387"
"group","mz","rt","control_Exp1","control_Exp1","control_Exp1","control_Exp1","control_Exp1","+P.indica_Exp1","+P.indica_Exp1","+P.indica_Exp1","+P.indica_Exp1","+P.indica_Exp1","control_Exp2","control_Exp2","control_Exp2","control_Exp2","+P.indica_Exp2","+P.indica_Exp2","+P.indica_Exp2","+P.indica_Exp2","+P.indica_Exp2"
"M160.0426T57.2","160.0426","57.19601","20808.91","34645.12","29104.64","33897.5","37167.72","9446.893","15548.25","15157.82","10295.76","8459.233","5726.5","5936.695","6943.054","6542.299","6905.157","5432.064","5191.327","4290.752","6765.598"
"M160.0693T467","160.0693","466.95466","1037.725","666.2791","625.3623","1351.241","761.751","557.62","652.6237","365.0742","770.857","6349.558","9590.767","9057.086","6727.423","10343.31","8600.552","10270.15","3378.54","9600.661","10255.22"
"M160.0752T221.2","160.0752","221.15084","54101.56","48342.54","37232.18","70951.07","45170.75","1210.803","2818.7","3904.47","2296.121","185599.4","210043.6","232379.1","292090.8","230416.5","94794.62","127461.4","34076.55","150514.6","143746.8"
"M160.0748T189.2","160.0748","189.20762","4950.77","3913.522","2997.338","6324.021","1918.331","534.6103","645.7924","658.1973","647.4057","23742","26087.82","21054.14","31669.08","22498.22","5523.141","5684.987","3818.544","8438.523","9213.184"
"M160.1315T237.8","160.1315","237.7624","2579.726","1843.645","1810.09","2553.223","1797.276","321.735","399.4987","411.8475","528.2888","4372.689","7985.233","5745.872","5481.45","5940.951","1448.752","682.0045","649.5543","1447.081","421.0663"
"M160.4826T452.7","160.4826","452.69311","4958.46","3449.215","2752.595","4919.878","6192.922","4360.522","5174.126","5301.102","5926.587","1428.821","1607.432","1389.119","1597.72","1766.254","3168.361","3315.651","5007.733","1554.274","3245.226"
"M161.0642T181.9","161.0642","181.86363","24656.73","13671.85","9358.448","19565.21","8086.377","4857.893","1908.621","3726.587","2654.455","6468.707","2277.538","1684.31","3263.7","2183.343","3058.609","1576.204","1390.971","1421.007","1093.092"
"M161.0601T298.8","161.0601","298.75429","2663.561","1735.365","1836.622","2764.793","1492.909","567.9574","834.5837","733.5825","857.07","2346.248","7605.969","3725.995","6527.18","4483.675","2053.704","2783.785","2346.245","2770.953","3126.715"
"M161.0611T191.6","161.0611","191.62724","2807.492","1981.084","1363.683","2831.54","1544.328","526.6201","469.6418","765.4233","514.8423","3870.026","2317.661","6062.551","5630.984","5307.101","3982.776","2957.536","2305.43","2003.994","3992.903"
"M161.0952T419.3","161.0952","419.3114","1431.973","844.4171","617.2257","1614.002","730.8897","413.492","321.3824","427.9093","421.509","142347.7","27833.05","104224.2","20720.67","28841.28","1101.591","2343.926","1386.487","2445.087","2182.426"
"M161.0781T220.2","161.0781","220.21638","7445.87","6315.993","1447.477","9093.627","5190.422","392.5152","623.8188","687.7263","617.0905","21206.27","25515.29","27057.27","35365.75","28399.88","11704.85","16003.71","4217.213","17739.54","17742.96"
"M161.0779T537","161.0779","536.98178","2083.751","5028.275","459.7853","814.9973","756.6387","339.7012","675.5859","279.7156","288.0119","5491.512","5650.96","6641.738","4770.673","5876.224","4905.469","4080.512","1568.402","7750.518","3674.355"
"M161.5971T42.8","161.5971","42.77133","9837.139","7741.003","4186.439","9520.194","7388.866","129.8372","183.5505","145.1907","213.5564","22816.6","14803.88","13796.42","12601.37","9818.864","985.3186","1413.339","245.6137","2207.841","834.5037"
"M162.0548T282.3","162.0548","282.31664","19285.72","22574.76","17345.49","25431.62","15246.13","3345.251","5085.289","4542.028","3656.451","12783.25","12855.93","10823.54","18013.76","12585.48","9454.217","7403.243","9294.726","6077.476","8660.145"
"M162.0546T304.8","162.0546","304.82638","3890.162","41674.82","26759.48","33919.89","35418.63","7977.389","8586.772","6620.082","6640.352","7683.326","19519.75","12475.05","21544.89","15666.02","6849.921","3986.179","5164.509","3695.976","5805.731"
"M162.0583T154.8","162.0583","154.78557","1246.131","1079.945","640.8168","1368.301","1042.508","347.7074","411.7194","294.984","236.2705","9561.628","11389.68","14341.8","13936.31","9410.563","5569.511","5260.095","3589.982","5807.91","5932.049"
"M162.1306T253.5","162.1306","253.52922","1457.732","877.8026","1181.644","1319.092","962.6023","116.1403","207.5501","195.5535","138.8116","31961.16","51804.72","49988.19","54957.52","45880.46","5946.075","12816.48","1089.405","20277.25","16297.01"
"M162.5592T495.8","162.5592","495.7755","644.4139","330.5179","279.6493","625.066","284.9874","164.8452","162.4786","173.5705","182.1801","7911.519","9337.984","8674.314","5703.713","8766.609","6011.339","5274.497","904.5695","6527.35","4614.126"
"M163.0594T72.2","163.0594","72.18385","8446.426","19597.13","43463.87","50111.56","13750.02","9343.966","28235.97","20605.08","17816.24","527237.8","945466.2","802887","547230.5","518226.7","1341.072","40662.71","39644.01","56216.47","23475.71"
"M163.1321T288.7","163.1321","288.72916","123864.5","81463.24","127987.8","135332.1","81149.11","14674.89","28351.06","31917.4","27961.73","100315.5","49467.72","71182.04","127107.9","84031.98","18397.79","20034.1","29956.32","35912.54","21052.8"
"M163.5662T414.9","163.5662","414.94141","1722.974","915.8471","909.6596","1458.457","945.4119","436.8788","410.5125","404.7868","433.4021","8369.435","11787.15","13651.54","10971.23","12043.62","18134.66","18882.68","8340.124","15089.05","14768.96"
"M163.5668T337.6","163.5668","337.63631","1838.752","1048.146","704.0494","1696.978","994.7714","504.6004","412.8568","471.2642","208.5815","7641.869","7909.348","8013.711","4960.58","4835.379","6531.262","5647.718","2286.102","5217.69","4342.305"
"M164.0007T452.4","164.0007","452.39651","1660.141","2433.91","3075.7","1210.412","2562.046","1356.021","2300.144","2058.682","1743.394","675.961","541.8804","698.4102","566.4946","1098.489","841.7618","860.8431","849.1145","524.1183","1189.044"
"M164.1352T289.6","164.1352","289.58748","11582.84","6635.534","12211.43","11029.45","6603.11","1271.444","2520.917","3360.403","2847.054","9443.663","3398.64","5790.121","11016.32","5464.338","1375.276","1230.096","2058.013","3681.079","1564.674"
"M165.0517T130.1","165.0517","130.07635","18022.99","19231.7","17338.48","19149.47","19241.03","6743.994","8806.064","8376.609","7634.273","6415.738","6978.904","7625.937","8118.939","5254.574","2799.315","2527.48","2577.856","2009.046","2702.2"
"M165.0894T251","165.0894","251.0407","89526.93","13871.03","18542.51","112035","23686.56","1358.159","1573.422","2008.006","645.1824","27039.6","36209.37","13931.52","84944.19","21814.91","3046.153","1434.905","1742.93","1660.825","1388.256"
"M166.0336T266.5","166.0336","266.49987","5197.337","13028.52","12135.09","6030.603","11694.09","4796.629","6629.092","6618.12","4043.209","2521.281","2067.523","1550.352","1974.643","3958.125","7797.84","6889.811","10905.73","3504.128","7604.16"
"M166.0441T478.6","166.0441","478.60747","80.61129","233.0644","371.0143","314.0928","314.6876","182.5026","279.2949","189.5897","180.5703","500.742","909.9678","650.0735","1533.552","1195.954","1214.735","1070.935","1282.185","207.5792","2063.82"
"M166.0306T65.4","166.0306","65.35092","3233.358","7531.462","6796.056","4748.172","7131.423","1422.641","1606.862","1190.455","851.7725","2569.159","1543.702","1831.648","1772.66","1611.263","1211.36","1247.63","1117.36","883.2377","1041.122"
"M166.0499T46.5","166.0499","46.50682","72006.35","79579.91","86700.56","93645.37","82064.05","14520.96","9914.907","9500.793","8788.972","38399.29","30004.91","32193","33126.04","33980.38","12013.07","7476.188","8033.456","4820.137","9407.386"
"M166.0856T72.6","166.0856","72.55863","505391.8","550195","263370.8","397913.5","318937.4","58687.47","48472.32","62645.95","89110.44","172903.1","152727","120783.6","126011.3","112343.7","31708.57","28410.26","26331.91","48038.08","26431.39"
"M167.0123T20.9","167.0123","20.94426","3720.836","9308.403","7090.905","7726.46","8947.364","3372.754","9152.023","9576.609","9827.886","16828.94","19942.94","19269.45","17606.08","20517.34","2013.678","6998.738","7919.264","8404.159","5476.251"
"M167.0703T223.9","167.0703","223.90472","54466.42","293323.3","83670.68","90506.1","151783","1773.418","894.4309","1463.462","2274.709","68729.26","15778.16","32210.69","33522.06","16024.34","1817.009","1707.923","2250.017","1264.702","1763.797"
"M167.0923T36.3","167.0923","36.33186","139948.9","222818.9","192548.8","219241","227987.8","36897.21","47389.21","44172.51","53601.37","212613","147581.9","135711.3","150541.1","138373.2","30376.06","39226.92","42285.16","36515.46","34987.97"
"M167.083T352.8","167.083","352.77036","42398.84","17786.76","17926.8","39053.21","13456.48","11281.73","7205.583","11169.73","12693.11","13746.05","17902.7","12557.88","19252.82","12513.38","9357.757","5686.041","7945.595","6416.474","6261.484"
"M167.1414T454.8","167.1414","454.78726","1913.314","1034.836","1093.527","2179.97","1310.618","270.9373","369.7027","234.234","394.394","12369.29","12654.67","10828.96","7798.52","8197.669","1749.748","1544.313","774.7498","3826.356","1029.136"
"M167.1401T338.8","167.1401","338.80087","3074.262","1643.625","1447.922","3718.423","1411.762","199.1592","516.0792","666.4644","183.6267","14473.37","23077.78","13171.69","7277.855","5645.937","1153.336","1770.878","695.8688","2631.027","1781.758"
"M167.5329T371.3","167.5329","371.32211","6089.694","11325.21","10273.53","5115.071","15458.26","13879.05","14705.96","11756.15","12377.45","1690.835","1703.5","1399.504","2332.827","2055.557","2796.574","3850.966","9265.594","2053.713","6483.846"
"M167.583T352.8","167.583","352.79784","7346.826","1717.36","2284.069","5676.425","1647.094","885.3061","815.652","1631.637","1190.744","707.2881","662.6674","922.3592","2699.175","1280.011","885.9251","770.913","775.8102","464.4756","1263.848"
"M168.0623T185","168.0623","184.97983","6314.488","4212.997","4532.079","6702.69","1737.254","2054.283","1620.953","1800.581","1393.74","1542.353","1599.44","1320.104","2183.402","1712.051","1446.806","1199.985","1074.631","1077.022","1245.133"
"M168.1202T51.4","168.1202","51.38278","5424.341","8336.25","11480.6","22051.8","10145.06","4002.761","5628.476","10272.17","10357.02","21524.56","36059.57","21273.29","32586.5","19754.12","12724.55","3585.142","8123.141","8659.464","11397.9"
"M168.4887T452.9","168.4887","452.8898","9545.28","14789.93","11375.04","9099.855","14092.94","7466.318","8381.262","8879.385","8037.412","614.8371","2610.602","2758.344","1350.149","4280.408","3235.851","3786.43","6534.825","1760.428","4330.89"
"M168.6235T179.3","168.6235","179.30389","1503.198","1126.471","1358.758","1233.303","1565.901","240.6378","253.988","218.2471","208.5577","32676.55","33188.32","33093.44","27688.99","31233.19","1286.961","1989.234","161.1825","5277.201","1110.72"
"M169.0492T198.6","169.0492","198.64571","9508.846","13991.44","15537.12","14498.69","18978.62","8712.075","10564.16","9233.876","9234.146","5952.254","8095.035","5584.682","12366.03","6410.172","5999.47","5321.977","10028.18","3464.993","7081.874"
"M169.0855T237.4","169.0855","237.40132","462901.2","59261.61","126375.4","411218.4","127093","3159.448","5078.425","7406.646","5026.891","198195.5","107969.6","59125.51","361014.4","90498.53","9265.968","3671.975","4368.881","3659.63","3467.338"
"M169.0752T467.2","169.0752","467.20587","5082.558","1559.199","1687.778","5996.94","1959.287","616.3703","713.0864","926.0571","943.744","7587.999","11844.42","7996.805","8670.773","11002.69","5947.685","6409.562","2670.144","6029.852","6310.645"
"M169.096T75","169.096","75.02097","39396.08","57740.35","52377.86","67243.15","70605.98","8610.947","8894.182","10348.45","7952.545","40323.14","38139.17","39397.27","41876.53","40094.14","7133.964","6377.126","7540.898","5984.224","6100.811"
"M169.1211T441.8","169.1211","441.84786","6081.008","1575.826","1448.625","5652.461","2163.313","492.6754","457.2188","427.4464","518.96","33650.59","25492.73","32277.68","17613.27","20109.63","2745.409","3443.44","754.3675","5926.641","1297.62"
"M169.1206T328.9","169.1206","328.88063","11462.23","2321.502","3971.204","12190.09","3856.918","537.3375","560.3663","626.8952","567.273","18772.43","21270.44","26220.01","13950.87","17623.9","3277.941","3623.516","1102.652","5984.932","3375.765"
"M169.1573T594","169.1573","593.98922","156.8113","90.7068","155.436","151.7768","121.3817","9.679145","32.70349","15.68561","27.69559","18575.76","19986.18","22044.6","16597.32","11447.05","3558.725","3574.951","368.0869","6497.261","1779.458"
"M169.4873T453","169.4873","452.95066","6788.212","11204.39","9820.586","6426.44","9193.098","5500.495","5601.002","5659.704","5743.404","1668.623","2066.668","2434.764","2244.052","2214.392","2651.786","1819.369","4790.06","367.7374","2496.824"
"M170.0825T38.3","170.0825","38.30754","3986382","4603141","4542282","4557117","4361276","862088.5","1099685","1091208","987158.9","4237864","3682072","3725661","3864534","3996303","1766059","1579357","1419645","1284516","1600741"
"M170.0823T537","170.0823","537.02871","1861.644","2038.595","2284.612","3285.115","2232.385","668.052","689.0746","708.5268","796.5786","12740.84","17290.27","16309.73","13378.46","11664.19","6599.436","7740.167","2866.578","9931.964","5866.975"
"M170.5616T219.2","170.5616","219.21832","5819.813","8331.538","8049.301","5703.276","7745.147","1869","1587.169","1374.562","931.4963","1303.522","1186.152","1287.55","1408.543","1768.102","656.3775","676.2712","992.5021","426.8023","510.6979"
"M170.5833T537","170.5833","536.96028","528.2118","267.168","226.0357","504.1612","426.052","275.9394","172.8393","245.294","273.9634","1429.171","2615.978","2797.168","1249.255","1909.169","1493.759","1331.194","193.5377","1357.361","767.0724"
"M170.6023T59.3","170.6023","59.31685","4209.777","5169.368","1963.26","3341.857","3061.57","185.571","218.607","195.2445","159.5147","52468.97","30879.95","26427.8","25365.48","24592.16","4239.132","3865.562","475.5674","5637.286","2563.445"
"M170.9913T452.7","170.9913","452.74606","8682.501","14073.38","13629.55","10613.77","16237.66","6491.052","9885.533","9988.975","9563.744","2518.062","3213.853","3294.781","3786.827","4867.163","4162.271","4980.704","8179.02","2838.21","5810.483"
"M171.0841T38.1","171.0841","38.0693","490889.9","615394.9","613469.3","606200.4","556984.8","84250.3","110486.9","107307.5","96686.48","571335.5","450081.4","463929.6","475375.6","517768.3","176895.6","159282.1","141517.1","125519.6","160479.4"
"M171.0656T64.6","171.0656","64.6362","40277.03","50972.93","49555.64","47800.8","59121.27","17944.54","16721.32","16101.42","24085.28","23341.5","41601.97","29895.45","39945.18","24091.32","2249.269","2407.533","27675.24","21336.09","34028.11"
"M171.0983T192.6","171.0983","192.57259","211749.4","172734.3","270176.5","246465.2","261119.1","67960.94","79742.21","75019.23","78901.82","78797.19","48222.01","64430.7","52458.42","41210.37","65374.05","35661.63","45901.77","33092.4","37600.64"
"M171.1T308.5","171.1","308.4789","33417.19","14240.77","19710.15","35382.73","16123.49","4175.39","2515.037","2616.645","6349.374","9901.697","16414.78","13453.67","16853.38","12585.24","9612.187","6799.36","3908.898","6270.417","5564.58"
"M171.1111T154.4","171.1111","154.37556","13542.96","25188.57","24334.09","26239.5","30711.23","4749.841","4916.48","5942.64","5668.806","9745.754","7133.809","11026.8","11475.25","9954.524","2165.216","2875.924","3182.683","2083.935","2078.807"
"M171.1368T508.1","171.1368","508.0776","3078.2","2827.285","3769.218","7643.773","2411.69","7990.799","10168.39","11179.01","18944.32","16173.07","19988.47","26040.94","12613.86","3803.505","26317.49","30625.74","25418.61","35784.01","34691.2"
"M171.1475T323.3","171.1475","323.30638","6538.274","3289.5","1304.311","9350.824","5862.437","8498.118","4640.972","6093.274","3430.583","4053.598","5111.527","4851.971","7706.423","2884.072","5043.455","6141.344","6386.263","4920.407","4673.735"
