"","mz","rt","neg-Exp1_K-1-24_1-E,1_01_55195","neg-Exp1_K-25-48_1-E,3_01_55198","neg-Exp1_K-49-72_1-E,5_01_55201","neg-Exp1_K-73-96_1-E,7_01_55204","neg-Exp1_K-97-120_1-F,1_01_55207","neg_Exp2_K01_1-C,1_01_342","neg_Exp2_K02_1-C,5_01_347","neg_Exp2_K03_1-D,1_01_352","neg_Exp2_K04_1-D,5_01_358","neg-Exp1_P-1-24_1-E,2_01_55196","neg-Exp1_P-25-48_1-E,4_01_55199","neg-Exp1_P-49-72_1-E,6_01_55202","neg-Exp1_P-73-96_1-E,8_01_55205","neg-Exp1_P-97-120_1-F,2_01_55208","neg_Exp2_P1_1-C,2_01_343","neg_Exp2_P2_1-C,6_01_348","neg_Exp2_P3_1-D,2_01_353","neg_Exp2_P4_1-D,6_01_359","neg_Exp2_P5_1-E,1_01_364"
"group","mz","rt","control_Exp1","control_Exp1","control_Exp1","control_Exp1","control_Exp1","+P.indica_Exp1","+P.indica_Exp1","+P.indica_Exp1","+P.indica_Exp1","+P.indica_Exp1","control_Exp2","control_Exp2","control_Exp2","control_Exp2","+P.indica_Exp2","+P.indica_Exp2","+P.indica_Exp2","+P.indica_Exp2","+P.indica_Exp2"
"M291.1209T363.3","291.1209","363.25954","21625.67","2091.723","2445.868","18682.13","2226.181","1059.241","730.5214","711.9024","929.4392","73956.12","62744.99","57158.7","62550.55","40051.8926","5422.94622","6090.15983","1223.507","13334.4475","6291.02"
"M291.1371T285.2","291.1371","285.22674","9846.444","2941.404","3627.882","9050.211","3201.794","861.1169","1066.891","848.1687","762.7321","68814.17","71956.41","77795.54","67054.83","53092.0915","9873.0234","14309.04725","4742.458","44859.88846","10944.83"
"M291.1881T491.3","291.1881","491.26262","14212.34","10717.18","10053.12","8194.955","12329.48","438.2071","633.6913","594.5762","372.5438","64234.66","89334.51","80873.92","82544.98","84537.0454","40351.21952","33276.91776","9438.676","33475.57696","28958.29"
"M292.0747T282.9","292.0747","282.94065","6265.064","9045.536","7863.192","7936.05","7297.004","2505.806","2107.931","2353.163","1839.954","9372.978","10599.29","1670.536","2280.139","8108.3007","2246.27874","1991.78144","3682.12","1481.70313","3310.98"
"M292.0796T198.7","292.0796","198.69474","3087.306","1738.377","1678.155","2916.616","2378.601","423.1781","574.3042","420.2604","650.52","3132.966","4734.234","2863.668","4466.626","3756.3193","2025.80097","2096.59053","835.1675","1993.93473","3301.646"
"M292.1282T61.1","292.1282","61.13844","2111.884","1581.952","3301.443","7487.351","2587.788","432.2901","464.3115","543.5252","417.8773","14231.53","12175.52","10428.1","7568.64","9452.6115","1334.41308","1018.31724","733.0352","1509.8784","372.5703"
"M292.1916T491.3","292.1916","491.34133","2612.871","2414.616","1843.291","2145.226","1943.778","199.7611","149.4039","178.4176","111.7286","13231.07","17398.86","15738.52","16833.19","13309.478","7659.25973","6262.66236","944.6639","6596.42413","4580.204"
"M293.0961T495.4","293.0961","495.37808","3567.338","734.1051","788.1367","1990.727","579.8988","437.914","268.2144","424.2698","255.1623","43875.73","54892.65","52925.83","45185.27","60503.2212","17417.32692","13713.55435","2906.136","18109.3835","15118.62"
"M293.11T83.7","293.11","83.65496","14610.5","8938.588","13033.31","16505.74","17703.65","2360.168","1431.37","1906.524","2083.658","67108.46","62432.69","55538.28","3507.032","48592.105","6397.88806","816.61905","2532.53","10394.6873","5852.864"
"M293.1135T151","293.1135","151.00821","9039.351","3888.943","5682.831","7213.796","3938.856","1361.925","1893.514","1729.382","1515","15179.38","12366.69","11710.41","12504.34","9652.712","1776.55388","2397.30069","3215.543","1697.15328","2349.57"
"M293.14T188.4","293.14","188.41775","103547.9","122352.9","110785","107890.7","123706.8","7104.012","7493.071","8407.668","6977.063","56643.68","61875.3","54837.5","49265.62","49165.7184","11993.45735","11395.30369","4820.594","30996.79143","8576.262"
"M293.1546T295","293.1546","294.95288","0","196.7913","120.2886","68.3994","102.4306","41.68571","74.72","82.73989","68.0544","32789.38","10289.58","32647.03","43002.85","49032.3583","16107.6696","10857.89109","12290.24","15644.172","16601.36"
"M293.1744T534.8","293.1744","534.82871","233627.5","285709.7","148667.8","145712.7","238278.7","46533.56","37090.75","49433.11","41072.19","76301.85","95277.94","123717.2","103065.4","122165.612","22134.21823","22233.82606","20863.19","25572.74989","19954.49"
"M293.1749T576.7","293.1749","576.74662","600755.8","168200.3","171635.5","352149.8","140742.8","26870.48","24529.07","26039.48","20108.06","269911.4","165314.9","177567.8","339277.8","256357.922","25042.51674","22373.97","17536.67","23849.96712","23201.07"
"M293.1464T147.8","293.1464","147.80436","1909.779","1442.697","1155.236","1537.665","1317.594","481.6221","283.1132","277.6889","302.2416","12752","16537.76","14095.02","12469.79","11792.4401","2255.65872","3417.3745","2008.939","3611.23758","3043.04"
"M293.1747T543.5","293.1747","543.47089","106885.9","217901.5","51919.52","54629.72","75201.39","16568.77","21714.81","20623.94","22440.2","45199.45","74687.85","5762.207","57044.37","87539.8493","45056.09781","40430.52381","59366.37","22656.29246","51896.6"
"M294.0538T196.8","294.0538","196.83391","17197.46","25079.87","23964.03","22603.96","22408.01","6545.113","5920.615","5816.195","5421.667","11731.01","8491.12","8267.863","9247.905","8810.865","5589.8016","5191.1496","6372.427","4742.90666","6687.747"
"M294.0624T357.3","294.0624","357.30735","2773.847","1068.627","1229.928","2511.004","1051.569","1673.252","875.9461","1782.655","2553.041","14349.33","14738.19","9246.507","5799.096","12942.2803","3021.54624","3242.2584","1433.615","3971.12724","2095.629"
"M294.1446T188.3","294.1446","188.27006","16474.72","19830.09","16543.98","17002.18","16625.56","1037.518","1016.994","583.625","1284.266","9847.814","11044.5","8949.462","8649.779","9185.7574","2449.614","1698.6348","2791.619","2920.793","1888.164"
"M294.1577T295","294.1577","294.96226","81.54126","168.847","200.509","73.79424","194.7629","32.35047","22.6848","33.6936","36.0288","4483.818","1424.076","5261.013","4827.657","6372.1266","2232.449","1423.21518","1909.69","1888.22655","2451.577"
"M294.1482T148.2","294.1482","148.18999","1015.919","589.75","485.617","860.698","631.1136","377.4994","266.784","258.827","252.7778","3792.108","2436.488","1995.205","1550.627","1338.901","485.61882","837.0024","421.7393","491.61585","480.384"
"M294.1779T576.8","294.1779","576.80047","114860","31257.41","31558.6","65615.69","26479.68","5289.04","4404.27","5051.854","3852.585","51795.53","28760.82","34356.78","65981.9","49996.646","4667.3976","3347.3862","2892.542","4314.87","4002.857"
"M294.1781T535.3","294.1781","535.3167","44185.51","53207.87","28737.95","26351.96","48521.36","10060.69","6773.218","9315.437","5686.212","16051.42","18636.2","15766.01","22186.61","12383.1348","5407.0355","4838.44717","4241.064","5802.66795","4989.827"
"M294.8565T347.9","294.8565","347.94983","1911.237","1229.039","1730.435","1498.194","971.1816","286.5109","416.1456","262.4251","261.5424","11267.65","2893.139","5030.808","9344.437","11090.4111","2821.5888","803.46895","619.0604","458.32714","3555.331"
"M294.8944T21.9","294.8944","21.9116","1939.076","2932.215","3004.795","2407.998","2368.533","1872.782","3602.269","3446.088","3712.5","9415.157","13358.34","12814.29","11983.45","13128.4116","591.50229","2762.03665","3666.999","4203.94962","3039.807"
"M295.0836T59.2","295.0836","59.21814","34926.55","44336.82","43888.91","46005.7","45377.34","3848.05","4693.064","3367.95","3431.888","14672.95","21108.41","20502.1","20169.17","19615.5838","5812.43617","4555.421","3852.467","3855.19402","5706.408"
"M295.1048T222.3","295.1048","222.30096","12549.41","3336.988","2703.83","10731.73","3353.155","1693.513","2099.345","1903.654","1391.485","17925.97","12804.86","9824.898","18075.03","14672.9758","2317.33797","3307.64707","2269.334","3890.1096","2325.147"
"M295.1351T185.4","295.1351","185.44126","88140.5","6395.265","16131.68","61376.69","6664.045","4442.551","1758.352","4257.206","2953.83","39017.19","9969.214","3771.776","36892.97","5756.971","2794.97647","1735.31972","1747.027","1198.57786","2347.868"
"M295.1447T358","295.1447","358.02569","19333.22","1443.12","2339.097","14455.71","1363.865","449.8645","273.8363","361.6224","374.7676","83847.56","74570.69","59746.06","39407.77","16113.5614","8096.198","4222.65713","605.484","21650.75229","3457.167"
"M296.0792T150.9","296.0792","150.94468","2798.993","2413.594","2095.648","3140.037","2237.343","573.0819","580.3335","532.092","597.2089","8925.155","8184.73","8294.736","8466.228","8838.9107","2060.29423","2372.40955","2415.475","1509.8736","2316.072"
"M296.8547T348.1","296.8547","348.14633","3325.472","2445.492","4414.464","3122.522","2654.659","165.4514","295.3924","211.7271","128.7586","22962.44","7062.322","9161.472","19093.19","21198.4218","6096.54","2162.90678","1096.64","786.79255","6907.377"
"M297.135T322.1","297.135","322.11545","52691.11","4066.669","6403.147","43418.64","4803.792","1223.54","1100.546","814.5047","847.6299","36636.28","33958.04","35322.86","40850.01","22493.6011","4982.6496","4948.86586","1317.128","8127.395","2060.977"
"M297.14T157.8","297.14","157.8408","8943.684","27771.12","21289.8","13102.22","26783.41","7035.345","6473.709","6595.059","6656.607","2640.32","3081.817","2468.476","3758.939","2726.7408","859.85798","397.5618","1195.503","929.47917","965.0134"
"M297.2018T614.1","297.2018","614.12382","25822.46","16083.92","15457.36","22123.04","18018.15","1130.99","706.2017","620.5106","680.1943","50935.36","38444.09","48608.17","33492.02","18123.186","4716.43941","3428.0736","561.8271","12029.39621","1749.065"
"M298.0683T44.6","298.0683","44.58925","9648.006","7515.455","8851.044","9165.024","8136.6","1021.221","944.2614","921.6198","640.0429","99782.7","66448.16","62878.39","76530.55","81600.2559","16359.60854","12977.58655","5446.025","11507.8546","9352.832"
"M298.8518T347.9","298.8518","347.89859","1177.265","1201.095","1555.189","1933.806","1562.388","217.1736","261.5176","293.4568","256.2048","9908.274","3355.846","4903.687","8542.135","11446.0433","3015.02858","617.70373","490.6766","415.84168","3422.3"
"M299.075T258.1","299.075","258.09973","23915.52","8470.375","8810.383","16562.93","19321.79","2266.314","4421.089","3225.752","3261.323","7688.531","5784.329","6535.681","10946.52","5332.4486","5109.07307","4837.74281","8004.49","6921.37306","5716.57"
"M299.0681T363.5","299.0681","363.46785","14252.18","3402.084","7327.622","5487.09","6213.542","2558.424","3234.252","2528.138","1913.705","22434.95","22038.14","16071.43","25131.17","15080.1107","1506.09686","2118.01088","1940.283","5376.321","2972.613"
"M299.0684T337.3","299.0684","337.3251","18689.91","4228.582","7028.952","4769.694","7149.989","2079.957","3642.881","1908.067","2557.918","10425.83","11989.11","8879.276","16900.1","8699.318","2285.54538","2496.31698","2335.534","3096.71391","2112.022"
"M299.0747T69.7","299.0747","69.6764","10302.41","7915.632","8727.95","10149.7","1307.274","1408.855","1526.161","1499.384","1187.873","34329.58","25178.14","25326.76","23089.22","22501.5056","14115.81786","10317.11915","10235.77","11753.89538","12015.87"
"M299.1443T352.3","299.1443","352.33222","57372.43","9767.681","10892.15","59670.25","13691.7","2890.472","2892.14","3200.483","2488.367","160817.2","191685.5","158511","183555.9","163985.548","36634.9512","42284.11179","15847.07","54043.74013","38978.16"
"M300.1466T352","300.1466","351.99182","14545.15","2919.471","3494.987","13043.19","3872.049","761.1544","802.4229","858.4524","784.8325","31145.31","29408.58","29084.35","35368.35","31371.8705","5970.1056","6675.76169","2950.21","9178.06235","5529.754"
"M300.1533T115.9","300.1533","115.94935","2592.878","2892.042","2795.889","2336.897","3635.498","729.3121","480.2606","548.1048","831.5288","30439.23","32665.7","35144.62","37627.07","30902.226","7133.18547","8340.33453","3468.549","5893.41464","7995.286"
"M301.0354T186.4","301.0354","186.43221","465.2833","445.2081","397.5212","1046.693","683.7995","281.8324","334.8635","217.4612","277.8594","14910.74","14379.6","15394.2","13133.63","21791.9713","1418.50059","1731.99532","501.7344","2592.7392","858.6767"
"M301.1965T543.8","301.1965","543.76378","17089.8","4774.699","3927.13","10453.59","3583.345","957.853","685.3719","756.4882","789.1354","297809.9","234439.4","275780.8","238550.2","239384.4428","17955.53046","15697.31377","2290.027","34309.52653","9036.033"
"M303.155T439.1","303.155","439.13058","2797.653","1145.69","1632.428","1417.759","847.3873","188.1504","215.424","225.0675","160.112","77873.38","100375.3","85641.47","44551.94","34873.097","28786.84513","19754.28365","1275.244","39298.3427","9610.015"
"M303.226T575.7","303.226","575.73676","1328.947","638.6442","603.8425","1293.819","370.8692","107.3778","148.1184","104.7359","76.02923","9232.703","6697.583","9421.294","8107.876","13469.1364","1953.08423","2189.02302","495.5238","3373.6968","1991.208"
"M303.9114T21.7","303.9114","21.68475","1184.877","4558.841","3154.282","1839.691","2636.032","4871.951","4784.85","4326.385","5332.176","4706.905","6252.446","6913.914","5282.889","6603.852","185.3565","1761.29128","2302.845","2696.0325","1210.012"
"M304.1567T438.9","304.1567","438.91273","911.2245","371.759","803.3873","898.0123","495.39","79.38438","64.37473","55.68942","92.38552","15457.04","19663.5","15839.82","9032.867","6022.527","5987.65578","4256.85321","382.9441","7672.60281","1826.214"
"M304.9139T21.3","304.9139","21.32618","25736.6","51339.78","39580.06","42101.74","47595.38","22832.99","23880.74","23925.59","25920.18","56092.6","54950.19","57328.76","53264.53","64303.9127","6238.61944","19291.0872","18537.93","20366.83852","14517.77"
"M305.0652T328.4","305.0652","328.40989","10897.91","6531.116","8978.252","7061.648","9446.393","2559.779","3585.683","3197.464","2734.759","6416.738","7041.615","6501.129","8525.591","3732.1434","1979.25873","2561.42644","3283.917","2032.90705","4010.529"
"M305.0782T128","305.0782","127.98835","5859.31","2800.288","3128.476","3996.18","2726.279","542.9177","490.7532","318.5164","394.3152","98434.01","79271.66","75898.26","89709.24","63643.0974","14806.84001","14081.27824","5576.518","19447.1757","13356.11"
"M305.1521T339.3","305.1521","339.31961","6392.046","1637.237","1896.409","5378.626","1644.116","588.1882","602.8595","517.561","616.0114","22162.81","18937.71","18857.41","15666.27","11447.0646","3308.3112","4360.07283","1283.088","11521.2096","3143.382"
"M305.1905T502.5","305.1905","502.46314","4245.868","1088.478","1159.17","3357.132","1102.14","173.0643","184.0841","221.1579","221.4914","26022.02","11290.53","7011.345","51141.97","24394.8931","6555.12012","4777.07643","3756.789","5848.8642","5501.847"
"M305.9154T20.8","305.9154","20.75751","1790.12","4099.926","2938.988","2910.517","3832.011","2314.045","2400.185","2114.19","2428.214","4225.665","4560.621","5086.745","4677.223","4856.8459","334.25305","1657.6584","1635.158","1666.64647","1106.472"
"M305.9252T182.7","305.9252","182.68484","6638.729","7673.697","7700.274","8163.437","10368.14","1140.168","512.6594","1534.894","2142.738","326.172","571.5212","354.4762","442.8344","427.6991","754.53534","25.34945","5723.846","100.7472","2458.474"
"M306.0736T102.2","306.0736","102.15436","2966.887","2628.722","2294.978","2564.54","2721.559","716.0245","725.783","681.7966","645.0664","119844.2","136466.7","106343.3","117937.1","85804.5053","48670.14191","30810.483","21062.61","28711.2164","32929.07"
"M306.0736T110.2","306.0736","110.21651","4071.704","3092.159","3114.583","3172.855","3169.845","818.4554","645.724","778.1753","553.055","117566.9","130818.2","104208","131116.4","93008.3082","45333.94936","39532.1919","48407.36","34851.89497","72049.2"
"M306.8785T569","306.8785","569.04296","15932.92","15885.06","17340.34","17901.73","15891.71","2009.124","2160.04","1630.387","1458.499","14794.32","16055.31","14903.39","18918.96","18621.2385","3534.80597","3451.5529","2910.644","2987.388","3943.228"
"M306.9417T274.4","306.9417","274.36529","463.2833","374.07","583.6263","320.7605","519.2143","816.5712","970.679","928.316","826.3272","2410.612","3862.116","3813.246","4035.477","4219.577","1067.62765","1237.05535","1302.562","492.67797","1403.226"
"M307.026T306.8","307.026","306.75879","8501.917","5756.433","3257.035","5155.152","221.6698","9790.425","15851.62","13571.31","28152.88","12539.79","3686.553","1985.267","4067.629","3035.8059","8005.38071","5422.09429","14318.12","8681.01543","7347.339"
"M307.1151T291.3","307.1151","291.34738","15702.02","2758.439","3768.024","13513.54","3164.278","849.3736","783.1801","744.1545","900.396","83800.94","78299.46","57176.95","102347.9","195939.9969","2080.95086","6618.38688","4223.751","6970.93787","7459.38"
"M307.1723T361.6","307.1723","361.59633","161785.4","13467.56","37482.05","90558.99","19245.5","9607.529","7211.586","12833.16","10370.6","15636.14","14512.73","6849.602","86592.82","11713.2766","6921.54474","3290.11843","2674.522","2233.38384","5396.031"
"M308.1769T361.6","308.1769","361.56636","24335.54","1595.064","5445.167","13813.24","1887.747","1714.037","904.8653","1625.299","926.5556","2377.875","1892.652","1358.225","12956.77","1638.7615","781.9584","336.55916","256.5054","306.95143","299.1623"
"M308.8761T569.1","308.8761","569.09625","7993.152","8317.873","7685.112","8760.337","7650.025","785.8533","1045.665","1282.449","1326.727","7722.449","8154.052","6335.986","9197.282","8672.7256","1411.8466","1965.9048","1435.814","1713.0272","1846.81"
"M308.9043T21.4","308.9043","21.39894","1198.674","2521.115","1940.436","1734.629","2335.41","956.4821","960.66","1053.953","1289.462","2572.819","2317.983","2382.397","2526.167","2984.472","528.52257","997.30091","1040.039","1043.9368","728.9396"
